symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinancialAssets,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital
ERG.MI,2022-12-31,3M,EUR,123002000.0,202465000.0,-2481677000.0,74543000.0,-14137000.0,226086000.0,14552000.0,152942000.0,173326000.0,15032000.0,392811000.0,603947000.0,15032000.0,,214461000.0,1306814000.0,22371000.0,361188000.0,383559000.0,17157000.0,809406000.0,38730000.0,0.0,33225000.0,66946000.0,408045000.0,,216602000.0,4756058000.0,141568000.0,17603000.0,,14552000.0,99830000.0,150955000.0,1749289000.0,,1688000.0,201705000.0,4251962000.0,,1717666000.0,,,791000.0,138242000.0,197262000.0,,14552000.0,,21446000.0,26407000.0,1000.0,971667000.0,53530000.0,13571000.0,12518000.0,36863000.0,219446000.0,211136000.0,185885000.0,15377000.0,0.0,17603000.0,10000000.0,816967000.0,,,,76542000.0,5226385000.0,,,2054682000.0,3171703000.0,3919570000.0,2362297000.0,62883000.0,18594000.0,782080.0,497408000.0
ERG.MI,2023-03-31,3M,EUR,,,,,,,,,91000000.0,,558000000.0,863000000.0,,2041000000.0,,863000000.0,,148000000.0,148000000.0,,180000000.0,,,,,,1365000000.0,,,,,4013000000.0,40000000.0,,91000000.0,1824000000.0,1915000000.0,,,,9000000.0,1414000000.0,2145000000.0,676000000.0,,,,4000000.0,,149537920.0,,,,,,264000000.0,,,,305000000.0,,,,,,,149537920.0,2041000000.0,676000000.0,,4413000000.0,3865000000.0,2063000000.0,2050000000.0,2363000000.0,3550000000.0,2183000000.0,,,,683000000.0
ERG.MI,2023-06-30,3M,EUR,101843000.0,162576000.0,-2485886000.0,69166000.0,-5495000.0,100828000.0,,167651000.0,174027000.0,15032000.0,444271000.0,595067000.0,15032000.0,2068447000.0,321445000.0,1044175000.0,6346000.0,79060000.0,85406000.0,24920000.0,405032000.0,36291000.0,0.0,64951000.0,66946000.0,409938000.0,1431152000.0,168071000.0,4968713000.0,31217000.0,18756000.0,4238727000.0,,101542000.0,167681000.0,2091220000.0,2258901000.0,2071000.0,214681000.0,4340625000.0,7514000.0,1726009000.0,2482827000.0,637295000.0,719000.0,118840000.0,220889000.0,3578000.0,29667000.0,149537920.0,,31140000.0,-1000.0,1021214000.0,45092000.0,11556000.0,33298000.0,37450000.0,18913000.0,150796000.0,246499000.0,7885000.0,0.0,,,378655000.0,150320000.0,2068447000.0,637295000.0,91898000.0,5243018000.0,4159667000.0,2344307000.0,2075961000.0,3167057000.0,4198840000.0,2762025000.0,111358000.0,20561000.0,782080.0,639143000.0
ERG.MI,2023-09-30,3M,EUR,119000000.0,161000000.0,,,,130000000.0,,,,,,,,2126000000.0,,596000000.0,,,,,857000000.0,,,,,,1416000000.0,,,,19000000.0,2126000000.0,,,,162000000.0,162000000.0,,,,9000000.0,162000000.0,2333000000.0,710000000.0,,,,4000000.0,,149773806.0,286000000.0,612000000.0,,,286000000.0,-1000000.0,,,,,119000000.0,,,,,,150555886.0,2126000000.0,710000000.0,,4401000000.0,2126000000.0,162000000.0,2135000000.0,2266000000.0,3805000000.0,1409000000.0,,,782080.0,-261000000.0
ERG.MI,2023-12-31,3M,EUR,122038000.0,157894000.0,-2519510000.0,74543000.0,-5338000.0,0.0,23774000.0,164011000.0,172040000.0,15032000.0,467568000.0,709264000.0,15032000.0,2133033000.0,355542000.0,1055855000.0,6353000.0,163979000.0,170332000.0,21241000.0,413451000.0,36935000.0,5830000.0,34115000.0,66946000.0,412505000.0,1403372000.0,163232000.0,5088177000.0,46796000.0,20019000.0,4302298000.0,23774000.0,104391000.0,165687000.0,2005286000.0,2170973000.0,2633000.0,200012000.0,4427503000.0,6664000.0,1701697000.0,2568667000.0,729661000.0,14499000.0,41397000.0,191961000.0,3543000.0,,147133640.0,17043000.0,,-1000.0,990867000.0,45244000.0,22350000.0,,36730000.0,,241696000.0,165476000.0,10136000.0,0.0,20019000.0,,478776000.0,150320000.0,2133033000.0,729661000.0,83598000.0,5199295000.0,4138319000.0,2341305000.0,2139697000.0,3059598000.0,4143442000.0,2646147000.0,43438000.0,18594000.0,3186360.0,642404000.0
ERG.MI,2024-03-31,3M,EUR,,,,,,,,,179000000.0,,475000000.0,475000000.0,,2202000000.0,,,6000000.0,,,,,,,,,,1414000000.0,,,,,2202000000.0,51000000.0,,173000000.0,,173000000.0,,,,8000000.0,,2692000000.0,788000000.0,,,,4000000.0,,145779920.0,,,,,,,,,,,,,,,,,150320000.0,2202000000.0,788000000.0,,,2202000000.0,179000000.0,,,,,,,4540080.0,
