symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFF,InvestingCashFlow,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPurchaseAndSale,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentInsideChangeinCash,OtherCashAdjustmentOutsideChangeinCash,PurchaseOfBusiness,PurchaseOfInvestment,PurchaseOfPPE,SaleOfBusiness,SaleOfInvestment
ERG.MI,2022-12-31,3M,EUR,1542000000.0,,,-3050000.0,35460000.0,,-990539000.0,-3050000.0,392811000.0,,,,,-389989000.0,,,,254368000.0,-191516000.0,563625000.0,-94048000.0,,,1031998000.0,,-2781000.0,-94048000.0,-174000.0,
ERG.MI,2023-03-31,3M,EUR,1533000000.0,-66000000.0,-66000000.0,,-269000000.0,103000000.0,195000000.0,,1206000000.0,-7000000.0,201000000.0,-7000000.0,-65000000.0,0.0,,78000000.0,164000000.0,,,1000000.0,,267000000.0,0.0,-522000000.0,,,,0.0,
ERG.MI,2023-06-30,3M,EUR,,-64475000.0,,,,-89641000.0,,,,-246536000.0,128539000.0,4642000.0,-90016000.0,,,547000.0,-84381000.0,,,,,193014000.0,,,,,,,
ERG.MI,2023-09-30,3M,EUR,1556000000.0,-63000000.0,-63000000.0,,-24000000.0,-51000000.0,72000000.0,,1406000000.0,87000000.0,-12000000.0,-1000000.0,-66000000.0,-1000000.0,0.0,37000000.0,102000000.0,0.0,88000000.0,-2000000.0,,51000000.0,0.0,-222000000.0,-1000000.0,0.0,,0.0,
ERG.MI,2023-12-31,3M,EUR,1406000000.0,-112774000.0,,,75757000.0,183114000.0,-2243000.0,,467568000.0,-569223000.0,393750000.0,562000.0,60456000.0,10286000.0,-61362000.0,34668000.0,-184503000.0,-20317000.0,-317864000.0,183261000.0,,506524000.0,,,-82697000.0,,,92857000.0,10193000.0
ERG.MI,2024-03-31,3M,EUR,,-69000000.0,-69000000.0,,,-26000000.0,,,,-2000000.0,69000000.0,-2000000.0,-160000000.0,,,78000000.0,165000000.0,,,,,138000000.0,,,,,,,
ERG.MI,2024-03-31,TTM,EUR,,-308774000.0,,,,64114000.0,,,,-486223000.0,444750000.0,-4438000.0,-411544000.0,,,178668000.0,181497000.0,,,,,753524000.0,,,,,,,
