symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFF,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
ERG.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,9000.0,,,,,,,,,,,,,,,,,,,,,,,,-2000.0,,,,,,,,,,,,994000.0,
ERG.MI,2020-12-31,12M,EUR,653528000.0,-111778000.0,-115169000.0,2040000.0,-5915000.0,-38853000.0,-14112000.0,15493000.0,-43387000.0,2039000.0,-115169000.0,,-43264000.0,313281000.0,313281000.0,,655567000.0,-241049000.0,298958000.0,-344000.0,-52508000.0,-167648000.0,600000000.0,600000000.0,-617742000.0,-1915000.0,,,107885000.0,109541000.0,-5713000.0,-53956000.0,32167000.0,-17742000.0,-99826000.0,1000.0,-106065000.0,49909000.0,410736000.0,,89996000.0,44000.0,9840000.0,-2210000.0,-5713000.0,-54878000.0,-106065000.0,-617742000.0,,2386000.0,922000.0,,-25407000.0
ERG.MI,2021-12-31,12M,EUR,655441000.0,-226904000.0,-113633000.0,204910000.0,167000.0,-417963000.0,120214000.0,-120928000.0,-418510000.0,274835000.0,-113633000.0,,31980000.0,228310000.0,228310000.0,,860352000.0,831588000.0,-49837000.0,-659000.0,-32399000.0,-733820000.0,844992000.0,844992000.0,-312042000.0,-18017000.0,,,172897000.0,174451000.0,-3914000.0,-411445000.0,1293201000.0,532950000.0,-311442000.0,-77454000.0,-222990000.0,760251000.0,177067000.0,-69924000.0,-40884000.0,274000.0,13758000.0,-19247000.0,-3914000.0,-419765000.0,-222990000.0,-312042000.0,,0.0,8320000.0,,-38010000.0
ERG.MI,2022-12-31,12M,EUR,860352000.0,-312197000.0,-139050000.0,-467540000.0,-679000.0,-32926000.0,-89153000.0,100772000.0,-21986000.0,-477539000.0,-139050000.0,0.0,97569000.0,278615000.0,278615000.0,,392811000.0,-1787388000.0,349669000.0,-2147000.0,-29146000.0,647983000.0,0.0,0.0,-353118000.0,703623000.0,0.0,-47000.0,378939000.0,383098000.0,-4120000.0,218128000.0,-1353252000.0,-353118000.0,-253855000.0,38429000.0,-308077000.0,-1000134000.0,661866000.0,9998000.0,41190000.0,66000.0,20953000.0,-392232000.0,-4120000.0,-39021000.0,-308077000.0,-353118000.0,0.0,1093438000.0,257149000.0,,-91854000.0
ERG.MI,2023-12-31,12M,EUR,392811000.0,-305774000.0,-154034000.0,74757000.0,-2316000.0,146717000.0,-4657000.0,53370000.0,193114000.0,74757000.0,-154034000.0,-61362000.0,74063000.0,224858000.0,224858000.0,,467568000.0,-491223000.0,576750000.0,-5517000.0,-9438000.0,-316544000.0,330000000.0,330000000.0,-437225000.0,8286000.0,-61362000.0,18000.0,178668000.0,180497000.0,-5683000.0,-19317000.0,-22729000.0,-107225000.0,-229864000.0,261000.0,-300091000.0,84496000.0,882524000.0,,49656000.0,-180000.0,-2206000.0,-84697000.0,-5683000.0,-30510000.0,-300091000.0,-437225000.0,-61362000.0,92857000.0,11193000.0,,-25514000.0
ERG.MI,2024-03-31,TTM,EUR,,-308774000.0,,,,,,,64114000.0,,,,,,,,,-486223000.0,444750000.0,,-4438000.0,-411544000.0,,,,,,,178668000.0,181497000.0,,,,,,,,,753524000.0,,,,,,,,,,,,,,
