symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkingCapital
TYA.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1000.0,-1000.0,,,1000.0,,,,,,5048000.0,,,,,,,,,,,,,,,,,
TYA.MI,2020-12-31,12M,EUR,23968000.0,13180000.0,-58060000.0,-4187000.0,,4631000.0,30710000.0,76344000.0,76344000.0,76344000.0,30710000.0,106547000.0,1334000.0,108146000.0,499000.0,46026000.0,46525000.0,95988000.0,8242000.0,,,177760000.0,17367000.0,92077000.0,255587000.0,,2945000.0,613000.0,4132000.0,103014000.0,107146000.0,3558000.0,15936000.0,39785000.0,222000.0,72696000.0,34017000.0,-71213000.0,4986000.0,5736000.0,185000.0,18611966.0,,1000.0,,177760000.0,1000.0,-1000.0,6223000.0,25507000.0,11066000.0,,39902000.0,1363000.0,829000.0,25451000.0,-8612000.0,18611966.0,106547000.0,-71213000.0,6727000.0,331942000.0,209561000.0,153671000.0,106769000.0,225173000.0,223796000.0,129185000.0,9711000.0,368000.0,12158000.0
TYA.MI,2021-12-31,12M,EUR,30580000.0,16233000.0,-56492000.0,-5291000.0,,4720000.0,30710000.0,54147000.0,54147000.0,54147000.0,30710000.0,101472000.0,293000.0,89278000.0,727000.0,50711000.0,51438000.0,104126000.0,2147000.0,0.0,3735000.0,189119000.0,21524000.0,90097000.0,246220000.0,0.0,2953000.0,632000.0,3993000.0,94037000.0,98030000.0,3585000.0,19200000.0,38469000.0,1153000.0,90601000.0,33605000.0,-87647000.0,13076000.0,5278000.0,193000.0,18611966.0,,,,185384000.0,1000.0,-2000.0,8625000.0,25872000.0,10801000.0,,49165000.0,2274000.0,819000.0,25463000.0,-5842000.0,18611966.0,101472000.0,-87647000.0,7278000.0,332035000.0,195509000.0,149468000.0,102625000.0,229410000.0,242757000.0,125284000.0,9960000.0,2778000.0,-14848000.0
TYA.MI,2022-12-31,12M,EUR,36703000.0,16909000.0,-48555000.0,-5049000.0,1924000.0,4080000.0,30710000.0,55772000.0,56066000.0,55772000.0,30710000.0,99586000.0,211000.0,83534000.0,589000.0,68447000.0,69036000.0,128499000.0,3596000.0,63000.0,3735000.0,188339000.0,21958000.0,78851000.0,234548000.0,1924000.0,2962000.0,572000.0,3491000.0,66515000.0,70006000.0,3534000.0,19124000.0,28247000.0,1170000.0,79190000.0,30296000.0,-88753000.0,9883000.0,2307000.0,742000.0,18611966.0,-1000.0,,,184604000.0,1000.0,,10247000.0,24930000.0,3722000.0,294000.0,55010000.0,,1035000.0,25463000.0,5317000.0,18611966.0,99586000.0,-88753000.0,5803000.0,322943000.0,166101000.0,139042000.0,100756000.0,222187000.0,239410000.0,93688000.0,8060000.0,2251000.0,-44965000.0
TYA.MI,2023-12-31,12M,EUR,35595000.0,22430000.0,-50661000.0,-5029000.0,2135000.0,3837000.0,30710000.0,26143000.0,26536000.0,26143000.0,30710000.0,105174000.0,123000.0,61716000.0,571000.0,57333000.0,57904000.0,126016000.0,8573000.0,,3735000.0,196955000.0,27459000.0,78132000.0,206032000.0,2135000.0,3340000.0,572000.0,3266000.0,43525000.0,46791000.0,3912000.0,21134000.0,27681000.0,1326000.0,74715000.0,27471000.0,-91781000.0,7480000.0,2193000.0,174000.0,18611966.0,-2000.0,-1000.0,,193220000.0,2000.0,,11775000.0,24865000.0,2950000.0,393000.0,58727000.0,,995000.0,25463000.0,15850000.0,18611966.0,105174000.0,-91781000.0,8807000.0,303860000.0,148699000.0,104695000.0,106500000.0,197360000.0,242144000.0,71344000.0,11357000.0,1226000.0,-64300000.0
