symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
TYA.MI,2023-03-31,3M,EUR,18648936.0,-0.094,21439000.0,18648936.0,-0.094,-1753000.0,-813000.0,1632000.0,291000.0,1467000.0,1467000.0,4000.0,4000.0,31000.0,-1753000.0,-1753000.0,-1785000.0,0.0,-1753000.0,-1753000.0,-1784000.0,-1463000.0,-1463000.0,1715000.0,-1688019.736842,1215000.0,-924000.0,21730000.0,191000.0,1215000.0,0.0,-2280000.0,21439000.0,2445000.0,1131000.0,-83000.0,-18019.736842,-495000.0,0.217105,22654000.0,-817000.0,21730000.0,-83000.0,-83000.0,83000.0
TYA.MI,2023-06-30,3M,EUR,,,23821000.0,,,3326000.0,7061000.0,9500000.0,11624000.0,1736000.0,1736000.0,2000.0,2000.0,-331000.0,3326000.0,3326000.0,3658000.0,0.0,3326000.0,3326000.0,3657000.0,-1823000.0,-1823000.0,9395000.0,3253870.422535,4719000.0,6905000.0,35445000.0,192000.0,1125000.0,0.0,5325000.0,23821000.0,2439000.0,-909000.0,105000.0,32870.422535,1667000.0,0.313052,28540000.0,7136000.0,35445000.0,105000.0,105000.0,-83000.0
TYA.MI,2023-09-30,3M,EUR,,,30884000.0,,,9269000.0,15544000.0,18040000.0,13292000.0,1967000.0,1967000.0,11000.0,11000.0,-147000.0,9269000.0,9269000.0,9416000.0,0.0,9269000.0,9269000.0,9416000.0,-1867000.0,-1867000.0,18294000.0,9445155.557192,-2282000.0,15574000.0,44176000.0,57000.0,1312000.0,0.0,13577000.0,30884000.0,2496000.0,,-254000.0,-77844.442808,4161000.0,0.306474,28602000.0,15444000.0,44176000.0,-254000.0,-254000.0,232000.0
TYA.MI,2023-09-30,TTM,EUR,18309650.0,0.817,,18611966.0,0.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYA.MI,2023-12-31,3M,EUR,,,8205000.0,,,1789000.0,4589000.0,7101000.0,13707000.0,1841000.0,1841000.0,396000.0,396000.0,-1000.0,1789000.0,1789000.0,1790000.0,0.0,1789000.0,1789000.0,1790000.0,-1641000.0,-1641000.0,6635000.0,1485455.604076,9767000.0,3940000.0,21912000.0,-16000.0,2844000.0,0.0,2748000.0,8205000.0,2512000.0,,466000.0,162455.604076,958000.0,0.348617,17972000.0,4388000.0,21912000.0,466000.0,466000.0,-232000.0
TYA.MI,2023-12-31,TTM,EUR,18602356.0,0.679,,18611966.0,0.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYA.MI,2024-03-31,3M,EUR,18685714.0,-0.035,21188000.0,18685714.0,-0.035,-654000.0,932000.0,3430000.0,2150000.0,1742000.0,1742000.0,3000.0,3000.0,86000.0,-654000.0,-654000.0,-740000.0,0.0,-654000.0,-654000.0,-740000.0,-1739000.0,-1739000.0,3458000.0,-628419.753086,1231000.0,919000.0,23338000.0,38000.0,1231000.0,0.0,-810000.0,21188000.0,2498000.0,,-28000.0,-2419.753086,-70000.0,0.08642,22419000.0,929000.0,23338000.0,-28000.0,-28000.0,28000.0
TYA.MI,2024-03-31,TTM,EUR,18621161.0,0.738,84099000.0,18621161.0,0.738,13730000.0,28126000.0,38071000.0,40772000.0,7286000.0,7286000.0,412000.0,412000.0,-393000.0,13730000.0,13730000.0,14124000.0,0.0,13730000.0,13730000.0,14123000.0,-7070000.0,-7070000.0,37782000.0,13534134.548944,13435000.0,27337000.0,124871000.0,271000.0,6512000.0,0.0,20840000.0,84099000.0,9945000.0,,289000.0,93134.548944,6716000.0,0.322265,97534000.0,27897000.0,124871000.0,289000.0,289000.0,-55000.0
