asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfBusiness,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetIssuancePaymentsOfDebt,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,ShortTermDebtIssuance,ShortTermDebtPayments,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,7132000.0,,,,,,,,,,-13188000.0,,,-2002000.0,-173000.0,,,,,,-13188000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1000.0,-1000.0,,,,1000.0,,,,,,,,,,,5048000.0,,,,,,,,,,,,,,14000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,23968000.0,13180000.0,-58060000.0,-4187000.0,,,18611966.0,-0.67,19863000.0,-11951000.0,4631000.0,30710000.0,76344000.0,76344000.0,,76344000.0,56481000.0,-6502000.0,-9890000.0,-7674000.0,-1679000.0,-19243000.0,56482000.0,30710000.0,,106547000.0,1334000.0,66078000.0,108146000.0,499000.0,46026000.0,46525000.0,95988000.0,8242000.0,-3289000.0,10444000.0,10444000.0,18611966.0,-0.67,-12470000.0,58000.0,-15098000.0,-4654000.0,76344000.0,318953934.0,-68.533291,,100263000.0,-43845000.0,-101000.0,,270000.0,,177760000.0,17367000.0,92077000.0,-10554000.0,788000.0,788000.0,8000.0,8000.0,-819000.0,255587000.0,-11887000.0,,2945000.0,613000.0,105543000.0,4132000.0,103014000.0,107146000.0,3558000.0,15936000.0,39785000.0,254983934.0,222000.0,128000.0,0.0,72696000.0,-12470000.0,-12470000.0,-12597000.0,,-12470000.0,-12470000.0,-12598000.0,-12598000.0,-9174000.0,-1339000.0,100883000.0,-1339000.0,1000.0,1000.0,34017000.0,-2771000.0,100883000.0,-71213000.0,4986000.0,5736000.0,185000.0,-3010000.0,-11166369.885434,-31894000.0,12488000.0,-23042000.0,55524000.0,18611966.0,-1000.0,,1000.0,,177760000.0,1338000.0,1000.0,-1000.0,10035000.0,4251000.0,6223000.0,25507000.0,11066000.0,,-24000.0,0.0,39902000.0,-317000.0,1363000.0,829000.0,-15886000.0,25451000.0,-4463000.0,0.0,-9174000.0,-2777000.0,66078000.0,10444000.0,2555000.0,-4660000.0,0.0,-8612000.0,,6000.0,15000.0,285000.0,18611966.0,105543000.0,-4660000.0,-1644000.0,106547000.0,-71213000.0,-340369.885434,-3289000.0,0.207038,6727000.0,-2847000.0,331942000.0,209561000.0,153671000.0,106769000.0,78566000.0,225173000.0,223796000.0,129185000.0,-14649000.0,559000.0,55524000.0,9711000.0,-1644000.0,-1644000.0,368000.0,12158000.0,1668000.0
2021-12-31,12M,EUR,30580000.0,16233000.0,-56492000.0,-5291000.0,,,18611966.0,-0.282,76344000.0,-15075000.0,4720000.0,30710000.0,54147000.0,54147000.0,,54147000.0,-22197000.0,,1730000.0,6541000.0,-3037000.0,5234000.0,-22196000.0,30710000.0,,101472000.0,293000.0,55611000.0,89278000.0,727000.0,50711000.0,51438000.0,104126000.0,2147000.0,-7412000.0,10391000.0,10391000.0,18611966.0,-0.282,-5256000.0,58000.0,-9257000.0,1134000.0,54147000.0,191626763.0,168.983036,0.0,-5587000.0,-16013000.0,-76000.0,0.0,173000.0,3735000.0,189119000.0,21524000.0,90097000.0,-7079000.0,2453000.0,2453000.0,7000.0,7000.0,-1631000.0,246220000.0,-15671000.0,0.0,2953000.0,632000.0,57200000.0,3993000.0,94037000.0,98030000.0,3585000.0,19200000.0,38469000.0,239163763.0,1153000.0,-396000.0,-999000.0,90601000.0,-5256000.0,-5256000.0,-4912000.0,53000.0,-5309000.0,-5309000.0,-4860000.0,-4860000.0,-11825000.0,-2573000.0,-4724000.0,-2573000.0,,-1000.0,33605000.0,-2904000.0,-4724000.0,-87647000.0,13076000.0,5278000.0,193000.0,-719000.0,-6717280.0,-938000.0,11894000.0,-18973000.0,48532000.0,18611966.0,-1000.0,,,,185384000.0,827000.0,1000.0,-2000.0,7907000.0,6808000.0,8625000.0,25872000.0,10801000.0,,-98000.0,0.0,49165000.0,-635000.0,2274000.0,819000.0,-11710000.0,25463000.0,-3092000.0,-999000.0,-11825000.0,-3250000.0,55611000.0,10391000.0,-226000.0,-61924000.0,-1756000.0,-5842000.0,0.0,346000.0,10000.0,183000.0,18611966.0,57200000.0,-61924000.0,1853000.0,101472000.0,-87647000.0,444720.0,-6798000.0,0.24,7278000.0,0.0,332035000.0,195509000.0,149468000.0,102625000.0,67505000.0,229410000.0,242757000.0,125284000.0,-9213000.0,127000.0,48532000.0,9960000.0,1853000.0,1853000.0,2778000.0,-14848000.0,1000.0
2022-12-31,12M,EUR,36703000.0,16909000.0,-48555000.0,-5049000.0,,1924000.0,18611966.0,0.251,54147000.0,-9106000.0,4080000.0,30710000.0,55772000.0,56066000.0,-7000000.0,55772000.0,1625000.0,150000.0,919000.0,12005000.0,2530000.0,14685000.0,1625000.0,30710000.0,-7000000.0,99586000.0,211000.0,73129000.0,83534000.0,589000.0,68447000.0,69036000.0,128499000.0,3596000.0,1578000.0,10493000.0,10493000.0,18611966.0,0.251,4675000.0,13000.0,6843000.0,17336000.0,55772000.0,166489207.0,,63000.0,-18392000.0,21328000.0,,-4002000.0,249000.0,3735000.0,188339000.0,21958000.0,78851000.0,17279000.0,3777000.0,3777000.0,94000.0,94000.0,-2295000.0,234548000.0,-10417000.0,1924000.0,2962000.0,572000.0,59500000.0,3491000.0,66515000.0,70006000.0,3534000.0,19124000.0,28247000.0,214968207.0,1170000.0,1000.0,-1464000.0,79190000.0,4675000.0,4675000.0,1354000.0,3320000.0,1355000.0,1355000.0,4674000.0,4674000.0,-7722000.0,-3889000.0,-10506000.0,-3889000.0,1000.0,-1000.0,30296000.0,-1243000.0,-10506000.0,-88753000.0,9883000.0,2307000.0,742000.0,17194000.0,1247080.0,30434000.0,10731000.0,6548000.0,90408000.0,18611966.0,,-1000.0,,,184604000.0,3808000.0,1000.0,,508000.0,4474000.0,10247000.0,24930000.0,3722000.0,294000.0,-52000.0,0.0,55010000.0,-518000.0,,1035000.0,3066000.0,25463000.0,1714000.0,-2075000.0,-7722000.0,-1384000.0,73129000.0,10493000.0,263000.0,-70006000.0,-105000.0,5317000.0,611000.0,141000.0,14000.0,263000.0,18611966.0,59500000.0,-70006000.0,142000.0,99586000.0,-88753000.0,34080.0,1712000.0,0.24,5803000.0,-53000.0,322943000.0,166101000.0,139042000.0,100756000.0,83860000.0,222187000.0,239410000.0,93688000.0,7197000.0,206000.0,90408000.0,8060000.0,142000.0,142000.0,2251000.0,-44965000.0,15000.0
2023-12-31,12M,EUR,35595000.0,22430000.0,-50661000.0,-5029000.0,,2135000.0,18611966.0,0.679,55772000.0,-13839000.0,3837000.0,30710000.0,26143000.0,26536000.0,-7300000.0,26143000.0,-29629000.0,563000.0,,4136000.0,-6684000.0,-1985000.0,-29629000.0,30710000.0,-7300000.0,105174000.0,123000.0,84350000.0,61716000.0,571000.0,57333000.0,57904000.0,126016000.0,8573000.0,6291000.0,9892000.0,9892000.0,18611966.0,0.679,12631000.0,13000.0,26381000.0,36273000.0,26143000.0,186476609.0,,,-42096000.0,12545000.0,,0.0,282000.0,3735000.0,196955000.0,27459000.0,78132000.0,38913000.0,7011000.0,7011000.0,413000.0,413000.0,-6029000.0,206032000.0,-13917000.0,2135000.0,3340000.0,572000.0,53500000.0,3266000.0,43525000.0,46791000.0,3912000.0,21134000.0,27681000.0,214037609.0,1326000.0,-448000.0,-99000.0,74715000.0,12631000.0,12631000.0,13079000.0,0.0,12631000.0,12631000.0,13079000.0,13079000.0,-12987000.0,-6794000.0,-34056000.0,-6794000.0,,,27471000.0,-844000.0,-34056000.0,-91781000.0,7480000.0,2193000.0,174000.0,36039000.0,12472998.657718,26384000.0,13419000.0,25494000.0,123263000.0,18611966.0,,-2000.0,-1000.0,,193220000.0,4246000.0,2000.0,,424000.0,6496000.0,11775000.0,24865000.0,2950000.0,393000.0,-23000.0,0.0,58727000.0,-273000.0,,995000.0,19370000.0,25463000.0,2077000.0,-99000.0,-12987000.0,-852000.0,84350000.0,9892000.0,326000.0,-87556000.0,-211000.0,15850000.0,0.0,8000.0,3000.0,285000.0,18611966.0,53500000.0,-87556000.0,234000.0,105174000.0,-91781000.0,75998.657718,6291000.0,0.324781,8807000.0,-1762000.0,303860000.0,148699000.0,104695000.0,106500000.0,97769000.0,197360000.0,242144000.0,71344000.0,26151000.0,196000.0,123263000.0,11357000.0,234000.0,234000.0,1226000.0,-64300000.0,0.0
