symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
TYA.MI,2020-12-31,12M,EUR,18611966.0,-0.67,66078000.0,18611966.0,-0.67,-12470000.0,-15098000.0,-4654000.0,270000.0,-10554000.0,788000.0,788000.0,8000.0,8000.0,128000.0,-12470000.0,-12470000.0,-12597000.0,,-12470000.0,-12470000.0,-12598000.0,-1339000.0,-1339000.0,-3010000.0,-11166369.885434,12488000.0,-23042000.0,55524000.0,10035000.0,4251000.0,-24000.0,0.0,-15886000.0,66078000.0,10444000.0,2555000.0,0.0,15000.0,285000.0,-1644000.0,-340369.885434,-3289000.0,0.207038,78566000.0,-14649000.0,559000.0,55524000.0,-1644000.0,-1644000.0,1668000.0
TYA.MI,2021-12-31,12M,EUR,18611966.0,-0.282,55611000.0,18611966.0,-0.282,-5256000.0,-9257000.0,1134000.0,173000.0,-7079000.0,2453000.0,2453000.0,7000.0,7000.0,-396000.0,-5256000.0,-5256000.0,-4912000.0,53000.0,-5309000.0,-5309000.0,-4860000.0,-2573000.0,-2573000.0,-719000.0,-6717280.0,11894000.0,-18973000.0,48532000.0,7907000.0,6808000.0,-98000.0,0.0,-11710000.0,55611000.0,10391000.0,-226000.0,-1756000.0,10000.0,183000.0,1853000.0,444720.0,-6798000.0,0.24,67505000.0,-9213000.0,127000.0,48532000.0,1853000.0,1853000.0,1000.0
TYA.MI,2022-12-31,12M,EUR,18611966.0,0.251,73129000.0,18611966.0,0.251,4675000.0,6843000.0,17336000.0,249000.0,17279000.0,3777000.0,3777000.0,94000.0,94000.0,1000.0,4675000.0,4675000.0,1354000.0,3320000.0,1355000.0,1355000.0,4674000.0,-3889000.0,-3889000.0,17194000.0,1247080.0,10731000.0,6548000.0,90408000.0,508000.0,4474000.0,-52000.0,0.0,3066000.0,73129000.0,10493000.0,263000.0,-105000.0,14000.0,263000.0,142000.0,34080.0,1712000.0,0.24,83860000.0,7197000.0,206000.0,90408000.0,142000.0,142000.0,15000.0
TYA.MI,2023-09-30,TTM,EUR,18309650.0,0.817,,18611966.0,0.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYA.MI,2023-12-31,12M,EUR,18611966.0,0.679,84350000.0,18611966.0,0.679,12631000.0,26381000.0,36273000.0,282000.0,38913000.0,7011000.0,7011000.0,413000.0,413000.0,-448000.0,12631000.0,12631000.0,13079000.0,0.0,12631000.0,12631000.0,13079000.0,-6794000.0,-6794000.0,36039000.0,12472998.657718,13419000.0,25494000.0,123263000.0,424000.0,6496000.0,-23000.0,0.0,19370000.0,84350000.0,9892000.0,326000.0,-211000.0,3000.0,285000.0,234000.0,75998.657718,6291000.0,0.324781,97769000.0,26151000.0,196000.0,123263000.0,234000.0,234000.0,0.0
TYA.MI,2023-12-31,TTM,EUR,18602356.0,0.679,,18611966.0,0.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYA.MI,2024-03-31,TTM,EUR,18621161.0,0.738,84099000.0,18621161.0,0.738,13730000.0,28126000.0,38071000.0,,40772000.0,7286000.0,7286000.0,412000.0,412000.0,-393000.0,13730000.0,13730000.0,14124000.0,0.0,13730000.0,13730000.0,14123000.0,-7070000.0,-7070000.0,37782000.0,13534134.548944,13435000.0,27337000.0,124871000.0,271000.0,6512000.0,,0.0,20840000.0,84099000.0,9945000.0,,,,,289000.0,93134.548944,6716000.0,0.322265,97534000.0,27897000.0,,124871000.0,289000.0,289000.0,-55000.0
