symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital
TYA.MI,2022-12-31,3M,EUR,,,-48555000.0,-5049000.0,,,,,,55772000.0,,,211000.0,,,68447000.0,,,,63000.0,3735000.0,,21958000.0,,,,,,,66515000.0,,,,28247000.0,,79190000.0,,,,,742000.0,,-1000.0,,,184604000.0,1000.0,,,,,,,1035000.0,25463000.0,,,,,,,,,,,,,,,,
TYA.MI,2023-03-31,3M,EUR,28090000.0,15629000.0,,,4017000.0,3958000.0,30710000.0,37362000.0,37658000.0,,30710000.0,97793000.0,,63309000.0,580000.0,,580000.0,115286000.0,4040269.0,,,189520000.0,,29743000.0,97793000.0,4017000.0,2963000.0,572000.0,3378000.0,,3378000.0,3535000.0,19518135.0,,1131000.0,,29743000.0,-91727000.0,10495000.0,2357000.0,,18611966.0,-1000.0,-269.0,1000.0,,1000.0,-135.0,12469000.0,29743000.0,8477000.0,296000.0,47455000.0,,,3523000.0,18611966.0,97793000.0,-91727000.0,1546000.0,301923000.0,97793000.0,3958000.0,98924000.0,202999000.0,238615000.0,87713000.0,6896000.0,2185000.0,,-51977000.0
TYA.MI,2023-06-30,3M,EUR,31075000.0,21344000.0,-49698000.0,-5134000.0,63000.0,3884000.0,30710000.0,36435000.0,36732000.0,,30710000.0,101162000.0,152000.0,68588000.0,585000.0,63345000.0,63930000.0,122743000.0,4349000.0,63000.0,3735000.0,192763000.0,26478000.0,78064000.0,219934000.0,63000.0,2963000.0,572000.0,3299000.0,55427000.0,58726000.0,3535000.0,19813000.0,27540000.0,1181000.0,82337000.0,28366000.0,-91601000.0,9666000.0,2282000.0,740000.0,18611966.0,1000.0,1000.0,,189028000.0,1000.0,,12726000.0,24909000.0,8184000.0,297000.0,51970000.0,832000.0,25463000.0,4838000.0,18611966.0,101162000.0,-91601000.0,1495000.0,308068000.0,156589000.0,122656000.0,102343000.0,205725000.0,239480000.0,82982000.0,8169000.0,2161000.0,,-54155000.0
TYA.MI,2023-09-30,3M,EUR,35473000.0,25459000.0,,,3447000.0,3836000.0,30710000.0,31098000.0,31397000.0,,30710000.0,103443000.0,,71930000.0,578000.0,,578000.0,126325000.0,4312000.0,,,193103000.0,,27812000.0,103443000.0,3447000.0,2963000.0,572000.0,3258000.0,,3258000.0,3535000.0,20133000.0,,1331000.0,,27812000.0,-89660000.0,7233000.0,2164000.0,,18611966.0,,,,,-1000.0,,11869000.0,27812000.0,13072000.0,299000.0,58163000.0,,,14119000.0,18611966.0,103443000.0,-89660000.0,2002000.0,308028000.0,103443000.0,3836000.0,104774000.0,203254000.0,236098000.0,76929000.0,10821000.0,2189000.0,,-54395000.0
TYA.MI,2023-12-31,3M,EUR,35595000.0,22430000.0,-50661000.0,-5029000.0,2135000.0,3837000.0,30710000.0,26143000.0,26536000.0,26143000.0,30710000.0,105174000.0,123000.0,61716000.0,571000.0,57333000.0,57904000.0,126016000.0,8573000.0,,3735000.0,196955000.0,27459000.0,78132000.0,206032000.0,2135000.0,3340000.0,572000.0,3266000.0,43525000.0,46791000.0,3912000.0,21134000.0,27681000.0,1326000.0,74715000.0,27471000.0,-91781000.0,7480000.0,2193000.0,174000.0,18611966.0,-2000.0,-1000.0,,193220000.0,2000.0,,11775000.0,24865000.0,2950000.0,393000.0,58727000.0,995000.0,25463000.0,15850000.0,18611966.0,105174000.0,-91781000.0,8807000.0,303860000.0,148699000.0,104695000.0,106500000.0,197360000.0,242144000.0,71344000.0,11357000.0,1226000.0,,-64300000.0
TYA.MI,2024-03-31,3M,EUR,26977000.0,20053000.0,,,5518000.0,3744000.0,30710000.0,18458000.0,18853000.0,,30710000.0,104587000.0,,47956000.0,555000.0,,555000.0,114814000.0,8450000.0,,,196377000.0,,26933000.0,104587000.0,5518000.0,140000.0,572000.0,3189000.0,,3189000.0,712000.0,21491000.0,,1243000.0,,26933000.0,-91790000.0,7789000.0,2126000.0,,18611966.0,-1000.0,-1000.0,,,,1000.0,12340000.0,26933000.0,7182000.0,395000.0,48857000.0,,,15263000.0,18611966.0,104587000.0,-91790000.0,1869000.0,285912000.0,104587000.0,3744000.0,105830000.0,180082000.0,237957000.0,65268000.0,9540000.0,1223000.0,0.0,-66858000.0
