symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfBusiness,GainLossOnSaleOfPPE,InterestPaidCFF,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShortTermDebtIssuance,ShortTermDebtPayments,TaxesRefundPaid
BIE.MI,2019-06-30,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55000.0
BIE.MI,2019-12-31,12M,EUR,,,-137000.0,,,,,,,,288000.0,-1950000.0,,,,,,,,1259000.0,,-507000.0,-12000.0,,,288000.0,3072000.0,3072000.0,-563000.0,,-1662000.0,,,,,95000.0,,,,1000.0,,,,,,,-350000.0,-121000.0,-1000.0,-16000.0,-2202000.0,-1950000.0,,,96000.0,,,-1639000.0,
BIE.MI,2019-12-31,TTM,EUR,,,,,,,,,,,,-1950000.0,,,,,,,,,-1000.0,,-12000.0,,,,,,,-350000.0,,,,,,647000.0,,,,,,,,,,,-350000.0,,-1000.0,,,-1950000.0,,,648000.0,1000.0,,-10000.0,
BIE.MI,2020-12-31,12M,EUR,542000.0,191000.0,-29000.0,-50000.0,843000.0,191000.0,-3370000.0,2990000.0,196000.0,-50000.0,1883000.0,0.0,225000.0,147000.0,689000.0,141000.0,2260000.0,-2668000.0,,0.0,0.0,-629000.0,,17000.0,329000.0,1883000.0,234000.0,234000.0,-922000.0,0.0,1883000.0,165000.0,-2561000.0,-5307000.0,-29000.0,0.0,615000.0,-688000.0,292000.0,243000.0,115000.0,1303000.0,-2639000.0,,465000.0,907000.0,,-29000.0,0.0,,-922000.0,0.0,0.0,,0.0,115000.0,1303000.0,0.0,
BIE.MI,2021-12-31,12M,EUR,134000.0,141000.0,-64000.0,-113000.0,11000.0,1005000.0,-53000.0,-466000.0,135000.0,-113000.0,2657000.0,,0.0,77000.0,211000.0,28000.0,1937000.0,-2313000.0,,-18593000.0,-9000.0,-83000.0,,0.0,199000.0,2657000.0,199000.0,199000.0,-1388000.0,217000.0,2657000.0,-45000.0,18093000.0,15347000.0,0.0,,-746000.0,-1189000.0,109000.0,,-18000.0,443000.0,-2249000.0,,-7584000.0,206000.0,,0.0,,-64000.0,-1388000.0,,217000.0,,,46000.0,,,
BIE.MI,2022-12-31,12M,EUR,257000.0,28000.0,,-161000.0,171000.0,807000.0,131000.0,2998000.0,4317000.0,-161000.0,,-316000.0,21000.0,28000.0,285000.0,-133000.0,-5212000.0,3788000.0,159000.0,44000.0,0.0,-329000.0,,,1263000.0,,,,-3209000.0,0.0,-316000.0,59000.0,-5455000.0,-5187000.0,3000.0,,-6357000.0,-2837000.0,1145000.0,-1000.0,1261000.0,-3520000.0,3788000.0,,659000.0,3430000.0,,0.0,,0.0,-3209000.0,-316000.0,0.0,3000.0,,1261000.0,,,
BIE.MI,2023-12-31,12M,EUR,236000.0,-133000.0,-312000.0,201000.0,66000.0,15000.0,25000.0,7000.0,249000.0,202000.0,,,2000.0,3000.0,239000.0,69000.0,1709000.0,-1507000.0,,,0.0,,,,-312000.0,,,,,0.0,,2000.0,-3132000.0,-3839000.0,0.0,,-585000.0,-1616000.0,2294000.0,,-312000.0,1031000.0,-1195000.0,,466000.0,96000.0,,,,-312000.0,,,0.0,0.0,,0.0,,,
BIE.MI,2023-12-31,TTM,EUR,236000.0,-133000.0,-312000.0,201000.0,66000.0,15000.0,25000.0,7000.0,249000.0,202000.0,1757000.0,,2000.0,3000.0,239000.0,69000.0,1709000.0,-1507000.0,,0.0,0.0,,,,-312000.0,1757000.0,,,,0.0,1757000.0,2000.0,-3132000.0,-3839000.0,0.0,,-585000.0,-1616000.0,2294000.0,,-312000.0,1031000.0,-1195000.0,-1000.0,466000.0,96000.0,,0.0,,-312000.0,,,0.0,0.0,,0.0,,,
