symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentDeferredTaxesLiabilities,CurrentLiabilities,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
MNL.MI,2019-12-31,12M,EUR,,,9063125.0,,,,,,,,,,,,,,,,,105077.0,264928.0,,,2959446.0,909103.0,,,,,,,,,8624.0,10991664.0,,,,8624.0,,,,,,,300000.0,,,,1054113.0,,,,,,18510004.0,1.0,,1792401.0,,,,,,,,,,,,,,,,,,,,,87804.0,,149915.0,,
MNL.MI,2020-12-31,12M,EUR,6788986.0,6800202.0,8913210.0,,2413738.0,,22483769.0,10000000.0,4078887.0,4082720.0,4044177.0,34711.0,10000000.0,28903489.0,23742.0,29869122.0,3718190.0,4204347.0,7922537.0,273233.0,795148.0,17571877.0,13397466.0,2959446.0,816599.0,1248909.0,,42891814.0,3833.0,16434588.0,43247840.0,,2413738.0,8624.0,,18765579.0,10140004.0,28905583.0,8624.0,899019.0,3823074.0,-1746.0,10265464.0,42891814.0,27654580.0,300000.0,3670778.0,1268232.0,2254651.0,2339613.0,5236300.0,594872.0,2156546.0,,3167327.0,16434588.0,,293256.0,1749351.0,42891814.0,1266450.0,3833.0,7295731.0,27493.0,10998874.0,2203903.0,-7805982.0,5254375.0,28903489.0,27654580.0,1956740.0,80094361.0,39043493.0,36828120.0,28901743.0,51192618.0,50225239.0,33620741.0,506745.0,87804.0,18075.0,149915.0,805726.0,12297245.0
MNL.MI,2021-12-31,12M,EUR,7289430.0,7636463.0,8913210.0,-1618180.0,753427.0,871821.0,20825308.0,10000000.0,4560070.0,4560070.0,4492979.0,67090.0,10000000.0,26611733.0,64404.0,30669378.0,4545068.0,5504377.0,10049445.0,575648.0,,20199865.0,12140895.0,3969582.0,643141.0,946590.0,9254642.0,38513318.0,19436.0,15205205.0,40123725.0,,753427.0,8624.0,11635620.0,16280240.0,8007615.0,24287855.0,8624.0,710425.0,2646689.0,-2362.0,8951922.0,38513318.0,25665143.0,214541.0,4825213.0,1117930.0,2563553.0,,5236300.0,1266056.0,2428685.0,,946590.0,15275320.0,,218927.0,1913597.0,23294784.0,380402.0,,7718536.0,104498.0,0.0,1887649.0,-2110890.0,5254375.0,26611733.0,25665143.0,1497248.0,75707926.0,34619348.0,34337300.0,26609371.0,49098555.0,45038548.0,28898690.0,429106.0,93304.0,18075.0,149915.0,1176661.0,10469513.0
MNL.MI,2022-12-31,12M,EUR,8291096.0,7858954.0,,-1684815.0,837046.0,670509.0,20261996.0,10000000.0,3408163.0,3918172.0,3313629.0,94534.0,10000000.0,24017065.0,22650.0,29339133.0,4538402.0,6083387.0,10621789.0,,,21945311.0,10907143.0,4030573.0,390439.0,809347.0,9543769.0,36316897.0,290058.0,14538012.0,36235842.0,0.0,837046.0,,11312501.0,15723594.0,6135390.0,21858984.0,,728984.0,2243069.0,558.0,8810614.0,36316897.0,23207718.0,519000.0,4005806.0,304493.0,2309858.0,,5236300.0,1245169.0,2542405.0,199245.0,809347.0,14538012.0,,142976.0,1706315.0,36316897.0,579951.0,510009.0,8781117.0,100390.0,0.0,2816554.0,1210208.0,5254375.0,24017065.0,23207718.0,1778826.0,71308229.0,30152455.0,32480773.0,24017623.0,47290606.0,41969096.0,25345295.0,490021.0,,18075.0,,713926.0,7393822.0
MNL.MI,2023-12-31,12M,EUR,9430568.0,6530355.0,,-1894802.0,767022.0,536359.0,16262928.0,10000000.0,4401271.0,4401271.0,4331500.0,69771.0,10000000.0,17241452.0,0.0,29395037.0,4067377.0,10289475.0,14356852.0,,,26289957.0,12237090.0,,,470727.0,8425157.0,31028373.0,139381.0,15650837.0,34130390.0,,767022.0,,10998123.0,12195551.0,6599463.0,18795014.0,,752946.0,1819422.0,633.0,12487667.0,31028373.0,16770725.0,,4125372.0,276193.0,2324070.0,,5236300.0,885949.0,2025428.0,,470727.0,,,107302.0,,17674469.0,250625.0,,9907677.0,18971.0,0.0,2416116.0,-6706313.0,5254375.0,17241452.0,16770725.0,1517648.0,65787567.0,23840915.0,33151866.0,17242085.0,48545482.0,36391494.0,22255525.0,477109.0,,18075.0,,997631.0,3105080.0
