symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
PMT.MI,2019-12-31,12M,EUR,5923000.0,9854000.0,,,-3931000.0,407000.0,680000.0,82000.0,82000.0,76000.0,6000.0,680000.0,3270000.0,200000.0,19725000.0,6240000.0,6240000.0,,16121000.0,,0.0,,448000.0,449000.0,13785000.0,1630000.0,,9171000.0,11685000.0,407000.0,,,2175000.0,2175000.0,,,2000.0,,8333000.0,1630000.0,2821000.0,,,530000.0,16000000.0,1000.0,,1000.0,,125000.0,477000.0,180000.0,463000.0,7248000.0,143000.0,1248000.0,2121000.0,16000000.0,3270000.0,2821000.0,12000.0,22221000.0,5445000.0,8415000.0,3270000.0,18951000.0,2496000.0,2830000.0,848000.0,,,3604000.0
PMT.MI,2020-12-31,12M,EUR,16556379.0,21583063.0,-551188.0,4080000.0,,8643.0,800000.0,4017373.0,4017373.0,4013210.0,4163.0,800000.0,11764791.0,226000.0,38504030.0,2241004.0,2241004.0,154942.0,23740660.0,0.0,0.0,11242570.0,369979.0,1073214.0,21583063.0,1181971.0,0.0,11249568.0,18681306.0,8643.0,7743.0,54260.0,4675511.0,4675511.0,54260.0,921.0,34898.0,0.0,2899142.0,630783.0,10691577.0,353893.0,921.0,642544.0,16000000.0,,,703235.0,-1.0,,3907779.0,640162.0,864618.0,21392022.0,150000.0,280911.0,4294997.0,16000000.0,11764791.0,10691577.0,484466.0,41280319.0,16440302.0,6916515.0,11764791.0,29515528.0,2776457.0,5774868.0,927864.0,101999.0,6998.0,14763370.0
PMT.MI,2021-12-31,12M,EUR,14270208.0,12476322.0,-7592458.0,4211579.0,,1905067.0,803499.0,2878440.0,2878440.0,2813985.0,64455.0,803499.0,12315064.0,376000.0,38797006.0,10861095.0,10861095.0,511045.0,30095861.0,94.0,0.0,15793608.0,2016328.0,2652719.0,12476322.0,10144312.0,32691.0,15794072.0,27031366.0,1905067.0,,17567.0,3855207.0,3855207.0,17567.0,10000.0,400707.0,126698.0,11837862.0,2551854.0,9662345.0,256471.0,13524.0,1204801.0,16069989.0,,254669.0,636391.0,,,3022655.0,7664880.0,1911797.0,17710787.0,3048496.0,1702725.0,1360804.0,16069989.0,12315064.0,9662345.0,2144143.0,47621249.0,16170271.0,14716302.0,12441762.0,35179487.0,8824243.0,5083626.0,417924.0,,464.0,8701145.0
PMT.MI,2022-12-31,12M,EUR,18104417.0,25072000.0,-7951409.0,6791876.0,,2078250.0,848112.0,4314549.0,4314549.0,4304859.0,9690.0,848112.0,17264000.0,306000.0,56339661.0,15549211.0,15549211.0,521162.0,41281912.0,44140.0,0.0,19536563.0,4247504.0,5968000.0,27131853.0,9855929.0,0.0,20992000.0,40005258.0,3190000.0,,0.0,6344746.0,6344746.0,0.0,10000.0,404067.0,165000.0,17579408.0,1905000.0,11296000.0,,1336.0,1499000.0,16962242.0,,,1720214.0,3190000.0,,4944721.0,7812960.0,2590539.0,23763120.0,1455654.0,1332902.0,3186000.0,16962242.0,17264000.0,11296000.0,789341.0,67402391.0,17264000.0,21893957.0,18276798.0,49125593.0,11063000.0,7843681.0,713982.0,,0.0,15057749.0
