symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DividendsPayable,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,InvestmentsinSubsidiariesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
ASC.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,395943000.0,0.0,395943000.0,,,,,,,,,,,,19390000.0,,,,,13514000.0,,,797000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC.MI,2020-12-31,12M,EUR,66774000.0,8463000.0,-41641000.0,-692000.0,,943000.0,234412000.0,21902000.0,22700000.0,21889000.0,21903000.0,234412000.0,853903000.0,650000.0,150746000.0,380000.0,165747000.0,166127000.0,265571000.0,0.0,,49272000.0,626684000.0,8463000.0,75083000.0,0.0,14912000.0,1215649000.0,78925000.0,,,436805000.0,563000.0,195999000.0,196562000.0,515730000.0,2412000.0,4042000.0,0.0,339844000.0,33443000.0,227219000.0,26081000.0,,12984000.0,4770000.0,31475000.0,216644717.0,17725000.0,,577412000.0,5697000.0,78925000.0,1000.0,823000.0,21646000.0,26846000.0,96074000.0,798000.0,94779000.0,1495000.0,3196000.0,43545000.0,9215000.0,,234411575.0,853903000.0,227219000.0,5401000.0,1363106000.0,1049902000.0,362689000.0,853903000.0,509203000.0,1212359000.0,243632000.0,6359000.0,,17766858.0,55628000.0,-114825000.0
ASC.MI,2021-12-31,12M,EUR,34401000.0,5716000.0,-46565000.0,-698000.0,0.0,7737000.0,234412000.0,42538000.0,43446000.0,42518000.0,42538000.0,234412000.0,868544000.0,351000.0,105873000.0,960000.0,199631000.0,200591000.0,261343000.0,,,49272000.0,647279000.0,5716000.0,104577000.0,267000.0,8176000.0,1253844000.0,78925000.0,,,442434000.0,6777000.0,185669000.0,192446000.0,521359000.0,1474000.0,19680000.0,-39000.0,342762000.0,58012000.0,221265000.0,27400000.0,31565000.0,13228000.0,4491000.0,1394000.0,216709997.0,,-1000.0,598007000.0,1434000.0,78925000.0,428000.0,1667000.0,17411000.0,39183000.0,41728000.0,908000.0,56041000.0,1238000.0,4608000.0,45363000.0,6742000.0,45326000.0,234411575.0,868544000.0,221265000.0,1932000.0,1370554000.0,1054213000.0,393037000.0,868505000.0,502049000.0,1264683000.0,240706000.0,4229000.0,,17701578.0,55423000.0,-155470000.0
ASC.MI,2022-12-31,12M,EUR,180195000.0,11500000.0,-142533000.0,-2396000.0,16592000.0,8255000.0,234412000.0,76917000.0,77737000.0,76900000.0,76917000.0,234412000.0,866280000.0,24674000.0,266410000.0,887000.0,183285000.0,184172000.0,418199000.0,,,61346000.0,759743000.0,11500000.0,280965000.0,6661000.0,7336000.0,1322136000.0,78257000.0,,,358029000.0,7368000.0,272571000.0,279939000.0,436286000.0,996000.0,161419000.0,20123000.0,378939000.0,138432000.0,106537000.0,34470000.0,39252000.0,19608000.0,5011000.0,2457000.0,216709997.0,,-1000.0,698397000.0,4000.0,78257000.0,-1000.0,1598000.0,15287000.0,43580000.0,126318000.0,820000.0,199078000.0,1931000.0,562000.0,51292000.0,7332000.0,32664000.0,234411575.0,866280000.0,106537000.0,19704000.0,1647616000.0,1138851000.0,464111000.0,886403000.0,761213000.0,1381206000.0,343014000.0,3596000.0,1392000.0,17701578.0,55423000.0,-151789000.0
ASC.MI,2023-12-31,12M,EUR,73026000.0,13506000.0,-151811000.0,-597000.0,385000.0,9010000.0,234412000.0,52083000.0,53826000.0,52067000.0,52083000.0,234412000.0,844753000.0,41719000.0,185537000.0,1562000.0,148350000.0,149912000.0,246094000.0,,,61727000.0,766354000.0,13506000.0,308286000.0,4821000.0,8276000.0,1283514000.0,97257000.0,,,,7448000.0,290411000.0,297859000.0,308331000.0,2020000.0,161926000.0,9529000.0,386678000.0,156475000.0,78399000.0,36108000.0,39301000.0,17618000.0,4751000.0,1060000.0,216709997.0,,-1000.0,704627000.0,,97257000.0,-1000.0,1908000.0,13219000.0,46505000.0,63533000.0,1743000.0,88204000.0,1698000.0,1822000.0,58136000.0,8276000.0,36176000.0,234411575.0,844753000.0,78399000.0,39368000.0,1461984000.0,1135164000.0,447771000.0,854282000.0,607702000.0,1276446000.0,361608000.0,1959000.0,1344000.0,17701578.0,55423000.0,-60557000.0
