symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfBusiness,GainLossOnSaleOfPPE,InterestPaidCFO,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE,ShortTermDebtPayments,TaxesRefundPaid
ASC.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7297000.0,,,,-629489000.0,,,,,616214000.0,867000.0,35000.0,-35370000.0,
ASC.MI,2020-03-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8025000.0,,,,,,,,,,,,,,,,-656219000.0,,,,,,,,,
ASC.MI,2020-12-31,12M,EUR,30148000.0,21902000.0,-52862000.0,-34663000.0,20636000.0,6737000.0,27058000.0,-209000.0,-8593000.0,7249000.0,32242000.0,20636000.0,-34663000.0,9937000.0,2361000.0,32509000.0,20862000.0,42538000.0,-17168000.0,29875000.0,-16769000.0,0.0,,-1653000.0,-44933000.0,312181000.0,312181000.0,-294747000.0,-12933000.0,39000.0,-18310000.0,58701000.0,59397000.0,-51469000.0,,17434000.0,17434000.0,22000.0,1000.0,-1393000.0,-29840000.0,82737000.0,-1000.0,426000.0,-195000.0,-1947000.0,-12933000.0,-51469000.0,,-1393000.0,-294747000.0,0.0,0.0,0.0,-29840000.0,-12607000.0
ASC.MI,2021-12-31,12M,EUR,30148000.0,21902000.0,-52862000.0,-34663000.0,20636000.0,6737000.0,27058000.0,-209000.0,-8593000.0,7249000.0,32242000.0,20636000.0,-34663000.0,9937000.0,2361000.0,32509000.0,20862000.0,42538000.0,-17168000.0,29875000.0,-13279000.0,0.0,,-1653000.0,-44933000.0,312181000.0,312181000.0,-239700000.0,-12933000.0,39000.0,,45326000.0,59397000.0,-51469000.0,,17434000.0,72481000.0,22000.0,,-1393000.0,-55047000.0,82737000.0,,431000.0,-279000.0,-1863000.0,-68598000.0,-51469000.0,,-1393000.0,-239700000.0,,,,,-12607000.0
ASC.MI,2022-12-31,12M,EUR,36758000.0,42539000.0,-86901000.0,-35757000.0,34378000.0,1103000.0,-90335000.0,-11970000.0,143950000.0,10215000.0,52963000.0,34378000.0,-35757000.0,6999000.0,9217000.0,45975000.0,25459000.0,76917000.0,19143000.0,11619000.0,-462000.0,-9210000.0,0.0,-5353000.0,-83285000.0,681851000.0,681851000.0,-523120000.0,0.0,0.0,,32664000.0,35104000.0,-61720000.0,-21843000.0,32442000.0,158731000.0,22458000.0,,-25181000.0,-126289000.0,98520000.0,,-489000.0,-722000.0,-6832000.0,,-61720000.0,-21843000.0,-25181000.0,-523120000.0,0.0,0.0,0.0,,-12926000.0
ASC.MI,2023-12-31,12M,EUR,38689000.0,76917000.0,-87577000.0,-28172000.0,-24834000.0,-940000.0,54195000.0,1090000.0,-107169000.0,-13583000.0,-66407000.0,-24834000.0,-28172000.0,5005000.0,9543000.0,48232000.0,23225000.0,52083000.0,-80022000.0,-81449000.0,10208000.0,-11754000.0,-2144000.0,-10825000.0,49060000.0,784522000.0,784522000.0,-794000000.0,158354000.0,0.0,,36176000.0,18472000.0,-52380000.0,-54418000.0,-17096000.0,-9478000.0,-34423000.0,,-25721000.0,-7618000.0,6128000.0,,12445000.0,-185000.0,4202000.0,,-61792000.0,-54418000.0,-25785000.0,-794000000.0,158354000.0,9412000.0,64000.0,,-1484000.0
ASC.MI,2024-06-30,TTM,EUR,44784000.0,14739000.0,-85572000.0,-30339000.0,12486000.0,1351000.0,12868000.0,9619000.0,768000.0,-27754000.0,-3148000.0,12486000.0,-30339000.0,8689000.0,11110000.0,49799000.0,12430000.0,27225000.0,-116397000.0,-2370000.0,2630000.0,-10862000.0,1010000.0,-11855000.0,45681000.0,561222000.0,561222000.0,-627178000.0,156197000.0,15000.0,,41950000.0,36284000.0,-64811000.0,-37498000.0,-82708000.0,-65956000.0,-3924000.0,,-20761000.0,-16752000.0,83202000.0,,14987000.0,-972000.0,2289000.0,,-64811000.0,-17704000.0,-20761000.0,-627178000.0,156197000.0,0.0,0.0,,
