asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AssetsHeldForSaleCurrent,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfBusiness,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
2022-12-31,3M,EUR,,,,,,10122000.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,183000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,358029000.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,78257000.0,,,,,,,,,,,,1931000.0,,,,,,,,,,,,,32664000.0,,,,,,,,,,,,-7646000.0,,,,,,,,,,,,,,,,,,
2023-03-31,3M,EUR,167376000.0,5490000.0,-170717000.0,-2347000.0,9452000.0,,3672000.0,215592593.0,0.027,76917000.0,-13588000.0,8338000.0,234412000.0,63007000.0,63819000.0,,62987000.0,20000.0,-13910000.0,-7098000.0,4584000.0,18151000.0,-13518000.0,-4118000.0,-1999000.0,-13910000.0,234412000.0,,855130000.0,27027000.0,12730000.0,250751000.0,997000.0,243260000.0,244257000.0,453707000.0,702000.0,11723000.0,11723000.0,11723000.0,2271000.0,215592593.0,0.027,5821000.0,,8394000.0,20117000.0,63007000.0,962822592.0,8886000.0,-4366000.0,5214000.0,,0.0,75335000.0,776301000.0,7837000.0,319796000.0,27989000.0,7056000.0,2103000.0,2103000.0,47000.0,47000.0,-2886000.0,-213000.0,15299000.0,1346800000.0,-32018000.0,78257000.0,,348383000.0,132700000.0,7341000.0,248410000.0,255751000.0,132700000.0,-79000000.0,426640000.0,1071000.0,183639000.0,576448592.0,19028000.0,188000.0,-32775000.0,,428663000.0,5821000.0,5821000.0,5589000.0,44000.0,5821000.0,5777000.0,-4868000.0,5633000.0,1824000.0,-2653000.0,,38133000.0,53700000.0,-2653000.0,-29247000.0,,149079000.0,-1067000.0,-15567000.0,78829000.0,35166000.0,40134000.0,22563000.0,5441000.0,2460000.0,20452000.0,5981685.0,9222000.0,19275000.0,8714000.0,40719000.0,216709997.0,,-1000.0,700966000.0,6065000.0,78257000.0,365000.0,432000.0,1576000.0,6711000.0,21343000.0,56334000.0,112211000.0,812000.0,0.0,194250000.0,130000.0,1391000.0,1647000.0,6291000.0,52796000.0,455000.0,-11714000.0,,-1874000.0,9447000.0,12730000.0,11723000.0,-79000000.0,335000.0,,,13538000.0,807000.0,234411575.0,-335000.0,855130000.0,78829000.0,-130315.0,702000.0,0.389,41557000.0,0.0,1650825000.0,1103540000.0,500008000.0,874158000.0,32005000.0,776667000.0,1400074000.0,322960000.0,8378000.0,597000.0,40719000.0,5531000.0,-335000.0,-335000.0,1392000.0,17701578.0,55423000.0,-202956000.0
2023-06-30,3M,EUR,66939000.0,7212000.0,-147088000.0,-2360000.0,9451000.0,,30432000.0,,,63007000.0,-20944000.0,7922000.0,234412000.0,14739000.0,15553000.0,,14723000.0,16000.0,-48268000.0,4326000.0,41353000.0,-18930000.0,-99738000.0,4036000.0,-68953000.0,-48268000.0,234412000.0,,828104000.0,33540000.0,13108000.0,181606000.0,698000.0,282481000.0,283179000.0,382232000.0,1607000.0,-7195000.0,11708000.0,11708000.0,2257000.0,,,6250000.0,,11764000.0,23472000.0,14739000.0,946541042.0,-12610000.0,-71906000.0,-1114000.0,,,61346000.0,754844000.0,9572000.0,290204000.0,30069000.0,6501000.0,2274000.0,2274000.0,1480000.0,1480000.0,-3296000.0,,10109000.0,1340398000.0,15304000.0,78257000.0,,329266000.0,254600000.0,7224000.0,229813000.0,237037000.0,254600000.0,-214600000.0,407523000.0,1153000.0,161414000.0,510352042.0,22465000.0,-1646000.0,34937000.0,,497555000.0,6250000.0,6250000.0,7884000.0,12000.0,6250000.0,6238000.0,3926000.0,7896000.0,-17625000.0,-1086000.0,,18304000.0,40000000.0,-1086000.0,-1852000.0,,143116000.0,-8188000.0,-21696000.0,73260000.0,35264000.0,39485000.0,19278000.0,5050000.0,1624000.0,23472000.0,6238000.0,-50962000.0,23242000.0,6827000.0,43177000.0,216709997.0,,2000.0,693498000.0,448000.0,78257000.0,6374000.0,427000.0,1668000.0,6334000.0,18985000.0,44129000.0,58706000.0,814000.0,0.0,90727000.0,-91000.0,1283000.0,1622000.0,9490000.0,51121000.0,2085000.0,-13499000.0,,-7445000.0,9661000.0,13108000.0,11708000.0,-214600000.0,,12071000.0,,-4126000.0,-743000.0,234411575.0,,828104000.0,73260000.0,0.0,1607000.0,0.169336,51471000.0,,1533643000.0,1057917000.0,520216000.0,850569000.0,36350000.0,683074000.0,1352036000.0,300842000.0,6120000.0,292000.0,43177000.0,4803000.0,,,1392000.0,17701578.0,55423000.0,-200626000.0
2023-09-30,3M,EUR,67753000.0,13497000.0,-149487000.0,-2310000.0,9708000.0,9708000.0,30011000.0,,,14739000.0,-19007000.0,7617000.0,234412000.0,19349000.0,20312000.0,0.0,19328000.0,21000.0,4610000.0,-3083000.0,-13459000.0,-1776000.0,844000.0,-3988000.0,-21462000.0,4609000.0,234412000.0,0.0,827554000.0,39936000.0,12236000.0,201685000.0,569000.0,302876000.0,303445000.0,402165000.0,66000.0,2296000.0,12004000.0,12004000.0,2296000.0,,,810000.0,0.0,4915000.0,16919000.0,19349000.0,934615634.0,31040000.0,-25687000.0,966000.0,,892000.0,61727000.0,759035000.0,15807000.0,296773000.0,29021000.0,5110000.0,3943000.0,3943000.0,59000.0,59000.0,-3361000.0,,13191000.0,1369544000.0,-19751000.0,78257000.0,328769000.0,,198222000.0,7048000.0,239114000.0,246162000.0,198222000.0,-154700000.0,407026000.0,1287000.0,161414000.0,429952634.0,22500000.0,-96000.0,21036000.0,,522641000.0,810000.0,810000.0,905000.0,0.0,810000.0,810000.0,-568000.0,906000.0,-22332000.0,-4484000.0,-21133000.0,29982000.0,43522000.0,-4484000.0,1058000.0,-647000.0,147286000.0,3325000.0,-13540000.0,68519000.0,35479000.0,39929000.0,18513000.0,4926000.0,1589000.0,16919000.0,810000.0,-6680000.0,24390000.0,4631000.0,41257000.0,216709997.0,,1000.0,697308000.0,447000.0,78257000.0,2832000.0,426000.0,2001000.0,6824000.0,19411000.0,44302000.0,69464000.0,963000.0,0.0,90544000.0,-123000.0,1406000.0,4612000.0,972000.0,51121000.0,1058000.0,-12920000.0,-1339000.0,-6087000.0,12744000.0,12236000.0,12004000.0,-154700000.0,,12881000.0,21036000.0,,9412000.0,234411575.0,,827554000.0,68519000.0,0.0,66000.0,0.067901,45488000.0,-92000.0,1561979000.0,1066668000.0,549607000.0,850054000.0,36626000.0,711925000.0,1360293000.0,309760000.0,5340000.0,600000.0,41257000.0,3380000.0,,,1392000.0,17701578.0,55423000.0,-200480000.0
2023-12-31,3M,EUR,73026000.0,12909000.0,-151811000.0,-597000.0,10078000.0,10078000.0,385000.0,,,19349000.0,-34038000.0,9010000.0,234412000.0,52083000.0,53826000.0,0.0,52067000.0,16000.0,32734000.0,4915000.0,21717000.0,3645000.0,5243000.0,-9513000.0,26007000.0,32735000.0,234412000.0,0.0,844753000.0,41719000.0,14666000.0,185537000.0,1562000.0,148350000.0,149912000.0,246094000.0,2630000.0,2719000.0,12797000.0,12797000.0,2719000.0,,,23295000.0,0.0,27665000.0,40462000.0,52083000.0,1016892493.0,-107338000.0,20510000.0,5142000.0,-10862000.0,1010000.0,61727000.0,766354000.0,13506000.0,308286000.0,40975000.0,4821000.0,2792000.0,2792000.0,206000.0,206000.0,-1282000.0,,8276000.0,1283514000.0,85525000.0,97257000.0,,,199000000.0,7448000.0,290411000.0,297859000.0,199000000.0,-345700000.0,308331000.0,2020000.0,161926000.0,487597493.0,9529000.0,1053000.0,135156000.0,,386678000.0,23295000.0,23295000.0,22243000.0,0.0,23295000.0,23295000.0,19982000.0,22242000.0,-14247000.0,-3936000.0,-16365000.0,-103515000.0,-146700000.0,-3936000.0,-4382000.0,,156475000.0,-19791000.0,43185000.0,78399000.0,36108000.0,39301000.0,17618000.0,4751000.0,1060000.0,40462000.0,23295000.0,54548000.0,13307000.0,27668000.0,55641000.0,216709997.0,,-1000.0,704627000.0,,97257000.0,2874000.0,-1000.0,1908000.0,10015000.0,13219000.0,46505000.0,64130000.0,1743000.0,0.0,88204000.0,-101000.0,1698000.0,1822000.0,24873000.0,58136000.0,604000.0,-23659000.0,-16365000.0,-10379000.0,8276000.0,14666000.0,12797000.0,-345700000.0,,36176000.0,135156000.0,,-9412000.0,234411575.0,,844753000.0,78399000.0,0.0,2630000.0,0.105737,39368000.0,-1392000.0,1461984000.0,1135164000.0,447771000.0,854282000.0,27973000.0,607702000.0,1276446000.0,361608000.0,26152000.0,1350000.0,55641000.0,1959000.0,,,1344000.0,17701578.0,55423000.0,-60557000.0
2024-03-31,3M,EUR,19258000.0,58523000.0,-154493000.0,-593000.0,9742000.0,,0.0,218200000.0,0.03,52083000.0,-15155000.0,8685000.0,234412000.0,16851000.0,18327000.0,,16835000.0,17000.0,-35231000.0,-8252000.0,12353000.0,32193000.0,-5669000.0,-57940000.0,-27315000.0,-35231000.0,234412000.0,,851668000.0,10111000.0,12718000.0,202907000.0,1384000.0,166532000.0,167916000.0,292062000.0,2495000.0,12450000.0,12450000.0,12450000.0,2708000.0,218200000.0,0.03,6546000.0,,13101000.0,25551000.0,16851000.0,906464142.0,-12774000.0,-22457000.0,-377000.0,,0.0,61727000.0,769916000.0,59116000.0,309161000.0,34724000.0,4069000.0,3914000.0,3914000.0,175000.0,175000.0,-4333000.0,,16529000.0,1277827000.0,-15155000.0,97257000.0,,214584000.0,51000000.0,7301000.0,259627000.0,266928000.0,51000000.0,-37778000.0,311841000.0,2002000.0,194198000.0,512519142.0,9639000.0,-146000.0,0.0,,409308000.0,6546000.0,6546000.0,6692000.0,0.0,6546000.0,6546000.0,6915000.0,6692000.0,-14283000.0,-4467000.0,,-12899000.0,13222000.0,-4467000.0,125000.0,,154668000.0,-872000.0,-26121000.0,81752000.0,37478000.0,39422000.0,17354000.0,4630000.0,1055000.0,25895000.0,6796576.684445,-7302000.0,23503000.0,11221000.0,47442000.0,216709997.0,-1000.0,-1000.0,708189000.0,7846000.0,,4633000.0,426000.0,2184000.0,6368000.0,46453000.0,46714000.0,76103000.0,1476000.0,0.0,70092000.0,-121000.0,,1586000.0,9187000.0,58138000.0,379000.0,-14283000.0,,-872000.0,8683000.0,12718000.0,12450000.0,-37778000.0,344000.0,,,0.0,0.0,234411575.0,-344000.0,851668000.0,81752000.0,-93423.315555,2495000.0,0.271579,27770000.0,0.0,1485289000.0,1111295000.0,434844000.0,861307000.0,36221000.0,623982000.0,1282380000.0,331920000.0,10875000.0,728000.0,47442000.0,4381000.0,-344000.0,-344000.0,1344000.0,17701578.0,55423000.0,-89155000.0
