asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GeneralAndAdministrativeExpense,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,ResearchAndDevelopment,RetainedEarnings,SaleOfIntangibles,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3221000.0,,,,,,,,,,,,,1230000.0,,,,,,,,,26000.0,26000.0,,26000.0,,,,,,,,9000000.0,,,,,9000000.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,-2776000.0,,4035000.0,,,,,,,,,,,,2558000.0,-2000.0,,,-1000.0,,,,,,,-1918000.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,34240000.0,14616000.0,-48618000.0,12000000.0,-599000.0,256000.0,,232000.0,21750000.0,0.286667,5755000.0,36114000.0,-12208000.0,8399000.0,21750000.0,17943000.0,17943000.0,,17942000.0,1000.0,12188000.0,8012000.0,-1260000.0,-511000.0,11161000.0,-2933000.0,13265000.0,12188000.0,21750000.0,40220000.0,0.0,10213000.0,80427000.0,62485000.0,836000.0,2496000.0,3332000.0,57617000.0,3941000.0,3941000.0,3941000.0,3685000.0,21750000.0,0.286667,6235000.0,9801000.0,13742000.0,17943000.0,,,-1858000.0,2200000.0,15530000.0,2368000.0,4377000.0,15215000.0,102160000.0,41805000.0,1991000.0,1991000.0,28000.0,28000.0,-1320000.0,0.0,25308000.0,53568000.0,-13692000.0,232000.0,43000.0,0.0,0.0,7000000.0,3029000.0,7563000.0,10852000.0,18415000.0,7000000.0,-6330000.0,43000.0,2639000.0,40516000.0,,0.0,0.0,6235000.0,6235000.0,6235000.0,6235000.0,6235000.0,7810000.0,6235000.0,-378000.0,-2214000.0,0.0,-1858000.0,670000.0,-2214000.0,,-148000.0,53542000.0,-11823000.0,-2528000.0,35843000.0,2765000.0,1840000.0,817000.0,1063000.0,10439000.0,3598097.951344,27738000.0,37074000.0,4731000.0,122232000.0,53000000.0,270000.0,109000.0,1119000.0,4377000.0,2023000.0,1000.0,1404000.0,1990000.0,10712000.0,7853000.0,12288000.0,1817000.0,-4126000.0,0.0,43992000.0,723000.0,,2480000.0,7810000.0,0.0,1933000.0,0.0,-378000.0,0.0,-11830000.0,211000.0,80427000.0,3941000.0,-6330000.0,620000.0,6235000.0,0.0,7000.0,861000.0,3229000.0,53000000.0,3303000.0,40220000.0,35843000.0,666097.951344,1575000.0,0.201665,212000.0,-637000.0,122952000.0,51072000.0,21747000.0,40220000.0,117501000.0,82732000.0,60467000.0,25115000.0,9773000.0,223000.0,122232000.0,1899000.0,3303000.0,3303000.0,22897000.0,4868000.0,823000.0
2021-12-31,12M,EUR,57146000.0,10236000.0,-54032000.0,45431000.0,-831000.0,346000.0,4199000.0,364000.0,53000000.0,0.31,17943000.0,52480000.0,-23770000.0,8226000.0,26500000.0,85615000.0,85615000.0,-6235000.0,85614000.0,1000.0,67672000.0,-9778000.0,-8023000.0,8268000.0,21649000.0,4084000.0,14192000.0,67671000.0,26500000.0,92888000.0,46601000.0,8409000.0,117995000.0,151159000.0,711000.0,10736000.0,11447000.0,105318000.0,4199000.0,4199000.0,5344000.0,4998000.0,53000000.0,0.31,16322000.0,21428000.0,26772000.0,85615000.0,,,57182000.0,0.0,12984000.0,4463000.0,4417000.0,11067000.0,129265000.0,68059000.0,3275000.0,3275000.0,187000.0,187000.0,-3088000.0,,42586000.0,127487000.0,-26265000.0,364000.0,43000.0,0.0,46601000.0,27000000.0,3029000.0,7515000.0,23863000.0,31378000.0,27000000.0,-7730000.0,43000.0,3066000.0,51341000.0,,0.0,46601000.0,16322000.0,16322000.0,16322000.0,16322000.0,16322000.0,18153000.0,16322000.0,-346000.0,-3472000.0,0.0,18843000.0,19270000.0,-3472000.0,,880000.0,75233000.0,-23388000.0,-427000.0,88471000.0,,1178000.0,760000.0,55000.0,27175000.0,16684351.457059,36754000.0,51480000.0,16579000.0,186054000.0,53000000.0,1000.0,91000.0,588000.0,4417000.0,3118000.0,,487000.0,5448000.0,16169000.0,15951000.0,14006000.0,8694000.0,-3767000.0,0.0,76731000.0,957000.0,2941000.0,2775000.0,18153000.0,0.0,2069000.0,0.0,-346000.0,0.0,-23424000.0,276000.0,117995000.0,4199000.0,-7730000.0,1744000.0,16322000.0,,36000.0,731000.0,5194000.0,53000000.0,-403000.0,92888000.0,88471000.0,-40648.542941,1831000.0,0.100865,1162000.0,-1831000.0,235075000.0,116751000.0,42825000.0,92888000.0,169475000.0,142187000.0,83915000.0,36869000.0,21240000.0,197000.0,186054000.0,3634000.0,-403000.0,-403000.0,42310000.0,45841000.0,403000.0
2022-12-31,12M,EUR,78770000.0,21469000.0,-63383000.0,45431000.0,-1281000.0,494000.0,9889000.0,2950000.0,53000000.0,0.45,85615000.0,91355000.0,-19836000.0,10907000.0,26500000.0,81317000.0,81317000.0,-9716000.0,81316000.0,1000.0,-4297000.0,-7731000.0,7221000.0,19706000.0,21897000.0,-11533000.0,28588000.0,-4297000.0,26500000.0,109000000.0,,26028000.0,186090000.0,164560000.0,996000.0,14164000.0,15160000.0,151438000.0,,9889000.0,9889000.0,9395000.0,53000000.0,0.45,24046000.0,33643000.0,43532000.0,81317000.0,345208000.0,2950000.0,35127000.0,0.0,44532000.0,3894000.0,35715000.0,22750000.0,198599000.0,105420000.0,4228000.0,4228000.0,,,-3781000.0,,53041000.0,189451000.0,-103792000.0,2950000.0,43000.0,153000.0,,72500000.0,7104000.0,9911000.0,66287000.0,76198000.0,72500000.0,-27857000.0,195000.0,3431000.0,54746000.0,300510000.0,-80000000.0,,24046000.0,24046000.0,24047000.0,24046000.0,24046000.0,29415000.0,24047000.0,-483000.0,-4111000.0,-152000.0,44643000.0,44643000.0,-4111000.0,200000.0,-3804000.0,135216000.0,-19353000.0,,73285000.0,0.0,894000.0,1251000.0,165000.0,43982000.0,24413878.63335,64368000.0,79119000.0,26301000.0,291510000.0,53000000.0,-1000.0,112000.0,581000.0,35715000.0,3781000.0,,50000.0,7710000.0,33188000.0,31758000.0,19366000.0,294000.0,,0.0,118169000.0,1377000.0,,4449000.0,29415000.0,0.0,1353000.0,-80000000.0,-483000.0,-152000.0,-19353000.0,340000.0,186090000.0,9889000.0,-27857000.0,591000.0,24046000.0,,0.0,627000.0,4521000.0,53000000.0,-450000.0,109000000.0,73285000.0,-82121.36665,5368000.0,0.182492,3878000.0,-5368000.0,342262000.0,175287000.0,91358000.0,109000000.0,265209000.0,233262000.0,177702000.0,81824000.0,33232000.0,-117000.0,291510000.0,7641000.0,-450000.0,-450000.0,52701000.0,13122000.0,450000.0
2023-12-31,12M,EUR,90568000.0,24007000.0,-72592000.0,45399000.0,-1640000.0,578000.0,11519000.0,,53000000.0,0.696434,81317000.0,98765000.0,-2746000.0,7945000.0,26500000.0,76413000.0,76413000.0,-14415000.0,76412000.0,1000.0,-4904000.0,-25163000.0,-5122000.0,,8367000.0,-1363000.0,-24597000.0,-4904000.0,26500000.0,131302000.0,,4710000.0,212920000.0,210437000.0,485000.0,11999000.0,12484000.0,178822000.0,,11519000.0,11518000.0,10940000.0,53000000.0,0.696434,36911000.0,51687000.0,63206000.0,76413000.0,452637000.0,1286000.0,-31273000.0,,22621000.0,6910000.0,35625000.0,25647000.0,199127000.0,132985000.0,6445000.0,6445000.0,,,-5528000.0,,99965000.0,197892000.0,1002000.0,,43000.0,0.0,,,10940000.0,7460000.0,54591000.0,62051000.0,,-16858000.0,43000.0,4335000.0,64309000.0,436190000.0,0.0,,36911000.0,36911000.0,36911000.0,36911000.0,36911000.0,45242000.0,36911000.0,-489000.0,-5714000.0,,-16858000.0,-16858000.0,-5714000.0,,1620000.0,126535000.0,-2257000.0,,95677000.0,3035000.0,0.0,959000.0,430000.0,63706000.0,37318928.473542,25367000.0,93035000.0,39950000.0,345905000.0,53000000.0,,,,35625000.0,5528000.0,-2000.0,-80000.0,11507000.0,30322000.0,22701000.0,20403000.0,194000.0,,0.0,127538000.0,1377000.0,,6956000.0,45242000.0,0.0,1826000.0,0.0,-489000.0,,-2257000.0,3261000.0,212920000.0,11519000.0,-16858000.0,446000.0,36911000.0,,0.0,3884000.0,10794000.0,53000000.0,-500000.0,131302000.0,95677000.0,-92071.526458,8331000.0,0.184143,2902000.0,-8331000.0,377389000.0,185893000.0,74535000.0,131302000.0,305955000.0,246087000.0,166952000.0,67265000.0,50769000.0,-731000.0,345905000.0,14269000.0,-500000.0,-500000.0,96704000.0,31615000.0,500000.0
