symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinancialAssets,FinishedGoods,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkInProcess,WorkingCapital
TISG.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,1230000.0,,,,,,,,,,,,,,,,,,4035000.0,,,,,2558000.0,-2000.0,,-1000.0,,,,,,,,,,,,,,,,,,,,,,,,
TISG.MI,2020-12-31,12M,EUR,34240000.0,14616000.0,-48618000.0,12000000.0,-599000.0,232000.0,36114000.0,8399000.0,21750000.0,17943000.0,17943000.0,17942000.0,1000.0,21750000.0,40220000.0,10213000.0,62485000.0,836000.0,2496000.0,3332000.0,57617000.0,,2200000.0,4377000.0,15215000.0,102160000.0,25308000.0,53568000.0,232000.0,43000.0,0.0,3029000.0,7563000.0,10852000.0,18415000.0,43000.0,2639000.0,40516000.0,53542000.0,35843000.0,2765000.0,1840000.0,817000.0,1063000.0,53000000.0,109000.0,1119000.0,4377000.0,1000.0,1404000.0,7853000.0,12288000.0,1817000.0,43992000.0,,2480000.0,0.0,211000.0,6235000.0,53000000.0,40220000.0,35843000.0,212000.0,122952000.0,51072000.0,21747000.0,40220000.0,82732000.0,60467000.0,25115000.0,1899000.0,22897000.0,4868000.0
TISG.MI,2021-12-31,12M,EUR,57146000.0,10236000.0,-54032000.0,45431000.0,-831000.0,364000.0,52480000.0,8226000.0,26500000.0,85615000.0,85615000.0,85614000.0,1000.0,26500000.0,92888000.0,8409000.0,151159000.0,711000.0,10736000.0,11447000.0,105318000.0,,0.0,4417000.0,11067000.0,129265000.0,42586000.0,127487000.0,364000.0,43000.0,0.0,3029000.0,7515000.0,23863000.0,31378000.0,43000.0,3066000.0,51341000.0,75233000.0,88471000.0,,1178000.0,760000.0,55000.0,53000000.0,91000.0,588000.0,4417000.0,,487000.0,15951000.0,14006000.0,8694000.0,76731000.0,2941000.0,2775000.0,0.0,276000.0,16322000.0,53000000.0,92888000.0,88471000.0,1162000.0,235075000.0,116751000.0,42825000.0,92888000.0,142187000.0,83915000.0,36869000.0,3634000.0,42310000.0,45841000.0
TISG.MI,2022-12-31,12M,EUR,78770000.0,21469000.0,-63383000.0,45431000.0,-1281000.0,2950000.0,91355000.0,10907000.0,26500000.0,81317000.0,81317000.0,81316000.0,1000.0,26500000.0,109000000.0,26028000.0,164560000.0,996000.0,14164000.0,15160000.0,151438000.0,2950000.0,0.0,35715000.0,22750000.0,198599000.0,53041000.0,189451000.0,2950000.0,43000.0,153000.0,7104000.0,9911000.0,66287000.0,76198000.0,195000.0,3431000.0,54746000.0,135216000.0,73285000.0,0.0,894000.0,1251000.0,165000.0,53000000.0,112000.0,581000.0,35715000.0,,50000.0,31758000.0,19366000.0,294000.0,118169000.0,,4449000.0,0.0,340000.0,24046000.0,53000000.0,109000000.0,73285000.0,3878000.0,342262000.0,175287000.0,91358000.0,109000000.0,233262000.0,177702000.0,81824000.0,7641000.0,52701000.0,13122000.0
TISG.MI,2023-12-31,12M,EUR,90568000.0,24007000.0,-72592000.0,45399000.0,-1640000.0,,98765000.0,7945000.0,26500000.0,76413000.0,76413000.0,76412000.0,1000.0,26500000.0,131302000.0,4710000.0,210437000.0,485000.0,11999000.0,12484000.0,178822000.0,1286000.0,,35625000.0,25647000.0,199127000.0,99965000.0,197892000.0,,43000.0,0.0,10940000.0,7460000.0,54591000.0,62051000.0,43000.0,4335000.0,64309000.0,126535000.0,95677000.0,3035000.0,0.0,959000.0,430000.0,53000000.0,,,35625000.0,-2000.0,-80000.0,22701000.0,20403000.0,194000.0,127538000.0,,6956000.0,0.0,3261000.0,36911000.0,53000000.0,131302000.0,95677000.0,2902000.0,377389000.0,185893000.0,74535000.0,131302000.0,246087000.0,166952000.0,67265000.0,14269000.0,96704000.0,31615000.0
