symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,CashFlowsfromusedinOperatingActivitiesDirect,ChangeInCashSupplementalAsReported,ChangesInCash,ClassesofCashPayments,ClassesofCashReceiptsfromOperatingActivities,CommonStockDividendPaid,DividendsReceivedCFI,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherCashPaymentsfromOperatingActivities,OtherCashReceiptsfromOperatingActivities,PaymentsonBehalfofEmployees,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE
MB.MI,2018-12-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,-114986000.0,,,,,,,,,,,,
MB.MI,2020-06-30,12M,EUR,738362000.0,-48774000.0,-406803000.0,2941331000.0,2481589000.0,2481589000.0,-4858238000.0,7799569000.0,-406803000.0,101357000.0,0.0,3219951000.0,-512331000.0,2892557000.0,52589000.0,0.0,-105528000.0,,-27126000.0,,-21642000.0,2941331000.0,,-3320049000.0,358783000.0,-469204000.0,0.0,-27126000.0,-21648000.0,0.0,0.0,6000.0
MB.MI,2020-06-30,TTM,EUR,,,,,,,,,,,0.0,,,,,0.0,-105528000.0,,,,,,,,,,0.0,,,0.0,,
MB.MI,2021-06-30,12M,EUR,3219951000.0,-54875000.0,-3694000.0,95444000.0,53487000.0,244375000.0,-7382695000.0,7478139000.0,-3694000.0,206954000.0,0.0,3273438000.0,-3694000.0,40569000.0,152625000.0,0.0,0.0,807576000.0,-28540000.0,,-25789000.0,95444000.0,-190888000.0,-6179304000.0,287565000.0,-484144000.0,0.0,-28540000.0,-26335000.0,0.0,0.0,546000.0
MB.MI,2022-06-30,12M,EUR,3273438000.0,-58620000.0,-579618000.0,5145669000.0,4588163000.0,4588163000.0,-6043929000.0,11189598000.0,-579618000.0,313833000.0,0.0,7861601000.0,-821049000.0,5087049000.0,263543000.0,0.0,-241431000.0,906977000.0,-25905000.0,,-24385000.0,5145669000.0,,-4951106000.0,404177000.0,-511278000.0,0.0,-32160000.0,-26460000.0,0.0,6255000.0,2075000.0
MB.MI,2023-06-30,12M,EUR,7861601000.0,-76198000.0,-633951000.0,-3160960000.0,-3624619000.0,-3624619000.0,-7960573000.0,4799613000.0,-633951000.0,243847000.0,0.0,4236982000.0,-633951000.0,-3237158000.0,170292000.0,-7154000.0,0.0,1026796000.0,-36352000.0,,-30049000.0,-3160960000.0,,-5791689000.0,396787000.0,-552436000.0,-7400000.0,-36447000.0,-39751000.0,246000.0,95000.0,9702000.0
MB.MI,2024-06-30,12M,EUR,,,,,,,,,,,,,,,,,,1026000000.0,,,,,,,,,,,,,,
MB.MI,2024-06-30,TTM,EUR,,,,,,,,,,,,,,,,,,1026000000.0,,,,,,,,,,,,,,
