symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DerivativeProductLiabilities,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkInProcess,WorkingCapital
GML.MI,2020-12-31,12M,EUR,7953000.0,8695000.0,,,-491000.0,90000.0,1230000.0,1230000.0,,1230000.0,90000.0,6322000.0,,21632000.0,5144000.0,5144000.0,85000.0,14310000.0,,703000.0,,73000.0,1191000.0,9186000.0,3382000.0,,9855000.0,16391000.0,,1000.0,33000.0,10000.0,2323000.0,4925000.0,4925000.0,44000.0,3000.0,748000.0,470000.0,8839000.0,3382000.0,5131000.0,,,220000.0,11058000.0,,1118000.0,1000.0,-1000.0,-2000.0,711000.0,311000.0,686000.0,,8947000.0,234000.0,2323000.0,425000.0,1649000.0,11058000.0,6322000.0,5131000.0,847000.0,26248000.0,11247000.0,10069000.0,6792000.0,19456000.0,4616000.0,5146000.0,283000.0,8726000.0,7322000.0
GML.MI,2021-12-31,12M,EUR,8663000.0,12429000.0,,,-241000.0,90000.0,721000.0,721000.0,,721000.0,90000.0,5718000.0,,27770000.0,7783000.0,7783000.0,84000.0,17996000.0,,599000.0,,36000.0,1662000.0,12670000.0,1592000.0,,12071000.0,20503000.0,,1000.0,0.0,0.0,91000.0,7002000.0,7002000.0,1000.0,23000.0,1259000.0,0.0,14064000.0,1592000.0,4056000.0,,,283000.0,11058000.0,,1626000.0,1000.0,-1000.0,2000.0,843000.0,242000.0,558000.0,,9828000.0,447000.0,91000.0,775000.0,2473000.0,11058000.0,5718000.0,4056000.0,1460000.0,31024000.0,12720000.0,14785000.0,5718000.0,25306000.0,3254000.0,7310000.0,322000.0,10696000.0,9774000.0
GML.MI,2022-12-31,12M,EUR,7476377.0,16377662.0,-1253223.0,3888900.0,,112350.0,1089573.0,1089573.0,1089064.0,509.0,112350.0,11716316.0,0.0,31852138.0,8677394.0,8677394.0,162996.0,16558143.0,1081.0,3712125.0,0.0,,3822425.0,,3269051.0,87247.0,10810548.0,28280975.0,679.0,679.0,0.0,0.0,24360.0,7887265.0,7887265.0,679.0,371284.0,2537428.0,,15475086.0,2015828.0,7893891.0,973370.0,3019.0,551876.0,11235000.0,20000.0,3822425.0,,,1.0,201045.0,707263.0,964410.0,87247.0,7860749.0,,24360.0,802697.0,2012447.0,11235000.0,11716316.0,7893891.0,2359702.0,37691070.0,19603581.0,16564659.0,11716316.0,25974754.0,5838932.0,9416611.0,183327.0,6295726.0,15293995.0
GML.MI,2023-12-31,12M,EUR,10248116.0,11943416.0,,3890340.0,,112358.0,1916840.0,1916840.0,1916204.0,636.0,112358.0,13455570.0,200000.0,42587796.0,15591401.0,15591401.0,113078.0,26700671.0,4581.0,10525649.0,0.0,,4801187.0,,6746539.0,38151.0,24281625.0,41064768.0,,679.0,0.0,115821.0,,12017797.0,12017797.0,116500.0,,5959545.0,,25692358.0,6746539.0,8654383.0,1048860.0,578.0,1023966.0,,4584.0,4801187.0,-1.0,,-1.0,225480.0,569593.0,1121801.0,,11104686.0,,17401.0,1271334.0,2040401.0,,13455570.0,8654383.0,3172885.0,54252022.0,25473367.0,27609198.0,13455570.0,40796452.0,11664226.0,14095781.0,631090.0,12484643.0,15887125.0
