asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancialAssets,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RetainedEarnings,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,-412169.0,,,,24391000.0,0.057391,,,,,,,,,,,,,,,,,,,,,,,381399.0,1284377.0,1665776.0,,,,,,,,,24391000.0,0.057391,,,,,,,,,,,,,,,,,,,,,,,,,,,105781.0,,,,,105781.0,,,,,,,729456.0,,,,,,,,,,,,,,,,,,-243874.0,,2873.0,,,,,,,,,,,,24391000.0,,203174.0,,,,,,,,,,,,,401939.0,,,,,,,,,,,,24391000.0,,,,,,,,,,,,,,,,,,5757.0,,,,,321338.0,,,
2020-12-31,12M,EUR,8570737.0,13994653.0,-884745.0,-507037.0,,,,0.139072,1686030.0,3601201.0,-10678259.0,3807079.0,2449350.0,11130583.0,11266334.0,,11130583.0,9444553.0,354063.0,2978768.0,4896241.0,-3048572.0,5180500.0,9444553.0,2449350.0,,21427182.0,2481150.0,10645834.0,28150480.0,472029.0,889662.0,1361691.0,260751.0,19183120.0,1392234.0,3731401.0,3731401.0,3731401.0,3731401.0,42218.0,,0.139072,3392106.0,4890266.0,8621667.0,11130583.0,38028895.0,,0.0,8647213.0,2047340.0,-4000.0,,711184.0,14501690.0,34270647.0,12120556.0,105925.0,105925.0,5880.0,5880.0,-108614.0,969982.0,26762400.0,-11928259.0,,,1250000.0,4200000.0,,3335050.0,4445556.0,7780606.0,4200000.0,-1280241.0,1250000.0,23420669.0,47318540.0,-1250000.0,5734080.0,,3392106.0,3392106.0,3392107.0,3392106.0,3392106.0,3392106.0,3392107.0,-1592678.0,-98129.0,,-1280269.0,-1280241.0,-98129.0,4266956.0,,33385902.0,-9085581.0,-28.0,20715998.0,841.0,12852176.0,257975.0,1840190.0,1042377.0,11715.0,8834743.0,3543177.295113,12725599.0,7022533.0,5098023.0,22766390.0,,,119619.0,1822885.0,711184.0,108615.0,,63261.0,1051902.0,163033.0,4767627.0,530528.0,135751.0,0.0,10330277.0,561374.0,0.0,4784341.0,0.0,72204.0,,969982.0,10645834.0,3731401.0,,-1280241.0,6744703.0,,-205067.0,21427182.0,20715998.0,-62004.704887,1392234.0,0.290998,989012.0,-1392234.0,64231971.0,25872738.0,9142297.0,21427182.0,17668367.0,42804789.0,36081491.0,23621669.0,,-1916.0,22766390.0,1596507.0,-213076.0,-213076.0,3127.0,,8967360.0,205067.0
2021-12-31,12M,EUR,15485762.0,18362633.0,-1355944.0,-700356.0,,1256240.0,24665686.0,0.318,11130583.0,4775116.0,-13905025.0,5388756.0,2464642.0,8269206.0,8464412.0,,8269206.0,-2861377.0,-1200607.0,-5806468.0,6915025.0,-4574862.0,-4666912.0,-2861378.0,2464642.0,,29032316.0,555546.0,18649723.0,32511602.0,681744.0,1714937.0,2396681.0,322638.0,27791528.0,977427.0,4987626.0,4987626.0,4987626.0,4987626.0,1598.0,24665686.0,0.318,7843688.0,8983774.0,13971400.0,8269206.0,136365450.0,,5890.0,2418614.0,-5279991.0,101267.0,,630715.0,18597990.0,43739715.0,17822487.0,162660.0,162660.0,12420.0,12420.0,-283400.0,2070589.0,29032316.0,-13905026.0,1256240.0,,1147074.0,5204.0,,4707012.0,4719445.0,9426457.0,5204.0,-406039.0,1147074.0,32357769.0,136918803.0,,-221608.0,,7843688.0,7843688.0,7843687.0,7843688.0,7843688.0,7843688.0,7843687.0,-3399985.0,-150240.0,,-400835.0,-400835.0,-150240.0,1459380.0,-1.0,42383771.0,-10505040.0,,28401601.0,,10526461.0,272479.0,9212.0,1068990.0,11715.0,14310387.0,8084978.9466,8625034.0,8511090.0,9311397.0,36472210.0,24534900.0,1.0,29838.0,7295408.0,630715.0,283400.0,,10884577.0,681536.0,494101.0,6051284.0,2037291.0,195206.0,0.0,18099438.0,620948.0,47300.0,8821114.0,0.0,526863.0,,2070589.0,18649723.0,4987626.0,,-406039.0,14418786.0,24646420.0,-320760.0,29032316.0,28401601.0,-97696.0534,977427.0,0.2882,1576677.0,-977427.0,78214678.0,29032316.0,11823138.0,29032316.0,27160813.0,49182362.0,45703075.0,21390834.0,,-13.0,36472210.0,2613676.0,-338987.0,-338987.0,296479.0,111520.0,4720074.0,320760.0
2022-12-31,12M,EUR,15717396.0,23221515.0,-1688207.0,-748697.0,480623.0,,25107530.0,2.96,8269207.0,3295799.0,-11166307.0,4795588.0,2538185.0,12516539.0,12650174.0,-246465.0,12516539.0,4247332.0,-2079937.0,535649.0,231633.0,-4956863.0,-6269518.0,4247332.0,2538185.0,-246465.0,36920609.0,0.0,30119383.0,44731344.0,624037.0,4394450.0,5018487.0,350235.0,35946626.0,3149733.0,5517051.0,5517051.0,5517051.0,5517051.0,0.0,25107530.0,2.96,7504220.0,10998454.0,16515505.0,12516539.0,122207319.0,,293201.0,10692722.0,-4371840.0,-261705.0,0.0,421178.0,23970212.0,48242563.0,21228993.0,344501.0,344501.0,17562.0,17562.0,-68632.0,4150526.0,54455662.0,-13239857.0,,3432000.0,3481548.0,12891000.0,0.0,4171551.0,13140603.0,17312154.0,12891000.0,-1788207.0,3481548.0,38239615.0,117001089.0,,433283.0,5018514.0,7504220.0,7504220.0,7504220.0,7504220.0,7504220.0,7504220.0,7504220.0,-1426847.0,-326939.0,-2073550.0,-1790329.0,-1788207.0,-326939.0,12889402.0,,48242563.0,-9739460.0,-2122.0,36499431.0,,10011040.0,262273.0,81009.0,1293739.0,2913132.0,16351639.0,7388799.318632,6794467.0,10408428.0,10820565.0,51348376.0,25107530.0,,30083.0,19589.0,421178.0,68632.0,4688000.0,1.0,859894.0,1811425.0,6707149.0,1361129.0,133635.0,0.0,21006349.0,630286.0,320131.0,10653953.0,0.0,398726.0,,4150526.0,30119383.0,5517051.0,377430.0,-1788207.0,21628804.0,25381850.0,-99203.0,36920609.0,36499431.0,48445.318632,3149733.0,0.29564,2616141.0,-3149733.0,101565178.0,50061212.0,22330641.0,36920609.0,40527811.0,64644569.0,56833835.0,28697943.0,10722585.0,-219.0,51348376.0,3477528.0,163866.0,163866.0,16956.0,274320.0,8784718.0,99203.0
2023-12-31,12M,EUR,23874569.0,20411086.0,,-371044.0,,,,,12516539.0,2841901.0,-17517711.0,3833193.0,10000000.0,12913285.0,13050530.0,-306126.0,12913285.0,396747.0,106812.0,-6005541.0,-2521186.0,9149064.0,729149.0,396747.0,10000000.0,-306126.0,64608729.0,19950.0,59295981.0,46922346.0,,,,2384553.0,94947308.0,2530001.0,10083459.0,10083459.0,10083459.0,10083459.0,1363583.0,,,6693127.0,12325472.0,22408931.0,12913286.0,169262274.0,7.55334,152768.0,50945376.0,1424586.0,,37525268.0,54888436.0,20782130.0,69646951.0,33974914.0,3102344.0,3102344.0,91785.0,91785.0,-3049457.0,3443714.0,66853729.0,-69490926.0,,,9359603.0,,10086180.0,3833193.0,2245000.0,6078193.0,,-4267778.0,9359603.0,48282107.0,119575887.0,-46723529.0,11831885.0,,6693127.0,6693127.0,6693127.0,6693127.0,6693127.0,6693127.0,6693127.0,-3562062.0,-3010559.0,-5997380.0,-2955717.0,-4267778.0,-3010559.0,42563583.0,747694.0,69646951.0,-13955649.0,1312061.0,9720293.0,,8754952.0,507727.0,5371030.0,2801470.0,74760.0,22470389.0,6737726.424313,18942297.0,21666941.0,12307973.0,93270895.0,30349210.0,,,324.0,17363168.0,3049457.0,,-1.0,1262115.0,3665180.0,8416813.0,4535315.0,137245.0,0.0,31486278.0,,1164049.0,9223128.0,0.0,582003.0,-46723529.0,3443714.0,59295981.0,10083459.0,528044.0,-4267778.0,21089760.0,30886610.0,-35388.0,64608729.0,9720293.0,-16858.575687,2530001.0,0.274311,1870712.0,-2530001.0,183925264.0,66853729.0,6078193.0,64608729.0,80962922.0,119316535.0,137002919.0,24369227.0,12272585.0,,93270895.0,3946529.0,-61458.0,-61458.0,,537400.0,-48024962.0,35388.0
