symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,DepreciationIncomeStatement,DerivativeProductLiabilities,EnterpriseValue,FinancialAssets,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
UD.MI,2022-12-31,3M,EUR,15717396.0,23221515.0,-1688207.0,,-748697.0,3295799.0,4795588.0,2538185.0,12516539.0,12650174.0,12516539.0,2538185.0,36920609.0,0.0,44731344.0,624037.0,4394450.0,5018487.0,350235.0,35946626.0,9655051.0,0.0,122207319.0,293201.0,0.0,421178.0,23970212.0,48242563.0,,4150526.0,54455662.0,,3432000.0,3481548.0,0.0,4171551.0,13140603.0,17312154.0,3481548.0,,38239615.0,117001089.0,5018514.0,48242563.0,36499431.0,10011040.0,262273.0,81009.0,1293739.0,2913132.0,17960760.0,25107530.0,30083.0,19589.0,421178.0,4688000.0,1.0,1811425.0,6707149.0,1361129.0,133635.0,21006349.0,630286.0,320131.0,0.0,4150526.0,21628804.0,25381850.0,36920609.0,36499431.0,2616141.0,101565178.0,50061212.0,22330641.0,36920609.0,64644569.0,56833835.0,28697943.0,17960760.0,3477528.0,16956.0,274320.0,,8784718.0
UD.MI,2023-06-30,3M,EUR,22895980.0,22225035.0,,29414176.0,-1011464.0,3069456.0,5105985.0,3088661.0,12283533.0,12418408.0,12283533.0,3088661.0,61734691.0,22356.0,45473699.0,964843.0,9746858.0,10711701.0,,48388337.0,,471770.0,,258425.0,51322428.0,53267936.0,23236499.0,62892982.0,-226182.0,4221768.0,118733501.0,0.0,8573376.0,,,4141142.0,47251952.0,51393094.0,8573376.0,18743.0,44362011.0,,44715277.0,62892982.0,8466755.0,9360738.0,662517.0,8016425.0,3197726.0,0.0,,30586970.0,32440.0,750646.0,1945508.0,,100053.0,,8610318.0,4027274.0,134875.0,25972754.0,,397409.0,6828841.0,4447950.0,24012180.0,30886610.0,61734691.0,8466755.0,2151365.0,182681577.0,108986643.0,62104795.0,61734691.0,120946886.0,137207878.0,72558549.0,,3076774.0,,299640.0,1403043.0,-2914638.0
UD.MI,2023-09-30,3M,EUR,,27447000.0,,,,,,,9902000.0,10100000.0,,,65749000.0,,45013000.0,,,,,44321000.0,-9647140.0,,180426753.0,,,,,,,7466000.0,,,9616000.0,,,,,,9616000.0,,,130740366.0,,117317000.0,65749000.0,,,,,,22848505.0,30475610.0,,33746000.0,,10125000.0,20635000.0,,,,198000.0,,,,,,,30886610.0,65749000.0,65749000.0,,182070000.0,65749000.0,,65749000.0,116321000.0,137058000.0,72000000.0,22848505.0,,,411000.0,,692000.0
UD.MI,2023-12-31,3M,EUR,23874569.0,20411086.0,,,-371044.0,2841901.0,3833193.0,10000000.0,12913285.0,13050530.0,12913285.0,10000000.0,64608729.0,19950.0,46922346.0,,,,2384553.0,94947308.0,16007459.0,1363583.0,169262274.0,152768.0,37525268.0,54888436.0,20782130.0,69646951.0,,3443714.0,66853729.0,,,9359603.0,10086180.0,3833193.0,2245000.0,6078193.0,9359603.0,,48282107.0,119575887.0,,69646951.0,9720293.0,8754952.0,507727.0,5371030.0,2801470.0,74760.0,28699895.0,30349210.0,,324.0,17363168.0,,-1.0,3665180.0,8416813.0,4535315.0,137245.0,31486278.0,,1164049.0,0.0,3443714.0,21089760.0,30886610.0,64608729.0,9720293.0,1870712.0,183925264.0,66853729.0,6078193.0,64608729.0,119316535.0,137002919.0,24369227.0,28699895.0,3946529.0,,537400.0,,-48024962.0
