symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
UD.MI,2019-12-31,12M,EUR,24391000.0,0.057391,,,,24391000.0,0.057391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5757.0,,,,
UD.MI,2020-12-31,12M,EUR,,0.139072,10645834.0,3731401.0,3731401.0,,0.139072,3392106.0,4890266.0,8621667.0,12120556.0,105925.0,105925.0,5880.0,5880.0,3392106.0,3392106.0,3392107.0,3392106.0,3392106.0,3392107.0,-98129.0,-98129.0,8834743.0,3543177.295113,7022533.0,5098023.0,22766390.0,1051902.0,0.0,4784341.0,10645834.0,3731401.0,,-205067.0,-62004.704887,1392234.0,0.290998,17668367.0,,-1916.0,22766390.0,-213076.0,-213076.0,205067.0
UD.MI,2021-12-31,12M,EUR,24665686.0,0.318,18649723.0,4987626.0,4987626.0,24665686.0,0.318,7843688.0,8983774.0,13971400.0,17822487.0,162660.0,162660.0,12420.0,12420.0,7843688.0,7843688.0,7843687.0,7843688.0,7843688.0,7843687.0,-150240.0,-150240.0,14310387.0,8084978.9466,8511090.0,9311397.0,36472210.0,681536.0,0.0,8821114.0,18649723.0,4987626.0,,-320760.0,-97696.0534,977427.0,0.2882,27160813.0,,-13.0,36472210.0,-338987.0,-338987.0,320760.0
UD.MI,2022-12-31,12M,EUR,25107530.0,2.96,30119383.0,5517051.0,5517051.0,25107530.0,2.96,7504220.0,10998454.0,16515505.0,21228993.0,344501.0,344501.0,17562.0,17562.0,7504220.0,7504220.0,7504220.0,7504220.0,7504220.0,7504220.0,-326939.0,-326939.0,16351639.0,7388799.318632,10408428.0,10820565.0,51348376.0,859894.0,0.0,10653953.0,30119383.0,5517051.0,377430.0,-99203.0,48445.318632,3149733.0,0.29564,40527811.0,10722585.0,-219.0,51348376.0,163866.0,163866.0,99203.0
UD.MI,2023-09-30,TTM,EUR,30475610.0,,,,,30475610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UD.MI,2023-12-31,12M,EUR,,,59295981.0,10083459.0,10083459.0,,,6693127.0,12325472.0,22408931.0,33974914.0,3102344.0,3102344.0,91785.0,91785.0,6693127.0,6693127.0,6693127.0,6693127.0,6693127.0,6693127.0,-3010559.0,-3010559.0,22470389.0,6737726.424313,21666941.0,12307973.0,93270895.0,1262115.0,0.0,9223128.0,59295981.0,10083459.0,528044.0,-35388.0,-16858.575687,2530001.0,0.274311,80962922.0,12272585.0,,93270895.0,-61458.0,-61458.0,35388.0
UD.MI,2023-12-31,TTM,EUR,30349210.0,0.67,59295981.0,10083459.0,10083459.0,30349210.0,0.67,6693127.0,12325472.0,22408931.0,33974914.0,3102344.0,3102344.0,91785.0,91785.0,6693127.0,6693127.0,6693127.0,6693127.0,6693127.0,6693127.0,-3010559.0,-3010559.0,22470389.0,6737726.424313,21666941.0,12307973.0,93270895.0,1262115.0,0.0,9223128.0,59295981.0,10083459.0,528044.0,-35388.0,-16858.575687,2530001.0,0.274311,80962922.0,12272585.0,,93270895.0,-61458.0,-61458.0,35388.0
