symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital
UD.MI,2019-12-31,12M,EUR,,,-412169.0,,,,,,,,,,,,,381399.0,1284377.0,1665776.0,,,,,,,,,,,,,,,,,,,,729456.0,,,2873.0,,,,,,24391000.0,203174.0,,,,,,,,,,401939.0,,,,,24391000.0,,,,,,,,,,,,321338.0,,
UD.MI,2020-12-31,12M,EUR,8570737.0,13994653.0,-884745.0,-507037.0,,3601201.0,3807079.0,2449350.0,11130583.0,11266334.0,11130583.0,2449350.0,21427182.0,2481150.0,28150480.0,472029.0,889662.0,1361691.0,260751.0,19183120.0,42218.0,0.0,,711184.0,14501690.0,34270647.0,969982.0,26762400.0,,,1250000.0,,3335050.0,4445556.0,7780606.0,1250000.0,23420669.0,,33385902.0,20715998.0,841.0,12852176.0,257975.0,1840190.0,1042377.0,11715.0,,119619.0,1822885.0,711184.0,,63261.0,163033.0,4767627.0,530528.0,135751.0,10330277.0,561374.0,0.0,0.0,969982.0,6744703.0,,21427182.0,20715998.0,989012.0,64231971.0,25872738.0,9142297.0,21427182.0,42804789.0,36081491.0,23621669.0,1596507.0,3127.0,,8967360.0
UD.MI,2021-12-31,12M,EUR,15485762.0,18362633.0,-1355944.0,-700356.0,1256240.0,4775116.0,5388756.0,2464642.0,8269206.0,8464412.0,8269206.0,2464642.0,29032316.0,555546.0,32511602.0,681744.0,1714937.0,2396681.0,322638.0,27791528.0,1598.0,5890.0,,630715.0,18597990.0,43739715.0,2070589.0,29032316.0,1256240.0,,1147074.0,,4707012.0,4719445.0,9426457.0,1147074.0,32357769.0,,42383771.0,28401601.0,,10526461.0,272479.0,9212.0,1068990.0,11715.0,24534900.0,29838.0,7295408.0,630715.0,,10884577.0,494101.0,6051284.0,2037291.0,195206.0,18099438.0,620948.0,47300.0,0.0,2070589.0,14418786.0,24646420.0,29032316.0,28401601.0,1576677.0,78214678.0,29032316.0,11823138.0,29032316.0,49182362.0,45703075.0,21390834.0,2613676.0,296479.0,111520.0,4720074.0
UD.MI,2022-12-31,12M,EUR,15717396.0,23221515.0,-1688207.0,-748697.0,,3295799.0,4795588.0,2538185.0,12516539.0,12650174.0,12516539.0,2538185.0,36920609.0,0.0,44731344.0,624037.0,4394450.0,5018487.0,350235.0,35946626.0,0.0,293201.0,0.0,421178.0,23970212.0,48242563.0,4150526.0,54455662.0,,3432000.0,3481548.0,0.0,4171551.0,13140603.0,17312154.0,3481548.0,38239615.0,5018514.0,48242563.0,36499431.0,,10011040.0,262273.0,81009.0,1293739.0,2913132.0,25107530.0,30083.0,19589.0,421178.0,4688000.0,1.0,1811425.0,6707149.0,1361129.0,133635.0,21006349.0,630286.0,320131.0,0.0,4150526.0,21628804.0,25381850.0,36920609.0,36499431.0,2616141.0,101565178.0,50061212.0,22330641.0,36920609.0,64644569.0,56833835.0,28697943.0,3477528.0,16956.0,274320.0,8784718.0
UD.MI,2023-12-31,12M,EUR,23874569.0,20411086.0,,-371044.0,,2841901.0,3833193.0,10000000.0,12913285.0,13050530.0,12913285.0,10000000.0,64608729.0,19950.0,46922346.0,,,,2384553.0,94947308.0,1363583.0,152768.0,37525268.0,54888436.0,20782130.0,69646951.0,3443714.0,66853729.0,,,9359603.0,10086180.0,3833193.0,2245000.0,6078193.0,9359603.0,48282107.0,,69646951.0,9720293.0,,8754952.0,507727.0,5371030.0,2801470.0,74760.0,30349210.0,,324.0,17363168.0,,-1.0,3665180.0,8416813.0,4535315.0,137245.0,31486278.0,,1164049.0,0.0,3443714.0,21089760.0,30886610.0,64608729.0,9720293.0,1870712.0,183925264.0,66853729.0,6078193.0,64608729.0,119316535.0,137002919.0,24369227.0,3946529.0,,537400.0,-48024962.0
