symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentDeferredTaxesAssets,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
GRAL.MI,2019-12-31,12M,EUR,,,,,,75000.0,,,,,,,,,,,,,80991.0,,,,,,,,,,,,,75000.0,,35000.0,,,,16722.0,,,,,,,,,,,,,,,,,,410255.0,,,,,,,,,,,,,,,,,18211.0,,,,
GRAL.MI,2020-12-31,12M,EUR,3513432.0,6270432.0,-6569534.0,8610812.0,-134667.0,75000.0,1055195.0,2746128.0,2791248.0,2735248.0,10880.0,1055195.0,14445517.0,542144.0,13896329.0,2485266.0,2485266.0,817507.0,,8272412.0,192.0,0.0,1011856.0,5432000.0,224088.0,8077821.0,6405099.0,15416558.0,2477271.0,24050976.0,75000.0,75000.0,,23531.0,7120193.0,7120193.0,98531.0,,13226950.0,,6859331.0,8847024.0,6367696.0,,977845.0,10423949.0,,7853733.0,,,1330520.0,1647464.0,157822.0,45120.0,5206725.0,,446079.0,,1465415.0,-945952.0,10551949.0,14445517.0,6367696.0,935970.0,31042572.0,21565710.0,9605459.0,14445517.0,16597055.0,17146243.0,8324643.0,362773.0,226413.0,128000.0,306680.0,,5623917.0
GRAL.MI,2021-12-31,12M,EUR,6893527.0,9391233.0,-7880868.0,11387222.0,-138065.0,75000.0,1142156.0,336593.0,426833.0,325984.0,10609.0,1142156.0,16681619.0,1677572.0,18215043.0,4521871.0,4521871.0,782325.0,610524.0,15628540.0,31318.0,0.0,1839812.0,5432000.0,2257080.0,10055681.0,9529298.0,21516201.0,5371474.0,29523568.0,75000.0,75000.0,,,8320078.0,8320078.0,75000.0,,15717235.0,0.0,12505356.0,13635333.0,6625938.0,0.0,1457275.0,11397688.0,211617.0,7798601.0,,1.0,2303395.0,2208025.0,102864.0,90240.0,9717837.0,,257048.0,1913369.0,3178235.0,-1799201.0,11421561.0,16681619.0,6625938.0,1272742.0,42177072.0,25001697.0,12841949.0,16681619.0,25495453.0,23962030.0,9866913.0,520915.0,58241.0,23873.0,58796.0,353427.0,2586503.0
GRAL.MI,2022-12-31,12M,EUR,9225306.0,10973204.0,-8885840.0,11387222.0,-146986.0,,1142156.0,78304.0,168544.0,64953.0,13351.0,1142156.0,17696371.0,7147858.0,22919016.0,8443965.0,8443965.0,643456.0,460627.0,22237702.0,6734.0,742297.0,2714721.0,5432000.0,1995816.0,9499893.0,11120190.0,27898603.0,8188952.0,36953951.0,0.0,0.0,0.0,,10813615.0,10813615.0,0.0,,16555886.0,0.0,19179276.0,19012763.0,8196478.0,178151.0,1483966.0,11397688.0,313848.0,7504077.0,6882.0,1.0,2023425.0,2281490.0,477540.0,90240.0,11824804.0,,86450.0,1913369.0,4785875.0,-1367155.0,11421561.0,17696371.0,8196478.0,1920243.0,52416540.0,28509986.0,19257580.0,17696371.0,34720169.0,29497524.0,12482467.0,576073.0,,23873.0,58796.0,688356.0,681314.0
GRAL.MI,2023-12-31,12M,EUR,8164244.0,8450601.0,-10155117.0,11387222.0,-162798.0,,1142156.0,6650601.0,6740841.0,6637588.0,13013.0,1142156.0,18275741.0,1049431.0,26186069.0,7887211.0,7887211.0,725000.0,450144.0,23332369.0,44776.0,411643.0,2321173.0,5432000.0,1720148.0,9369692.0,8613399.0,34421587.0,6866627.0,43767355.0,0.0,,450000.0,,17604403.0,17604403.0,450000.0,75000.0,22886424.0,0.0,18841013.0,24266470.0,8906049.0,98794.0,1495562.0,11382138.0,900683.0,7649544.0,,,2644047.0,2512857.0,972802.0,90240.0,11314915.0,,229159.0,7972875.0,4140058.0,-493837.0,11421561.0,18275741.0,8906049.0,1750895.0,60926645.0,35880144.0,25491614.0,18275741.0,42650904.0,34740574.0,19318535.0,506624.0,,39423.0,96583.0,405396.0,2853700.0
