symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RestructuringAndMergernAcquisition,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
FARM.MI,2019-12-31,12M,EUR,4130324.0,89914139.0,-0.142576,52648744.0,4553518.0,423194.0,89914139.0,-0.142576,-12819588.0,-11708325.0,-7154325.0,1454837.0,3615258.0,0.0,1015252.0,1015252.0,79260.0,79260.0,-82771.0,-12819588.0,-12819588.0,-12736817.0,-12819588.0,-12819588.0,-12736817.0,-935992.0,-935992.0,-4935657.0,-11133400.32,12876048.0,-9260790.0,56264002.0,1154837.0,0.0,-12723577.0,52648744.0,4554000.0,,1454837.0,-2218668.0,-532480.32,13240.0,0.24,65524792.0,1015252.0,56264002.0,-2218668.0,-2218668.0,2218668.0
FARM.MI,2020-12-31,12M,EUR,4890679.0,129682420.0,-0.113766,46317908.0,5335256.0,444577.0,129682420.0,-0.113766,-14753386.0,-13732158.0,-8396902.0,,2480890.0,264569.0,902947.0,902947.0,264.0,264.0,697.0,-14753386.0,-14753386.0,-14754083.0,-14753386.0,-14753386.0,-14754083.0,-902683.0,-902683.0,-3056842.0,-10694940.4,11131802.0,-8650912.0,48798798.0,1964882.0,0.0,-14635105.0,46317908.0,5335000.0,1440026.0,,-5340060.0,-1281614.4,118978.0,0.24,57449710.0,,48798798.0,-5340060.0,-5340060.0,3635465.0
FARM.MI,2021-12-31,12M,EUR,5053445.0,129701688.0,-0.043557,56262955.0,5497573.0,444128.0,129701688.0,-0.043557,-5649463.0,-3990833.0,1507167.0,,3807479.0,0.0,1450249.0,1450249.0,3446.0,3446.0,-2685.0,-5649463.0,-5649463.0,-5646778.0,-5649463.0,-5649463.0,-5646778.0,-1446803.0,-1446803.0,3693366.0,-3987951.76,12402215.0,-8594736.0,60070434.0,2360077.0,0.0,-5441082.0,56262955.0,5498000.0,1596567.0,,-2186199.0,-524687.76,205696.0,0.24,68665170.0,,60070434.0,-2186199.0,-2186199.0,589632.0
FARM.MI,2022-06-30,TTM,EUR,,129701688.0,-0.047308,,,,129701688.0,-0.047308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FARM.MI,2023-08-31,12M,EUR,3160834.0,129701688.0,-0.068548,33600344.0,3681687.0,520853.0,129701688.0,-0.068548,-8890738.0,-7771350.0,-4089350.0,,-682210.0,0.0,1064372.0,1064372.0,16675.0,16675.0,-1955.0,-8890738.0,-8890738.0,-8888783.0,-8890738.0,-8890738.0,-8888783.0,-1047697.0,-1047697.0,-1595065.0,-6995081.4,7777794.0,-8460004.0,32918134.0,2280612.0,0.0,-8835722.0,33600344.0,3682000.0,955340.0,,-2591822.0,-598628.4,53061.0,0.24,41378138.0,,32918134.0,-2494285.0,-2494285.0,1636482.0
FARM.MI,2023-08-31,TTM,EUR,,,0.068534,,,,,0.068534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FARM.MI,2024-02-29,TTM,EUR,,200156925.0,-0.064608,,,,200156925.0,-0.064608,-9869846.0,-8961198.0,-5330198.0,,,,887656.0,887656.0,,,247.0,-9869846.0,-9869846.0,-9870093.0,-9869846.0,-9869846.0,-9870093.0,,,-2386268.0,-6925916.0,,,,,0.0,-9848854.0,,3631000.0,,,,0.0,,0.0,,,,-2943930.0,-2943930.0,705101.0
