symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
FARM.MI,2019-12-31,12M,EUR,10448202.0,15538357.0,,26073512.0,160550.0,8924165.0,8383203.0,8383203.0,8365099.0,18104.0,8924165.0,17109241.0,590373.0,27854883.0,5332977.0,5332977.0,,35942247.0,,0.0,106756.0,11899838.0,19553157.0,2368207.0,1553846.0,26060418.0,160550.0,12880287.0,919814.0,0.0,3618200.0,3618200.0,13800101.0,346750.0,256159.0,154445.0,567974.0,2368207.0,-2443916.0,3725438.0,89914139.0,9.0,7653319.0,,,5539841.0,1516644.0,1722624.0,,19334284.0,2021023.0,328887.0,5031.0,32276.0,-26459871.0,89955582.0,17109241.0,-2443916.0,327966.0,64208027.0,20727441.0,8951177.0,17263686.0,46944341.0,36353144.0,11002094.0,3346241.0,3311706.0,41443.0,0.0,1414814.0,-8087364.0
FARM.MI,2020-12-31,12M,EUR,11288658.0,14275777.0,-2531915.0,25447301.0,2548092.0,12867231.0,17248937.0,17248937.0,17229282.0,19655.0,12867231.0,12392072.0,49362.0,36001190.0,1252627.0,1252627.0,,31450949.0,53453.0,0.0,100834.0,10201193.0,18826520.0,4142871.0,836965.0,30625246.0,2548092.0,6280561.0,798937.0,0.0,16980547.0,16980547.0,7079498.0,450360.0,520293.0,2683.0,984237.0,1610956.0,-6434448.0,4722625.0,129682420.0,-2.0,8625327.0,-3.0,,3576532.0,3558016.0,2794534.0,,16785655.0,1589097.0,320701.0,15200.0,42408.0,-33838265.0,129701687.0,12392072.0,-6434448.0,524276.0,66534666.0,29372619.0,18233174.0,12394755.0,54139911.0,30533479.0,22688962.0,1920465.0,481977.0,19267.0,0.0,693723.0,4550241.0
FARM.MI,2021-12-31,12M,EUR,10446694.0,17334973.0,-2752826.0,11344043.0,2679186.0,12867231.0,11087590.0,11087590.0,11068699.0,18891.0,12867231.0,7189177.0,178203.0,33025637.0,894931.0,894931.0,,33805314.0,8666.0,11.0,62987.0,8178905.0,16447190.0,5993905.0,821828.0,25121375.0,2679186.0,6946147.0,2000.0,0.0,17037267.0,17037267.0,6948147.0,8666.0,2083361.0,5368.0,6844608.0,3241079.0,-9258013.0,4858221.0,129701688.0,,8268285.0,-1.0,6.0,4374760.0,3717141.0,3135308.0,,17196670.0,1648524.0,369322.0,15200.0,2587.0,-25384468.0,129701688.0,7189177.0,-9258013.0,276616.0,62904019.0,24226444.0,17932198.0,7194545.0,55709474.0,29878377.0,21904160.0,2375216.0,,,,756254.0,-779677.0
FARM.MI,2023-08-31,12M,EUR,6417460.0,10240796.0,-3337283.0,9244547.0,2566567.0,12867231.0,10120348.0,12608389.0,10101736.0,18612.0,12867231.0,7780985.0,588388.0,26125318.0,2460596.0,2460596.0,357511.0,34569896.0,0.0,257538.0,29872.0,3239324.0,9265806.0,7210175.0,114211.0,14557386.0,2566567.0,8140246.0,2000.0,11934.0,4315805.0,4315805.0,8154180.0,,2083361.0,9209.0,,3872892.0,-1484821.0,3514077.0,129701688.0,,6026482.0,,,3134404.0,4523226.0,2497395.0,2488041.0,10278838.0,481676.0,,15200.0,0.0,-39244463.0,129701688.0,7780985.0,-1484821.0,307016.0,50829972.0,12096790.0,6776401.0,7790194.0,43039778.0,24704653.0,8469882.0,726974.0,640000.0,,0.0,84339.0,-8444578.0
