symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,Depreciation,DepreciationAndAmortization,DividendReceivedCFO,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFO,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
FARM.MI,2019-12-31,12M,EUR,4627000.0,-5763000.0,-2000.0,3756000.0,-33000.0,6129000.0,-430000.0,2568000.0,8234000.0,3755000.0,-2000.0,13000.0,4554000.0,4554000.0,117000.0,8383000.0,6994000.0,-2399000.0,114000.0,-623000.0,-6603000.0,0.0,0.0,-2437000.0,0.0,329000.0,-12819588.0,-12737000.0,-4949000.0,-1211000.0,-1411000.0,-2437000.0,8078000.0,-1000.0,-442000.0,1026000.0,3364000.0,1000.0,952000.0,1333000.0,-4973000.0,-1492000.0,-790000.0,-2437000.0,0.0,24000.0,281000.0,348000.0,-78000.0
FARM.MI,2020-12-31,12M,EUR,8383000.0,-4303000.0,,8866000.0,-4000.0,-5391000.0,1040000.0,1893000.0,-2462000.0,8864000.0,0.0,119000.0,5335000.0,5335000.0,85000.0,17249000.0,19573000.0,-11423000.0,-28000.0,-813000.0,-3589000.0,16461000.0,16461000.0,-4015000.0,,22000.0,-14753386.0,-14754000.0,-3732000.0,550000.0,9804000.0,12446000.0,9747000.0,,-407000.0,-2642000.0,-7120000.0,2000.0,1213000.0,1530000.0,-3743000.0,-475000.0,-560000.0,-4015000.0,,11000.0,1025000.0,153000.0,-31000.0
FARM.MI,2021-12-31,12M,EUR,17249000.0,-5548000.0,,-6161000.0,78000.0,2601000.0,-1022000.0,-3372000.0,-1715000.0,6967000.0,0.0,206000.0,5498000.0,5498000.0,6737000.0,11088000.0,1267000.0,-5145000.0,-6209000.0,-484000.0,5297000.0,0.0,0.0,-547000.0,,19000.0,-5649463.0,-5647000.0,-3354000.0,136000.0,-1223000.0,-547000.0,2471000.0,10594000.0,-2079000.0,-676000.0,403000.0,-13128000.0,1407000.0,1889000.0,-3455000.0,-198000.0,-2093000.0,-547000.0,,101000.0,334000.0,14000.0,-143000.0
FARM.MI,2023-08-31,12M,EUR,26199000.0,-3263000.0,,-16079000.0,45000.0,17932000.0,-1206000.0,587000.0,17358000.0,-16079000.0,,53000.0,3682000.0,3682000.0,3229000.0,10120000.0,-18769000.0,9578000.0,-3036000.0,-2495000.0,-10151000.0,,,-10691000.0,,,-8890738.0,-8889000.0,-2183000.0,-6970000.0,-10814000.0,-10691000.0,-7955000.0,,-998000.0,-123000.0,12841000.0,,947000.0,1329000.0,-2243000.0,-8031000.0,-1020000.0,-10691000.0,,60000.0,1061000.0,22000.0,-37000.0
FARM.MI,2024-02-29,TTM,EUR,2611000.0,-4782000.0,,3334000.0,12000.0,19979000.0,-787000.0,1063000.0,20267000.0,3334000.0,,21000.0,3631000.0,3631000.0,2625000.0,5945000.0,-1577000.0,12444000.0,5000.0,-638000.0,-12315000.0,,,-11465000.0,,,-9869846.0,-9870000.0,-2230000.0,-7554000.0,-1416000.0,-1465000.0,-161000.0,,-2531000.0,49000.0,17226000.0,,678000.0,900000.0,-2218000.0,-7842000.0,-2564000.0,-11465000.0,,-12000.0,288000.0,33000.0,-85000.0
