symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
EDNR.MI,2019-12-31,12M,EUR,,5377000671.0,,,,,5377000671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174000000.0,,,,,
EDNR.MI,2020-12-31,12M,EUR,,5377000671.0,0.003534,4830000000.0,352000000.0,352000000.0,5377000671.0,0.003534,19000000.0,273000000.0,660000000.0,520000000.0,1560000000.0,35000000.0,-14000000.0,19000000.0,19000000.0,191000000.0,-158000000.0,19000000.0,177000000.0,33000000.0,-22000000.0,-22000000.0,728000000.0,233440000.0,1287000000.0,273000000.0,6390000000.0,39000000.0,614000000.0,-3000000.0,0.0,230000000.0,4830000000.0,387000000.0,,520000000.0,-65000000.0,-11560000.0,39000000.0,0.17,6117000000.0,239000000.0,-2000000.0,6390000000.0,-68000000.0,-68000000.0,33000000.0
EDNR.MI,2021-12-31,12M,EUR,67000000.0,4736117250.0,0.087202,10049000000.0,356000000.0,356000000.0,4736117250.0,0.087202,413000000.0,521000000.0,879000000.0,175000000.0,1690000000.0,2000000.0,-17000000.0,413000000.0,413000000.0,431000000.0,-1000000.0,413000000.0,414000000.0,430000000.0,-26000000.0,-26000000.0,909000000.0,440490000.0,1169000000.0,521000000.0,11739000000.0,-20000000.0,287000000.0,-24000000.0,0.0,488000000.0,10049000000.0,358000000.0,16000000.0,191000000.0,-20000000.0,-3510000.0,57000000.0,0.117,11218000000.0,,8000000.0,11739000000.0,-30000000.0,-30000000.0,42000000.0
EDNR.MI,2022-12-31,12M,EUR,91000000.0,4736117250.0,0.031883,28330000000.0,383000000.0,383000000.0,4736117250.0,0.031883,151000000.0,576000000.0,1015000000.0,190000000.0,1979000000.0,56000000.0,-31000000.0,151000000.0,151000000.0,153000000.0,29000000.0,151000000.0,122000000.0,182000000.0,-50000000.0,-50000000.0,1093000000.0,181280000.0,1403000000.0,576000000.0,30309000000.0,58000000.0,447000000.0,-3000000.0,0.0,595000000.0,28330000000.0,439000000.0,19000000.0,209000000.0,-85000000.0,-18720000.0,442000000.0,0.24,29733000000.0,,13000000.0,30309000000.0,-78000000.0,-78000000.0,32000000.0
EDNR.MI,2023-09-30,TTM,EUR,,4736117250.0,0.078545,,,,4736117250.0,0.078545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDNR.MI,2023-12-31,12M,EUR,112000000.0,,0.108739,15526000000.0,451000000.0,339000000.0,,0.108739,515000000.0,1201000000.0,1661000000.0,208000000.0,2910000000.0,9000000.0,-81000000.0,515000000.0,515000000.0,582000000.0,14000000.0,515000000.0,501000000.0,596000000.0,-52000000.0,-52000000.0,1682000000.0,516477000.0,1709000000.0,1201000000.0,18436000000.0,-384000000.0,608000000.0,-14000000.0,0.0,790000000.0,15526000000.0,460000000.0,22000000.0,230000000.0,-25000000.0,-5523000.0,208000000.0,0.263,17235000000.0,,14000000.0,18436000000.0,-21000000.0,-21000000.0,30000000.0
EDNR.MI,2023-12-31,TTM,EUR,,,0.108739,,,,,0.108739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDNR.MI,2024-03-31,TTM,EUR,,,0.115918,,,,,0.115918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDNR.MI,2024-06-30,TTM,EUR,,4736117250.0,0.115918,12614000000.0,467000000.0,355000000.0,4736117250.0,0.115918,549000000.0,1225000000.0,1701000000.0,196000000.0,3154000000.0,9000000.0,-73000000.0,549000000.0,549000000.0,600000000.0,22000000.0,549000000.0,527000000.0,622000000.0,-48000000.0,-48000000.0,1559000000.0,422331695.331695,2050000000.0,1104000000.0,15768000000.0,-409000000.0,921000000.0,-34000000.0,0.0,814000000.0,12614000000.0,476000000.0,24000000.0,220000000.0,-15000000.0,37331695.331695,214000000.0,0.262899,14664000000.0,,23000000.0,15768000000.0,142000000.0,142000000.0,40000000.0
