symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherProperties,OtherShortTermInvestments,Payables,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkingCapital
EDNR.MI,2019-12-31,12M,EUR,,,,,,,,,,283000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,382000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDNR.MI,2020-12-31,12M,EUR,1256000000.0,1053000000.0,-26000000.0,551000000.0,14000000.0,256000000.0,5377000000.0,313000000.0,320000000.0,313000000.0,5377000000.0,5349000000.0,395000000.0,2840000000.0,31000000.0,185000000.0,216000000.0,2260000000.0,187000000.0,201000000.0,2174000000.0,2439000000.0,1079000000.0,3447000000.0,428000000.0,113000000.0,5937000000.0,14000000.0,225000000.0,403000000.0,628000000.0,123000000.0,699000000.0,2336000000.0,131000000.0,275000000.0,3447000000.0,2910000000.0,189000000.0,92000000.0,37000000.0,5377000671.0,359000000.0,195000000.0,265000000.0,16000000.0,60000000.0,5000000.0,414000000.0,7000000.0,1309000000.0,302000000.0,97000000.0,19000000.0,5377000671.0,5349000000.0,2910000000.0,16000000.0,9383000000.0,5752000000.0,844000000.0,5480000000.0,3903000000.0,6543000000.0,1643000000.0,53000000.0,,580000000.0
EDNR.MI,2021-12-31,12M,EUR,2872000000.0,3542000000.0,-163000000.0,69000000.0,15000000.0,241000000.0,4736000000.0,910000000.0,913000000.0,910000000.0,4736000000.0,5934000000.0,669000000.0,8981000000.0,34000000.0,348000000.0,382000000.0,7914000000.0,891000000.0,863000000.0,2184000000.0,2523000000.0,3705000000.0,3744000000.0,3843000000.0,176000000.0,6307000000.0,15000000.0,241000000.0,373000000.0,614000000.0,160000000.0,823000000.0,2320000000.0,419000000.0,,3744000000.0,3411000000.0,329000000.0,44000000.0,37000000.0,4736117250.0,432000000.0,402000000.0,339000000.0,11000000.0,71000000.0,15000000.0,438000000.0,3000000.0,3008000000.0,317000000.0,165000000.0,413000000.0,4736117250.0,5934000000.0,3411000000.0,6000000.0,16708000000.0,6307000000.0,996000000.0,6353000000.0,10355000000.0,7727000000.0,2441000000.0,136000000.0,17000000.0,1067000000.0
EDNR.MI,2022-12-31,12M,EUR,3778000000.0,4281000000.0,-171000000.0,150000000.0,86000000.0,273000000.0,4736000000.0,456000000.0,473000000.0,,4736000000.0,5659000000.0,565000000.0,9432000000.0,39000000.0,161000000.0,200000000.0,8592000000.0,1153000000.0,468000000.0,2228000000.0,2568000000.0,4452000000.0,3967000000.0,3706000000.0,387000000.0,6295000000.0,86000000.0,234000000.0,475000000.0,709000000.0,216000000.0,687000000.0,2642000000.0,389000000.0,180000000.0,3967000000.0,3091000000.0,427000000.0,76000000.0,34000000.0,4736117250.0,372000000.0,680000000.0,340000000.0,13000000.0,162000000.0,37000000.0,423000000.0,17000000.0,4170000000.0,337000000.0,374000000.0,151000000.0,4736117250.0,5659000000.0,3091000000.0,63000000.0,17336000000.0,6134000000.0,909000000.0,6048000000.0,11288000000.0,7904000000.0,2696000000.0,392000000.0,,840000000.0
EDNR.MI,2023-12-31,12M,EUR,2246000000.0,2561000000.0,-170000000.0,547000000.0,89000000.0,330000000.0,4736000000.0,1234000000.0,1383000000.0,,4736000000.0,6460000000.0,722000000.0,6114000000.0,51000000.0,294000000.0,345000000.0,4591000000.0,152000000.0,181000000.0,2107000000.0,2494000000.0,2731000000.0,3811000000.0,1037000000.0,174000000.0,7171000000.0,89000000.0,279000000.0,417000000.0,696000000.0,291000000.0,1059000000.0,2272000000.0,435000000.0,,3811000000.0,3966000000.0,401000000.0,85000000.0,33000000.0,4736117250.0,376000000.0,364000000.0,387000000.0,7000000.0,229000000.0,116000000.0,468000000.0,149000000.0,2503000000.0,349000000.0,167000000.0,515000000.0,4736117250.0,6460000000.0,3966000000.0,36000000.0,13627000000.0,6877000000.0,1041000000.0,6895000000.0,6732000000.0,7513000000.0,2141000000.0,257000000.0,,1523000000.0
