symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,DividendsReceivedCFI,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE
GF.MI,2020-12-31,12M,EUR,16765381.0,-951614.0,-2093702.0,7440094.0,-44587752.0,44324030.0,-263722.0,7440094.0,-2093702.0,2687984.0,0.0,0.0,24205475.0,-2093702.0,9524721.0,676.0,-942539.0,0.0,0.0,5327925.0,5327925.0,-461653.0,0.0,-480886.0,10476335.0,,1867950.0,0.0,-461653.0,0.0,-489961.0,0.0,0.0,0.0,9075.0
GF.MI,2021-12-31,12M,EUR,24205475.0,-1538641.0,-2131170.0,9253364.0,-145668961.0,141019742.0,-4649219.0,9253364.0,-2131170.0,4472739.0,0.0,0.0,33458839.0,-139768.0,9392438.0,-2555.0,-1537947.0,0.0,1991402.0,9453364.0,9453364.0,-991865.0,0.0,-546082.0,10931079.0,344373.0,367697.0,0.0,-991865.0,0.0,-546776.0,0.0,0.0,0.0,694.0
GF.MI,2022-12-31,12M,EUR,33458839.0,-1076883.0,-4726682.0,10272951.0,-69269605.0,47729771.0,-21539834.0,10272951.0,-4726682.0,5486234.0,584.0,0.0,43731790.0,12972286.0,-2711329.0,-1441.0,-1064889.0,0.0,17698968.0,10885387.0,10885387.0,-600490.0,8972.0,-473955.0,-1634446.0,326750.0,2134762.0,0.0,-600490.0,0.0,-476393.0,0.0,0.0,8972.0,2438.0
GF.MI,2023-12-31,12M,EUR,43731790.0,-1045728.0,-5433078.0,-22090641.0,-80053382.0,34962853.0,-45090529.0,-22090641.0,-5433078.0,6644148.0,0.0,0.0,21641149.0,-5433078.0,-16653276.0,150.0,-1050015.0,0.0,0.0,15067393.0,15067393.0,-873022.0,-15324.0,-161669.0,-15607548.0,4454204.0,2072347.0,0.0,-873022.0,-15474.0,-172706.0,0.0,0.0,150.0,11037.0
GF.MI,2024-03-31,TTM,EUR,62030494.0,-1071868.0,,44263335.0,-31553812.0,50951996.0,19398184.0,44263335.0,-5433078.0,7269008.0,0.0,0.0,106293829.0,-5433078.0,49707115.0,,-1082570.0,0.0,0.0,17008237.0,17008237.0,-999844.0,-18983.0,-63743.0,50778983.0,4239873.0,1529896.0,0.0,-999844.0,-19133.0,-72024.0,0.0,0.0,150.0,8281.0
