symbol,asOfDate,periodType,currencyCode,AccountsPayable,AdditionalPaidInCapital,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CostOfRevenue,CurrentAssets,CurrentDeferredTaxesLiabilities,CurrentLiabilities,DeferredTax,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetNonOperatingInterestIncomeExpense,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkingCapital
GF.MI,2022-12-31,3M,EUR,2349836.0,,,,,3490198.0,,,,,,0.0,43723919.0,1311.0,,,,,,,,,,,47265.0,,,,,,,,,,,,,,95474.0,,0.0,,,,4865994.0,,,,,,178952.0,,,,0.0,,227040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764591.0,11585712.0,,4982946.0,969804.0,,,,,2377891.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF.MI,2023-03-31,3M,EUR,,25419745.0,12635066.0,0.232491,43731790.0,,-213975.0,,4202329.0,62021199.0,62021199.0,,,,18298704.0,42004118.0,-30516541.0,11487577.0,18298704.0,4202329.0,0.0,54303603.0,5652938.0,409503997.0,56521.0,6393384.0,1489636.0,12635066.0,0.232491,2937534.0,0.0,4891644.0,4891644.0,0.0,62030494.0,393074630.0,23274.0,0.0,119876.0,18297929.0,,1216596.0,0.0,2049653.0,,6747322.0,284639.0,389832853.0,-213200.0,23274.0,,,335529250.0,335529250.0,,846134.0,,105629151.0,0.0,0.0,273508051.0,2937534.0,2937534.0,2937534.0,2937534.0,2937534.0,2937534.0,2937534.0,-71282.0,-412500.0,-2974.0,-412500.0,4825608.0,-138944.0,52253950.0,423078.0,56521.0,1477421.0,5332478.0,3228484.380573,18511904.0,1855678.0,4891644.0,12400260.0,12635066.0,2049653.0,2033107.0,3126709.0,20922928.0,41215.0,,,342914428.0,,0.0,6393384.0,423078.0,4450810.0,,279411.0,0.0,-71282.0,-2974.0,-142693.0,5652938.0,42918.0,42918.0,49352.0,2937534.0,0.0,0.0,0.0,3749.0,1216596.0,12635066.0,-333991.0,54303603.0,52253950.0,-149883.619427,1513276.0,0.34,4145292.0,419529241.0,389832853.0,335529250.0,54303603.0,7508616.0,365225638.0,10025244.0,358832254.0,412500.0,12400260.0,6393384.0,-440834.0,-440834.0,403110613.0
GF.MI,2023-06-30,3M,EUR,2499166.0,25419745.0,,,62030494.0,3998652.0,-263030.0,1976662.0,4202329.0,47962217.0,47962217.0,,,47962217.0,-14061092.0,-63339538.0,49598419.0,-13741119.0,-14061092.0,4202329.0,-5433078.0,58085759.0,6813643.0,462490067.0,64321.0,21568771.0,736899.0,,,3761593.0,0.0,5479814.0,5479814.0,0.0,47969402.0,375220332.0,23274.0,-5433078.0,140439.0,-8622269.0,,1727834.0,0.0,2265593.0,5168536.0,7496314.0,318095.0,443831251.0,-268775.0,23274.0,178952.0,1976662.0,385745492.0,387722154.0,12500.0,1015361.0,226902.0,101712281.0,0.0,0.0,337783275.0,3761593.0,3761593.0,3761593.0,3761593.0,3761593.0,3761593.0,3761593.0,-288026.0,,-12500.0,,5168536.0,31751.0,55820166.0,486760.0,64321.0,1503604.0,5733140.0,3943916.064421,-8359239.0,2016500.0,5479814.0,14309957.0,12635066.0,2265593.0,224560.0,351255.0,,455083.0,11401644.0,764030.0,409068298.0,,0.0,17249731.0,2721611.0,5226488.0,0.0,340733.0,0.0,-288026.0,-12500.0,24996.0,6813643.0,57213.0,57213.0,50325.0,27983728.0,0.0,0.0,0.0,6755.0,1727834.0,12635066.0,-360798.0,58085759.0,55820166.0,-71002.935579,1464895.0,0.280283,2737941.0,469959970.0,443831251.0,387722154.0,58085759.0,8830143.0,411874211.0,7469903.0,390305440.0,,14309957.0,3348921.0,-253326.0,-253326.0,440921296.0
GF.MI,2023-09-30,3M,EUR,,25419745.0,,,47969402.0,,-221715.0,,4202329.0,80294955.0,80294955.0,0.0,,,32337881.0,25306163.0,725081.0,26031244.0,32337881.0,4202329.0,0.0,62040644.0,8291099.0,465687228.0,59333.0,5072879.0,2488137.0,,,3968035.0,0.0,6819601.0,6819601.0,0.0,80307283.0,437681698.0,23274.0,0.0,127289.0,32337713.0,,1601223.0,0.0,2342523.0,,8202719.0,321831.0,418877918.0,-221547.0,23274.0,,,356837274.0,356837274.0,12500.0,1186447.0,,97921761.0,0.0,0.0,276542319.0,3968035.0,3968035.0,3968035.0,3968035.0,3968035.0,3968035.0,3968035.0,-187152.0,,0.0,,5095554.0,-34395.0,59698121.0,486760.0,59333.0,1575637.0,7449915.0,4384951.582944,32559428.0,1383118.0,6819601.0,16493818.0,12635066.0,2342523.0,-347146.0,3071647.0,12519314.0,-458255.0,,,383165615.0,1.0,0.0,5072879.0,,5999061.0,,97327.0,0.0,-187152.0,0.0,-34563.0,8291099.0,43509.0,43509.0,51788.0,31951763.0,0.0,0.0,0.0,168.0,1601223.0,12635066.0,-630311.0,62040644.0,59698121.0,-213397.417056,2031026.0,0.338557,2226658.0,476719486.0,418877918.0,356837274.0,62040644.0,9674217.0,414678842.0,11032258.0,409605963.0,,16493818.0,5072879.0,-630314.0,-630314.0,460614349.0
GF.MI,2023-12-31,3M,EUR,2462378.0,25419745.0,,,80307283.0,3847477.0,-347008.0,,4202329.0,21640716.0,21640716.0,0.0,21639312.0,1404.0,-58666134.0,-84024125.0,15155894.0,-68868231.0,-58666134.0,4202329.0,0.0,66433369.0,9297085.0,491853207.0,,21115386.0,1929476.0,,,4400231.0,0.0,5896415.0,5896415.0,0.0,21641149.0,394048432.0,22974.0,0.0,,-58666649.0,,1728712.0,0.0,2603700.0,4993230.0,9800223.0,-924565.0,455965230.0,-346493.0,22974.0,178952.0,,389531861.0,389531861.0,12500.0,1423182.0,197762.0,117506113.0,0.0,0.0,367891145.0,4400231.0,4400231.0,4400231.0,4400231.0,4400231.0,4400231.0,4400231.0,-326562.0,,150.0,,4993230.0,-20081.0,63829669.0,557491.0,47265.0,1635861.0,5657786.0,4234226.5886,-58319641.0,3903808.0,5896415.0,19097308.0,12635066.0,2603700.0,2543683.0,,,485775.0,6739756.0,769039.0,463129879.0,-374586.0,0.0,16598252.0,1730617.0,6325270.0,0.0,1354876.0,0.0,-326562.0,0.0,-20446.0,9297085.0,24901.0,24901.0,52972.0,15067393.0,0.0,0.0,150.0,365.0,1728712.0,12635066.0,1502870.0,66433369.0,63829669.0,72624.5886,1925039.0,0.304341,5351995.0,500043102.0,455965230.0,389531861.0,66433369.0,13200893.0,433609733.0,8189895.0,412494347.0,,19097308.0,7396118.0,238629.0,238629.0,470737821.0
GF.MI,2024-03-31,3M,EUR,,25419745.0,12635066.0,0.386098,21641149.0,,-240115.0,,4202329.0,106291709.0,106291709.0,,,,84652680.0,90503688.0,-14527398.0,75976290.0,84652680.0,4202329.0,0.0,71328752.0,8969866.0,483994885.0,,9488268.0,2114496.0,12635066.0,0.386098,4878378.0,0.0,7676944.0,7676944.0,0.0,106293829.0,402261225.0,29607.0,0.0,,84658320.0,12500.0,1321734.0,0.0,2791750.0,,9292491.0,361035.0,421953480.0,-245755.0,29607.0,,,350624728.0,350624728.0,0.0,1262340.0,,125718906.0,0.0,0.0,244333019.0,4878378.0,4878378.0,4878378.0,4878378.0,4878378.0,4878378.0,4878378.0,-198104.0,,-6633.0,,4828491.0,-41018.0,68537002.0,557491.0,53715.0,1567403.0,8065111.0,5138178.149343,84898435.0,1615547.0,7676944.0,18262357.0,12635066.0,2791750.0,1818776.0,2883620.0,17980350.0,-189478.0,,,372576941.0,,0.0,9488268.0,,7288777.0,,-263040.0,0.0,-198104.0,-6633.0,-42011.0,8969866.0,40328.0,40328.0,61240.0,4878378.0,0.0,0.0,0.0,993.0,1321734.0,12635066.0,-422275.0,71328752.0,68537002.0,-128366.850657,2410399.0,0.3307,5126235.0,495085844.0,421953480.0,350624728.0,71328752.0,10585413.0,423757092.0,11090959.0,414268824.0,,18262357.0,9488268.0,-388167.0,-388167.0,474506617.0
