symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
TRN.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
TRN.MI,2020-12-31,12M,EUR,65900000.0,2007550680.0,0.391,349900000.0,625700000.0,559800000.0,2007550680.0,0.391,785500000.0,1169600000.0,1804800000.0,2047000000.0,8300000.0,79000000.0,79000000.0,9600000.0,9600000.0,-9800000.0,785500000.0,785500000.0,793200000.0,2100000.0,785500000.0,783400000.0,795300000.0,-78300000.0,-78300000.0,1733200000.0,731346800.0,946700000.0,1100300000.0,2396900000.0,4700000.0,42200000.0,-7300000.0,0.0,1090600000.0,349900000.0,635200000.0,13100000.0,-73000000.0,71600000.0,19546800.0,297400000.0,0.273,1296600000.0,1176600000.0,8900000.0,2396900000.0,71600000.0,71600000.0,400000.0
TRN.MI,2021-12-31,12M,EUR,66800000.0,2006683355.0,0.393,424700000.0,656000000.0,589200000.0,2006683355.0,0.393,789400000.0,1213600000.0,1878400000.0,2134100000.0,300000.0,92100000.0,92100000.0,11600000.0,11600000.0,-1400000.0,789400000.0,789400000.0,803600000.0,-12800000.0,789400000.0,802200000.0,790800000.0,-84200000.0,-84200000.0,1866600000.0,793739400.0,973000000.0,1161100000.0,2558800000.0,28700000.0,30700000.0,-10200000.0,0.0,1121500000.0,424700000.0,664800000.0,15400000.0,0.0,11800000.0,3339400.0,317900000.0,0.283,1397700000.0,1200400000.0,3700000.0,2558800000.0,11800000.0,11800000.0,-1900000.0
TRN.MI,2022-12-31,12M,EUR,93200000.0,2005710736.0,0.427,524700000.0,717400000.0,624200000.0,2005710736.0,0.427,857000000.0,1347300000.0,2083400000.0,2393300000.0,7000000.0,113900000.0,113900000.0,14600000.0,14600000.0,-700000.0,857000000.0,857000000.0,878000000.0,-20300000.0,857000000.0,877300000.0,857700000.0,-107200000.0,-107200000.0,2077600000.0,873170400.0,1087500000.0,1305800000.0,2918000000.0,27300000.0,31200000.0,-14100000.0,0.0,1233400000.0,524700000.0,736100000.0,19400000.0,,5800000.0,1670400.0,355400000.0,0.288,1612200000.0,1333500000.0,7900000.0,2918000000.0,5800000.0,5800000.0,1300000.0
TRN.MI,2023-09-30,TTM,EUR,,2005778340.0,0.454297,,,,2005778340.0,0.454297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRN.MI,2023-12-31,12M,EUR,126400000.0,2005710736.0,0.441,597700000.0,797000000.0,670600000.0,2005710736.0,0.441,885400000.0,1431800000.0,2228800000.0,2549900000.0,8700000.0,187200000.0,187200000.0,84600000.0,84600000.0,2600000.0,885400000.0,885400000.0,880300000.0,2500000.0,885400000.0,882900000.0,882800000.0,-119900000.0,-119900000.0,2218700000.0,875759300.0,1207500000.0,1342400000.0,3147600000.0,9800000.0,42100000.0,-19400000.0,0.0,1244600000.0,597700000.0,775700000.0,20500000.0,,10100000.0,2959300.0,364300000.0,0.293,1805200000.0,1362300000.0,17300000.0,3147600000.0,10100000.0,10100000.0,600000.0
TRN.MI,2023-12-31,TTM,EUR,,2005778340.0,0.441425,,,,2005778340.0,0.441425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRN.MI,2024-03-31,TTM,EUR,,2005778340.0,0.474894,,,,2005778340.0,0.474894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRN.MI,2024-06-30,TTM,EUR,142600000.0,2005273625.0,0.508,632700000.0,837300000.0,694700000.0,2005273625.0,0.508,1018800000.0,1658200000.0,2495500000.0,2789100000.0,8300000.0,220800000.0,220800000.0,102100000.0,102100000.0,-1000000.0,1018800000.0,1018800000.0,1014400000.0,,1015900000.0,1013400000.0,1019800000.0,-124700000.0,-124700000.0,2486400000.0,1006977960.205927,1249400000.0,1539700000.0,3421800000.0,10600000.0,45400000.0,-19000000.0,0.0,1437400000.0,632700000.0,825300000.0,19600000.0,,9100000.0,2677960.205927,423000000.0,0.294281,1882100000.0,1559400000.0,6000000.0,3421800000.0,9100000.0,9100000.0,1600000.0
