symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkingCapital
TRN.MI,2022-12-31,3M,EUR,,,-10482700000.0,,418900000.0,2403300000.0,442200000.0,,,1971500000.0,183600000.0,442200000.0,,2581300000.0,,,,3500000.0,,,75500000.0,251500000.0,,26683600000.0,200000.0,83000000.0,,,217700000.0,,,73800000.0,,20979800000.0,,,,,121000000.0,48400000.0,4800000.0,,3100000.0,,524300000.0,100000.0,971400000.0,418000000.0,501500000.0,96300000.0,,,9200000.0,0.0,4037900000.0,,,,93200000.0,,,,,,,,,,
TRN.MI,2023-03-31,3M,EUR,,,,,,,,1817500000.0,2162300000.0,,,,,,,2819500000.0,2819500000.0,,,157800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344800000.0,,,,,,,,,,,,,,,,,,
TRN.MI,2023-06-30,3M,EUR,2522400000.0,1245900000.0,-10756900000.0,79800000.0,122700000.0,2411300000.0,442200000.0,2360100000.0,2591000000.0,2284900000.0,75200000.0,442200000.0,6124100000.0,3060700000.0,4412700000.0,2650000000.0,2650000000.0,,5878900000.0,224900000.0,67800000.0,252300000.0,791200000.0,27380200000.0,6900000.0,102100000.0,17932800000.0,122700000.0,229000000.0,9158700000.0,9158700000.0,76300000.0,125300000.0,21167700000.0,17900000.0,9448600000.0,16623300000.0,5332900000.0,134400000.0,48700000.0,4800000.0,2006158124.0,,180200000.0,538900000.0,100000.0,957500000.0,350600000.0,511500000.0,355700000.0,230900000.0,2954500000.0,7600000.0,0.0,3807400000.0,2009992000.0,6124100000.0,5332900000.0,23700000.0,22536000000.0,15282800000.0,11808700000.0,6142000000.0,16394000000.0,18123300000.0,10515100000.0,81500000.0,3833876.0,-1466200000.0
TRN.MI,2023-09-30,3M,EUR,2058400000.0,992400000.0,,80500000.0,,,,911700000.0,1132200000.0,,,,6337300000.0,,2205100000.0,570100000.0,570100000.0,,4213600000.0,205200000.0,,,807100000.0,,,,16627900000.0,503500000.0,,9720500000.0,9720500000.0,,34000000.0,,17300000.0,9378900000.0,17012200000.0,5530200000.0,,,,2005778340.0,,1283900000.0,,,,,,,220500000.0,2237000000.0,,,,2009992000.0,6337300000.0,5530200000.0,,20527900000.0,16057800000.0,10290600000.0,6354600000.0,14173300000.0,18322800000.0,9959700000.0,178600000.0,4213660.0,-2008500000.0
TRN.MI,2023-12-31,3M,EUR,2864900000.0,2123400000.0,-11040100000.0,85000000.0,408400000.0,2587500000.0,442200000.0,1378200000.0,1754600000.0,1194500000.0,183700000.0,442200000.0,6324400000.0,2885300000.0,4295300000.0,2660200000.0,2660200000.0,7300000.0,6379000000.0,164500000.0,17400000.0,252300000.0,867200000.0,28636800000.0,400000.0,106400000.0,18393800000.0,408400000.0,232500000.0,9409200000.0,9409200000.0,76700000.0,151800000.0,22391200000.0,18900000.0,10691200000.0,17596700000.0,5457200000.0,168700000.0,49800000.0,4600000.0,2005778340.0,,266500000.0,614900000.0,,948300000.0,453700000.0,540300000.0,92200000.0,376400000.0,3407800000.0,11100000.0,0.0,4275900000.0,2009992000.0,6324400000.0,5457200000.0,114900000.0,23445900000.0,15733600000.0,12069400000.0,6343300000.0,17102600000.0,19150600000.0,10723600000.0,89200000.0,4213660.0,-2083700000.0
TRN.MI,2024-03-31,3M,EUR,1742800000.0,1192600000.0,,77300000.0,,,,,,,,,6576100000.0,,1269900000.0,,,,3270800000.0,,,,865700000.0,,,,17163100000.0,500600000.0,,10587000000.0,10587000000.0,,17500000.0,,23100000.0,10587000000.0,17838300000.0,5710400000.0,,,,2005778340.0,,1380900000.0,,,,,,,,1889900000.0,,,,2009992000.0,6576100000.0,5710400000.0,,20474500000.0,17163100000.0,10587000000.0,6599200000.0,13875300000.0,19204600000.0,10604500000.0,147100000.0,4213660.0,-2000900000.0
TRN.MI,2024-06-30,3M,EUR,2698800000.0,2276800000.0,-11335700000.0,82500000.0,288500000.0,2606400000.0,442200000.0,1744600000.0,2532100000.0,1573100000.0,171500000.0,442200000.0,7264100000.0,3530700000.0,5204300000.0,1982000000.0,1982000000.0,6000000.0,5518900000.0,65400000.0,24300000.0,251000000.0,889800000.0,29496300000.0,200000.0,155100000.0,20050200000.0,288500000.0,237600000.0,10804100000.0,10804100000.0,80300000.0,141100000.0,22590200000.0,23700000.0,11041500000.0,18160600000.0,6374300000.0,187300000.0,48200000.0,4800000.0,2005778340.0,,291400000.0,638800000.0,,984900000.0,362100000.0,531400000.0,107700000.0,787500000.0,3197600000.0,8500000.0,0.0,4128300000.0,2009992000.0,7264100000.0,6374300000.0,35400000.0,24850400000.0,18068200000.0,12786100000.0,7287800000.0,17562600000.0,19646100000.0,12043700000.0,136700000.0,4213660.0,-314600000.0
