asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalExpenditureReported,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFI,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,-42900000.0,,,,,,,,,,,,,,647400000.0,410000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12900000.0,,,,1333600000.0,,,4300000.0,,,,,,,12100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-81200000.0,,,192000000.0,,,12100000.0,,,192000000.0,,,,,,,,,,,,62700000.0,,-169200000.0,,100000.0,,15900000.0,,,,,,,,,,,,,,,,-81200000.0,-1121000000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,2217300000.0,1245200000.0,-9433700000.0,,65900000.0,1300000.0,255400000.0,2007550680.0,0.391,1057400000.0,2232300000.0,-1288200000.0,-1288200000.0,442200000.0,2689000000.0,3323000000.0,-526100000.0,,,1631600000.0,5800000.0,21000000.0,4500000.0,-274200000.0,3300000.0,-335800000.0,1631600000.0,442200000.0,-526100000.0,4369800000.0,-9500000.0,1848200000.0,349900000.0,4778200000.0,2477800000.0,2477800000.0,4300000.0,5030700000.0,299400000.0,635200000.0,635200000.0,625700000.0,559800000.0,253800000.0,2007550680.0,0.391,785500000.0,1169600000.0,1804800000.0,2689000000.0,21141913125.0,252400000.0,2079800000.0,-346800000.0,,-7700000.0,230100000.0,577900000.0,,23993400000.0,2029500000.0,,8300000.0,79000000.0,79000000.0,9600000.0,9600000.0,-201200000.0,10100000.0,32800000.0,66400000.0,16707800000.0,-1389600000.0,255400000.0,210100000.0,9860200000.0,9860200000.0,75800000.0,171400000.0,19314400000.0,12552913125.0,46000000.0,-9800000.0,-700000.0,-9500000.0,9649000000.0,785500000.0,785500000.0,793200000.0,2100000.0,785500000.0,783400000.0,795300000.0,795300000.0,-101600000.0,-78300000.0,-121300000.0,,-78300000.0,2615400000.0,,14559700000.0,10500000.0,,3791900000.0,111800000.0,61700000.0,7500000.0,1733200000.0,731346800.0,941400000.0,946700000.0,1082800000.0,2379400000.0,2008466100.0,3800000.0,59700000.0,-182700000.0,347800000.0,,13800000.0,1800000.0,836700000.0,22200000.0,42200000.0,262000000.0,388400000.0,61800000.0,634000000.0,-7300000.0,0.0,2490700000.0,24300000.0,1090600000.0,0.0,49000000.0,-4300000.0,-101600000.0,-1186600000.0,349900000.0,635200000.0,13100000.0,-9500000.0,-73000000.0,3497100000.0,,10500000.0,2009992000.0,71600000.0,4369800000.0,3791900000.0,19546800.0,297400000.0,0.273,51900000.0,-339400000.0,20630300000.0,14230000000.0,12338000000.0,4415800000.0,1296600000.0,16214500000.0,15851900000.0,11183800000.0,1176600000.0,8900000.0,2379400000.0,11400000.0,71600000.0,71600000.0,1525900.0,-252500000.0,400000.0
2021-12-31,12M,EUR,3275600000.0,2777400000.0,-9962200000.0,,66800000.0,375500000.0,286100000.0,2006683355.0,0.393,2689000000.0,2287900000.0,-1475000000.0,-1475000000.0,442200000.0,1566800000.0,2543100000.0,-546700000.0,1383200000.0,183600000.0,-1082800000.0,-19800000.0,-38500000.0,-33400000.0,1168500000.0,-1592300000.0,-585800000.0,-1082800000.0,442200000.0,-546700000.0,4681900000.0,-10000000.0,2192700000.0,424700000.0,5858100000.0,3627900000.0,3627900000.0,4300000.0,7647700000.0,321500000.0,664800000.0,664800000.0,656000000.0,589200000.0,83700000.0,2006683355.0,0.393,789400000.0,1213600000.0,1878400000.0,1606200000.0,23688063892.0,1600000.0,-1051800000.0,-642700000.0,,-13700000.0,256500000.0,656500000.0,,25278800000.0,2120800000.0,0.0,300000.0,92100000.0,92100000.0,11600000.0,11600000.0,-214600000.0,10800000.0,54300000.0,69900000.0,17144800000.0,-863300000.0,286100000.0,211700000.0,8835000000.0,8835000000.0,76200000.0,134200000.0,20162300000.0,14277063892.0,31100000.0,-1400000.0,-32000000.0,-10000000.0,10896100000.0,789400000.0,789400000.0,803600000.0,-12800000.0,789400000.0,802200000.0,790800000.0,790800000.0,,-84200000.0,600000000.0,,-84200000.0,-495100000.0,,15316600000.0,32900000.0,,4025400000.0,146600000.0,60800000.0,6900000.0,1866600000.0,793739400.0,832300000.0,973000000.0,1147800000.0,2545500000.0,2006896808.0,3600000.0,91400000.0,,400000000.0,,104500000.0,200000.0,884800000.0,42000000.0,30700000.0,323500000.0,424200000.0,60900000.0,976300000.0,-10200000.0,0.0,3665700000.0,11000000.0,1121500000.0,0.0,28400000.0,-31600000.0,,,424700000.0,664800000.0,15400000.0,-10000000.0,0.0,3753700000.0,0.0,32900000.0,2009992000.0,11800000.0,4681900000.0,4025400000.0,3339400.0,317900000.0,0.283,16000000.0,-317900000.0,22359200000.0,13516900000.0,12462900000.0,4713000000.0,1397700000.0,17646200000.0,16501100000.0,9998500000.0,1200400000.0,3700000.0,2545500000.0,66600000.0,11800000.0,11800000.0,3095192.0,-1789600000.0,-1900000.0
2022-12-31,12M,EUR,3687700000.0,2358300000.0,-10482700000.0,,93200000.0,70700000.0,418900000.0,2005710736.0,0.427,1606200000.0,2403300000.0,-1704700000.0,-1704700000.0,442200000.0,2155100000.0,2406700000.0,-595800000.0,1971500000.0,183600000.0,560800000.0,-20700000.0,14700000.0,-126100000.0,604800000.0,285900000.0,721700000.0,560800000.0,442200000.0,-595800000.0,6142000000.0,-10000000.0,2581300000.0,524700000.0,5121100000.0,2396900000.0,2396900000.0,3500000.0,6809300000.0,356700000.0,736100000.0,736100000.0,717400000.0,624200000.0,247200000.0,2005710736.0,0.427,857000000.0,1347300000.0,2083400000.0,2167000000.0,22182851027.0,75500000.0,92500000.0,619000000.0,,-6900000.0,251500000.0,775800000.0,,26683600000.0,2379000000.0,200000.0,7000000.0,113900000.0,113900000.0,14600000.0,14600000.0,-154800000.0,24800000.0,64200000.0,83000000.0,16955600000.0,-1855400000.0,418900000.0,217700000.0,8416700000.0,8416700000.0,73800000.0,140800000.0,20979800000.0,13838751027.0,27100000.0,-700000.0,159400000.0,-10000000.0,8658500000.0,857000000.0,857000000.0,878000000.0,-20300000.0,857000000.0,877300000.0,857700000.0,857700000.0,,-107200000.0,-350500000.0,-289000000.0,-107200000.0,977300000.0,24800000.0,16200900000.0,15600000.0,-289000000.0,5366200000.0,121000000.0,48400000.0,4800000.0,2077600000.0,873170400.0,2323700000.0,1087500000.0,1291500000.0,2903700000.0,2005616091.0,3100000.0,152000000.0,,524300000.0,,77400000.0,100000.0,971400000.0,41600000.0,31200000.0,418000000.0,501500000.0,96300000.0,251600000.0,-14100000.0,0.0,4249400000.0,9200000.0,1233400000.0,0.0,51700000.0,0.0,,,524700000.0,736100000.0,19400000.0,-10000000.0,,4037900000.0,157000000.0,15600000.0,2009992000.0,5800000.0,6142000000.0,5366200000.0,1670400.0,355400000.0,0.288,93200000.0,-380100000.0,22802900000.0,14558700000.0,10813600000.0,6169100000.0,1612200000.0,16633800000.0,17681800000.0,9824500000.0,1333500000.0,7900000.0,2903700000.0,143700000.0,5800000.0,5800000.0,4375909.0,-1688200000.0,1300000.0
2023-12-31,12M,EUR,2864900000.0,2123400000.0,-11040100000.0,,126400000.0,85000000.0,408400000.0,2005710736.0,0.441,2167000000.0,2587500000.0,-2265000000.0,-2265000000.0,442200000.0,1378200000.0,1754600000.0,-671500000.0,1194500000.0,183700000.0,-785200000.0,3100000.0,-6400000.0,-25700000.0,-664900000.0,227500000.0,-510600000.0,-785200000.0,442200000.0,-671500000.0,6324400000.0,,2885300000.0,597700000.0,4295300000.0,2660200000.0,2660200000.0,7300000.0,6379000000.0,366000000.0,775700000.0,775700000.0,797000000.0,670600000.0,164500000.0,2005710736.0,0.441,885400000.0,1431800000.0,2228800000.0,1381800000.0,24310049580.0,17400000.0,464300000.0,-1180100000.0,,-18000000.0,252300000.0,867200000.0,,28636800000.0,2530700000.0,400000.0,8700000.0,187200000.0,187200000.0,84600000.0,84600000.0,-261900000.0,,107200000.0,106400000.0,18393800000.0,-2334400000.0,408400000.0,232500000.0,9409200000.0,9409200000.0,76700000.0,151800000.0,22391200000.0,15151649580.0,18900000.0,2600000.0,-18700000.0,,10691200000.0,885400000.0,885400000.0,880300000.0,2500000.0,885400000.0,882900000.0,882800000.0,882800000.0,,-119900000.0,-118400000.0,1142800000.0,-119900000.0,-7000000.0,48300000.0,17596700000.0,19400000.0,1142800000.0,5457200000.0,168700000.0,49800000.0,4600000.0,2218700000.0,875759300.0,1084900000.0,1207500000.0,1323200000.0,3128400000.0,2005778340.0,,266500000.0,,614900000.0,,124000000.0,,948300000.0,29000000.0,42100000.0,453700000.0,540300000.0,92200000.0,376400000.0,-19400000.0,0.0,3407800000.0,11100000.0,1244600000.0,0.0,53700000.0,-15800000.0,,,597700000.0,775700000.0,20500000.0,,,4275900000.0,0.0,19400000.0,2009992000.0,10100000.0,6324400000.0,5457200000.0,2959300.0,364300000.0,0.293,114900000.0,-434000000.0,23445900000.0,15733600000.0,12069400000.0,6343300000.0,1805200000.0,17102600000.0,19150600000.0,10723600000.0,1362300000.0,17300000.0,3128400000.0,89200000.0,10100000.0,10100000.0,4213660.0,-2083700000.0,600000.0
