asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfCapitalStock,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherProperties,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,ShareIssued,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2022-12-31,3M,EUR,,,,,,,,,,,,,,9110000.0,5000.0,,,,,,,,,,,0.0,,,,,,,,1066000.0,,,,,,,,,,,,576000.0,,,,,,,,,,-725000.0,-725000.0,,,,,,3780000.0,,,,,,14000.0,,,,0.0,,,,,,,,,,,,2000.0,-594000.0,,,0.0,,,,,,,,,,,,,,,,,,,267000.0,,,,,,5465000.0,603000.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,150864.0,1793000.0,,127000.0
2023-03-31,3M,EUR,14159000.0,39143000.0,255000.0,550000.0,5534596.0,0.11654,9115000.0,,-492000.0,6256000.0,596000.0,8379000.0,8670000.0,,,-736000.0,24000.0,123000.0,-2235000.0,2384000.0,296000.0,-736000.0,596000.0,43774000.0,-40000.0,,11792000.0,52540000.0,1693000.0,,1693000.0,40286000.0,134000.0,923000.0,923000.0,923000.0,668000.0,13627000.0,5534596.0,0.11654,645000.0,1263000.0,2186000.0,8379000.0,66760288.0,,-2503000.0,1767000.0,,54870000.0,56853000.0,8324000.0,16242000.0,479000.0,479000.0,21000.0,21000.0,-184000.0,43774000.0,-492000.0,550000.0,-40000.0,,4563000.0,,4563000.0,5000.0,99000.0,,71396288.0,406000.0,-5000.0,,-40000.0,,,645000.0,645000.0,650000.0,645000.0,645000.0,650000.0,650000.0,-471000.0,0.0,,-471000.0,-1773000.0,,8324000.0,-492000.0,-13079000.0,2248000.0,128000.0,5779000.0,,2234000.0,684795.918367,2259000.0,14925000.0,1317000.0,28034000.0,5534596.0,2169000.0,10879000.0,1983000.0,520000.0,267000.0,8324000.0,291000.0,,0.0,16205000.0,,,784000.0,,13000.0,,11792000.0,923000.0,93000.0,,,11363000.0,5685460.0,-13000.0,40000.0,43774000.0,-13079000.0,-8204.081633,134000.0,0.170918,2558000.0,-133000.0,120787000.0,43774000.0,6256000.0,44180000.0,26717000.0,76607000.0,68247000.0,36321000.0,1304000.0,13000.0,28034000.0,2046000.0,-48000.0,-48000.0,150864.0,1793000.0,12254000.0,13000.0
2023-06-30,3M,EUR,14218000.0,39464000.0,340000.0,5000.0,,,8379000.0,,-611000.0,6549000.0,596000.0,6012000.0,6303000.0,6007000.0,5000.0,-2367000.0,-794000.0,-89000.0,340000.0,-627000.0,-1170000.0,-2367000.0,596000.0,44856000.0,0.0,,12359000.0,50569000.0,1818000.0,,1818000.0,44291000.0,547000.0,,1056000.0,1056000.0,716000.0,8740000.0,,,782000.0,1835000.0,2891000.0,6012000.0,62358896.0,498000.0,-3058000.0,689000.0,,54869000.0,56931000.0,8610000.0,16989000.0,529000.0,529000.0,,,-86000.0,44856000.0,-609000.0,5000.0,0.0,5304000.0,4731000.0,,4731000.0,,98000.0,14000.0,64772896.0,382000.0,23000.0,,-120000.0,,,782000.0,782000.0,759000.0,782000.0,782000.0,759000.0,759000.0,-569000.0,2000.0,,-569000.0,,,8610000.0,-611000.0,-12075000.0,2121000.0,121000.0,5948000.0,274000.0,3438000.0,1197720.0,1300000.0,14646000.0,2343000.0,29348000.0,5536145.0,1225000.0,3109000.0,2062000.0,-163000.0,,3292000.0,291000.0,,0.0,16843000.0,4263000.0,930000.0,1306000.0,0.0,314000.0,,12359000.0,1056000.0,41000.0,,,1427000.0,5685460.0,-642000.0,53000.0,44856000.0,-12075000.0,-131280.0,547000.0,0.24,2647000.0,-406000.0,119018000.0,44856000.0,6549000.0,45238000.0,27005000.0,73780000.0,68449000.0,29489000.0,1701000.0,19000.0,29348000.0,2625000.0,-547000.0,-547000.0,149315.0,,6278000.0,
2023-09-30,3M,EUR,13661000.0,39036000.0,357000.0,447000.0,,,6012000.0,,-367000.0,6771000.0,596000.0,9237000.0,9323000.0,9233000.0,4000.0,3225000.0,-1002000.0,937000.0,-562000.0,431000.0,-196000.0,3225000.0,596000.0,45752000.0,-2646000.0,,53541000.0,54099000.0,2099000.0,9504000.0,11603000.0,42993000.0,231000.0,,1071000.0,1071000.0,714000.0,8863000.0,,,949000.0,1701000.0,2772000.0,9237000.0,43870822.0,,1045000.0,1975000.0,62000.0,54867000.0,56889000.0,8688000.0,-25709000.0,526000.0,526000.0,,,-255000.0,67167000.0,-162000.0,447000.0,-2646000.0,,4672000.0,11911000.0,16583000.0,,98000.0,,43624822.0,376000.0,5000.0,,-2646000.0,12178000.0,192000.0,949000.0,949000.0,944000.0,949000.0,949000.0,944000.0,944000.0,-319000.0,205000.0,,-319000.0,,,8688000.0,-367000.0,-11137000.0,2157000.0,127000.0,6306000.0,,2666000.0,863839.148936,2342000.0,-27181000.0,1472000.0,27832000.0,5536145.0,2850000.0,10187000.0,2022000.0,342000.0,323000.0,8688000.0,86000.0,-657000.0,0.0,15968000.0,,,1175000.0,,29000.0,,53541000.0,1071000.0,38000.0,,,13463000.0,5536145.0,301000.0,45000.0,45752000.0,-11137000.0,20839.148936,231000.0,0.196596,2890000.0,-123000.0,122603000.0,57663000.0,28186000.0,46128000.0,26360000.0,76475000.0,68504000.0,33482000.0,1771000.0,-207000.0,27832000.0,2307000.0,106000.0,106000.0,,1776000.0,11106000.0,
2023-12-31,3M,EUR,16196000.0,45929000.0,385000.0,5000.0,,,9237000.0,5036000.0,-507000.0,6506000.0,596000.0,12029000.0,12136000.0,12025000.0,4000.0,2792000.0,981000.0,4194000.0,2533000.0,-7189000.0,519000.0,2792000.0,596000.0,47243000.0,0.0,,-25126000.0,62793000.0,2110000.0,,2110000.0,50045000.0,392000.0,-198000.0,1139000.0,1139000.0,754000.0,9553000.0,,,1087000.0,2116000.0,3255000.0,12029000.0,69740172.0,236000.0,-6000.0,2797000.0,174000.0,54871000.0,56950000.0,8213000.0,57391000.0,542000.0,542000.0,,,-313000.0,47243000.0,-506000.0,5000.0,0.0,60000.0,4396000.0,,4396000.0,,107000.0,16000.0,50877172.0,473000.0,-95000.0,0.0,0.0,,206000.0,1087000.0,1087000.0,1182000.0,1087000.0,1087000.0,1182000.0,1182000.0,-413000.0,1000.0,,-413000.0,,,8213000.0,-507000.0,-9707000.0,1818000.0,18000.0,6477000.0,,3785000.0,1485005.082592,3304000.0,54794000.0,2597000.0,32265000.0,5536145.0,1728000.0,2728000.0,2079000.0,75000.0,295000.0,3101000.0,107000.0,0.0,0.0,19370000.0,5249000.0,742000.0,1574000.0,0.0,483000.0,-507000.0,-25126000.0,1139000.0,68000.0,,,14795000.0,5685460.0,-356000.0,74000.0,47243000.0,-9707000.0,-131994.917408,392000.0,0.249047,2258000.0,-627000.0,130319000.0,47243000.0,6506000.0,47716000.0,29668000.0,82603000.0,67526000.0,32558000.0,2114000.0,238000.0,32265000.0,3174000.0,-530000.0,-530000.0,149315.0,1776000.0,12748000.0,483000.0
2024-03-31,3M,EUR,15565000.0,38545000.0,459000.0,202000.0,5532645.0,0.039583,12029000.0,,-495000.0,6283000.0,596000.0,12029000.0,12157000.0,,,0.0,-1096000.0,-3384000.0,-569000.0,7241000.0,2192000.0,0.0,596000.0,47567000.0,0.0,-43000.0,26155000.0,56488000.0,2224000.0,,2224000.0,44430000.0,189000.0,1208000.0,1208000.0,1208000.0,749000.0,9664000.0,5532645.0,0.039583,219000.0,922000.0,2130000.0,12029000.0,89016938.0,,-3611000.0,3611000.0,18000.0,54869000.0,56864000.0,7931000.0,2231000.0,495000.0,495000.0,85000.0,85000.0,-262000.0,47567000.0,-495000.0,202000.0,0.0,,4059000.0,,4059000.0,5000.0,108000.0,,70153938.0,491000.0,-19000.0,,-43000.0,,77000.0,219000.0,219000.0,238000.0,219000.0,219000.0,238000.0,238000.0,-435000.0,,,-435000.0,-2998000.0,,7931000.0,-495000.0,-9297000.0,1833000.0,18000.0,6397000.0,,2300000.0,321000.0,4106000.0,1197000.0,1034000.0,28386000.0,5536145.0,3169000.0,10076000.0,1995000.0,356000.0,344000.0,7931000.0,128000.0,,0.0,18188000.0,,,427000.0,,156000.0,,26155000.0,1208000.0,65000.0,-43000.0,-4000.0,15014000.0,5536145.0,-152000.0,10000.0,47567000.0,-9297000.0,-68000.0,189000.0,0.4,2617000.0,-76000.0,123667000.0,47567000.0,6283000.0,48058000.0,27352000.0,75609000.0,67179000.0,31179000.0,878000.0,25000.0,28386000.0,2623000.0,-170000.0,-170000.0,,1819000.0,12058000.0,156000.0
