symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfPPE,RepurchaseOfCapitalStock,StockBasedCompensation,TaxesRefundPaid
ALK.MI,2022-12-31,3M,EUR,,,,,,,,,,,0.0,,1066000.0,,,,,,,,,0.0,,,,,2000.0,-594000.0,,0.0,,,,,,0.0,,
ALK.MI,2023-03-31,3M,EUR,9115000.0,-492000.0,-736000.0,24000.0,123000.0,-2235000.0,2384000.0,296000.0,-736000.0,-40000.0,,134000.0,923000.0,923000.0,8379000.0,-2503000.0,1767000.0,,-184000.0,-492000.0,-40000.0,,-40000.0,,645000.0,650000.0,0.0,,-1773000.0,,-492000.0,2259000.0,520000.0,13000.0,,,40000.0,-133000.0
ALK.MI,2023-06-30,3M,EUR,8379000.0,-611000.0,-2367000.0,-794000.0,-89000.0,340000.0,-627000.0,-1170000.0,-2367000.0,0.0,,547000.0,,1056000.0,6012000.0,-3058000.0,689000.0,,-86000.0,-609000.0,0.0,,-120000.0,,782000.0,759000.0,2000.0,,,,-611000.0,1300000.0,-163000.0,314000.0,,,53000.0,-406000.0
ALK.MI,2023-09-30,3M,EUR,6012000.0,-367000.0,3225000.0,-1002000.0,937000.0,-562000.0,431000.0,-196000.0,3225000.0,-2646000.0,,231000.0,,1071000.0,9237000.0,1045000.0,1975000.0,62000.0,-255000.0,-162000.0,-2646000.0,,-2646000.0,192000.0,949000.0,944000.0,205000.0,,,,-367000.0,2342000.0,342000.0,29000.0,,,45000.0,-123000.0
ALK.MI,2023-12-31,3M,EUR,9237000.0,-507000.0,2792000.0,981000.0,4194000.0,2533000.0,-7189000.0,519000.0,2792000.0,0.0,,392000.0,-198000.0,1139000.0,12029000.0,-6000.0,2797000.0,174000.0,-313000.0,-506000.0,0.0,0.0,0.0,206000.0,1087000.0,1182000.0,1000.0,,,,-507000.0,3304000.0,75000.0,483000.0,-507000.0,,74000.0,-627000.0
ALK.MI,2024-03-31,3M,EUR,12029000.0,-495000.0,0.0,-1096000.0,-3384000.0,-569000.0,7241000.0,2192000.0,0.0,0.0,-43000.0,189000.0,1208000.0,1208000.0,12029000.0,-3611000.0,3611000.0,18000.0,-262000.0,-495000.0,0.0,,-43000.0,77000.0,219000.0,238000.0,,,-2998000.0,,-495000.0,4106000.0,356000.0,156000.0,,-43000.0,10000.0,-76000.0
ALK.MI,2024-03-31,TTM,EUR,8379000.0,-1980000.0,3650000.0,-1911000.0,1658000.0,1742000.0,-144000.0,1345000.0,3650000.0,-2646000.0,,1359000.0,3137000.0,4474000.0,12029000.0,-5630000.0,9072000.0,292000.0,-916000.0,-1772000.0,-2646000.0,,-2809000.0,627000.0,3037000.0,3123000.0,,,,,-1980000.0,11052000.0,816000.0,982000.0,,,182000.0,-1232000.0
