symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,StockBasedCompensation,TaxesRefundPaid
ALK.MI,2019-12-31,12M,EUR,,,,-580000.0,,79000.0,,,,,,,,-581000.0,,,,,,,-33000.0,,,,-1119000.0,,,,,,,,,955000.0,,,,,,-1328000.0,,-1119000.0,-581000.0,,
ALK.MI,2020-12-31,12M,EUR,,9581000.0,-325000.0,,9259000.0,61000.0,4107000.0,2038000.0,-2540000.0,244000.0,3910000.0,9259000.0,-2652000.0,-181000.0,722000.0,1749000.0,1749000.0,18840000.0,91000.0,9259000.0,-96000.0,-307000.0,-416000.0,-2652000.0,,,-2833000.0,,1792000.0,1822000.0,-91000.0,-950000.0,-950000.0,4541000.0,,-325000.0,9584000.0,697000.0,1077000.0,-91000.0,,,-181000.0,564000.0,-554000.0
ALK.MI,2021-12-31,12M,EUR,,18840000.0,-1940000.0,,-8382000.0,0.0,-3000.0,1402000.0,-678000.0,-2008000.0,-1287000.0,-8382000.0,-9645000.0,-759000.0,1498000.0,2408000.0,2408000.0,10458000.0,-12212000.0,5476000.0,308000.0,-250000.0,-3586000.0,-9645000.0,,-1949000.0,-10404000.0,,4263000.0,4271000.0,303000.0,-1606000.0,-1606000.0,829000.0,-1949000.0,-1940000.0,7416000.0,543000.0,487000.0,,-1940000.0,,-759000.0,769000.0,-1331000.0
ALK.MI,2022-12-31,12M,EUR,,10458000.0,-2542000.0,,-1343000.0,,522000.0,-3215000.0,2046000.0,-3642000.0,-4289000.0,-1343000.0,-2733000.0,-435000.0,1484000.0,3226000.0,3226000.0,9115000.0,-1445000.0,2726000.0,,-407000.0,-5166000.0,-2733000.0,,-4361000.0,-3168000.0,,5583000.0,5614000.0,1737000.0,2336000.0,2336000.0,,-4361000.0,-2542000.0,5268000.0,408000.0,337000.0,,-2542000.0,,-435000.0,518000.0,-1623000.0
ALK.MI,2023-12-31,12M,EUR,1337000.0,9115000.0,-1977000.0,,2914000.0,,-791000.0,5165000.0,76000.0,-5001000.0,-551000.0,2914000.0,-2686000.0,,1304000.0,2852000.0,4189000.0,12029000.0,-4522000.0,7228000.0,309000.0,-838000.0,-1769000.0,-2686000.0,,0.0,-2806000.0,721000.0,3463000.0,3535000.0,208000.0,1560000.0,1560000.0,,,-1977000.0,9205000.0,774000.0,839000.0,,-1977000.0,,,212000.0,-1289000.0
ALK.MI,2024-03-31,TTM,EUR,,8379000.0,-1980000.0,,3650000.0,,-1911000.0,1658000.0,1742000.0,-144000.0,1345000.0,3650000.0,-2646000.0,,1359000.0,3137000.0,4474000.0,12029000.0,-5630000.0,9072000.0,292000.0,-916000.0,-1772000.0,-2646000.0,,,-2809000.0,627000.0,3037000.0,3123000.0,,,,,,-1980000.0,11052000.0,816000.0,982000.0,,,,,182000.0,-1232000.0
