asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,0.0,,16150440.0,-0.230207,,,,,,-810000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16150440.0,-0.230207,,,,,,,,,0.0,,,,,,,,,,,-147458.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001.0,,,,,,,,,,,,,,,1.0,,355640.0,,,1.0,,,,,,,,,216065.0,,,,,,,,,,,,,0.0,,,,,,,,,-24699.0,,,,,,,,,-9569.0,,,,,14125.0,,,,
2020-12-31,12M,EUR,2452209.0,2631489.0,-852580.0,3476914.0,0.0,,50439.0,16150440.0,-0.191889,3375225.0,-162086.0,604637.0,2093410.0,2093410.0,,2068040.0,25370.0,47782.0,-1281815.0,,-237.0,-3856194.0,5721875.0,1913225.0,-1281815.0,604637.0,0.0,-1104445.0,0.0,-79490.0,10792566.0,8611749.0,1070068.0,1070068.0,1899634.0,4986761.0,-1041622.0,4346.0,4346.0,4346.0,4346.0,,16150440.0,-0.191889,-3099092.0,-4054393.0,-4050047.0,2093410.0,7854935.0,-1.939468,-139499.0,,,-2255115.0,,2010397.0,960488.0,157409.0,164349.0,63024.0,63024.0,,,-61514.0,,,3949687.0,950713.0,50439.0,0.0,,0.0,1890000.0,3984064.0,3984064.0,1890000.0,-1966689.0,0.0,161500.0,60503.0,5441734.0,41477.0,-23297.0,-79490.0,2960722.0,-3099092.0,-3099092.0,-3075795.0,-3099092.0,-3099092.0,-3075795.0,-3075795.0,-159294.0,-59749.0,1099357.0,-56009.0,-76689.0,-59749.0,-4000.0,-1.0,107908.0,10651.0,20680.0,-3114842.0,86389.0,892655.0,-3543828.0,-2720936.01796,-2093029.0,3707094.0,-3549685.0,10949975.0,16150440.0,,,348999.0,2010397.0,61514.0,1.0,1634508.0,488897.0,717103.0,899985.0,955836.0,,0.0,3523827.0,150977.0,-4117417.0,0.0,-159294.0,0.0,-2792.0,10792566.0,4346.0,-1966689.0,-79490.0,266571.0,-5447713.0,1099357.0,13443.0,16150440.0,-506219.0,-1104445.0,-3114842.0,-128063.01796,-1041622.0,0.252979,880403.0,19967.0,10818451.0,2879619.0,5054132.0,-1062969.0,14499660.0,11881420.0,2206702.0,6894659.0,-3275.0,10949975.0,354515.0,-506219.0,-506219.0,135543.0,,,3624988.0,75299.0
2021-12-31,12M,EUR,3032010.0,4158184.0,-853035.0,6646919.0,39301.0,,46138.0,31862070.0,-0.00377,2093410.0,-521892.0,1593104.0,5993883.0,5993883.0,,5968536.0,25347.0,1302888.0,3900473.0,,-1403998.0,579985.0,-2347563.0,-1868688.0,3900472.0,1593104.0,0.0,2917852.0,4142407.0,0.0,9153023.0,14302807.0,933133.0,933133.0,1898863.0,6736724.0,6356.0,39756.0,39756.0,39756.0,455.0,,31862070.0,-0.00377,-120109.0,-68945.0,-29189.0,5993883.0,9744611.0,-333.845318,5790333.0,,,-1589725.0,1411397.0,2490172.0,963304.0,2339323.0,0.0,44808.0,44808.0,,,,-249408.0,,9664719.0,-822028.0,46138.0,15100.0,,4142407.0,2530000.0,5813734.0,5813734.0,2530000.0,-882073.0,15100.0,856393.0,60503.0,7583172.0,0.0,0.0,4142407.0,752984.0,-120109.0,-120109.0,-120109.0,-120109.0,-120109.0,-120109.0,-120109.0,-2816.0,-40139.0,-300136.0,1647927.0,1647927.0,-40139.0,-1.0,,110269.0,-519076.0,0.0,427680.0,100000.0,874834.0,511484.0,290802.48,-1067833.0,1872448.0,466875.0,11492346.0,31862070.0,1.0,732321.0,84330.0,1078775.0,39955.0,1.0,50767.0,1702543.0,905034.0,902801.0,608400.0,,0.0,4107838.0,732321.0,-113753.0,1084305.0,-2816.0,-304437.0,-519076.0,9153023.0,39756.0,-882073.0,0.0,296457.0,-5578472.0,4301.0,,31862070.0,-540673.0,2917852.0,427680.0,-129761.52,6356.0,0.24,911156.0,,17250304.0,8731586.0,6746867.0,2917852.0,11025471.0,14332452.0,2947497.0,7595728.0,-4669.0,11492346.0,170794.0,-540673.0,-540673.0,,,,7566083.0,244216.0
2022-12-31,12M,EUR,2145235.0,2988557.0,-859549.0,6443898.0,1590.0,,10337.0,31033570.0,0.006128,5993883.0,-1147089.0,1593154.0,1796089.0,1796089.0,,1791402.0,4687.0,-848034.0,-4197794.0,0.0,-376280.0,-890548.0,1455729.0,-659133.0,-4197794.0,1593154.0,0.0,3086793.0,209303.0,-259470.0,14121852.0,8823224.0,1354627.0,1354627.0,1805279.0,5365253.0,131504.0,1590.0,1590.0,1590.0,0.0,,31033570.0,0.006128,190172.0,466754.0,468344.0,1796089.0,9719658.0,,-1664653.0,,,-2222180.0,1097057.0,3511592.0,1093897.0,3572690.0,0.0,116142.0,116142.0,27355.0,27355.0,,-1110721.0,,8335316.0,-1458050.0,10337.0,,300255.0,209303.0,0.0,3893896.0,3893896.0,0.0,-1614485.0,300255.0,106393.0,63571.0,8348029.0,40912.0,-28936.0,-50167.0,3452434.0,190172.0,190172.0,219108.0,190172.0,190172.0,219108.0,219108.0,-125670.0,-88787.0,-310962.0,-1614485.0,-1614485.0,-88787.0,-1.0,1.0,234348.0,-1021419.0,0.0,-424799.0,150000.0,614113.0,687200.0,326941.706821,-1075091.0,3167250.0,405440.0,17694542.0,31033570.0,,473573.0,,2414535.0,92561.0,,10734.0,461572.0,829214.0,1030326.0,583665.0,,0.0,3162906.0,,350612.0,250000.0,-125670.0,-346763.0,-1021419.0,14121852.0,1590.0,-1614485.0,-259470.0,218856.0,-5902145.0,35801.0,,31863070.0,-218856.0,3086793.0,-424799.0,-82086.293179,131504.0,0.37507,1176061.0,,13268093.0,6980689.0,5248523.0,3127704.0,17289102.0,10140389.0,4444869.0,4775136.0,-27355.0,17694542.0,188457.0,-218856.0,-218856.0,,829500.0,,3457971.0,0.0
2023-12-31,12M,EUR,6019232.0,7343569.0,-1173759.0,6236186.0,9819.0,,34067.0,,,1796089.0,-4119523.0,1593341.0,2675179.0,3020105.0,,2669803.0,5376.0,489381.0,879090.0,-271474.0,2006244.0,3877022.0,-4724562.0,1376611.0,879091.0,1593341.0,0.0,3353130.0,109730.0,-173304.0,23318964.0,15456792.0,3106883.0,3106883.0,1835867.0,14744929.0,417304.0,19762.0,19762.0,19762.0,9943.0,12206.0,,,329912.0,1396611.0,1416373.0,2675179.0,13482991.0,,2697589.0,29209.0,0.0,-745073.0,3411197.0,7153974.0,1865485.0,6380999.0,0.0,313814.0,313814.0,175796.0,175796.0,-30588.0,,266317.0,11676631.0,-5192948.0,34067.0,,1977500.0,109730.0,2400000.0,5216618.0,5216618.0,2400000.0,-1048837.0,1977500.0,91920.0,246540.0,8214782.0,1011075.0,-335580.0,-63574.0,5648322.0,329912.0,329912.0,665493.0,329912.0,329912.0,665492.0,665493.0,-467197.0,-138018.0,-1073425.0,2761163.0,1351163.0,-138018.0,,,691726.0,-3652326.0,1410000.0,-3800844.0,116756.0,1077711.0,1698494.0,503305.120458,3374450.0,4875040.0,1505959.0,29699963.0,31595320.0,-1.0,641523.0,,3742777.0,486586.0,2.0,85086.0,646266.0,3182580.0,1618945.0,720191.0,344926.0,0.0,10300946.0,5158.0,1082797.0,594794.0,-467197.0,-1073425.0,-3652326.0,23318964.0,19762.0,-1048837.0,-173304.0,270400.0,-5523171.0,0.0,,31866820.0,-282121.0,3353130.0,-3800844.0,-108727.879542,417304.0,0.385394,1624062.0,,25709431.0,8569748.0,8323501.0,4364205.0,28194004.0,21345226.0,10252639.0,6600297.0,,29699963.0,1099134.0,-282121.0,-282121.0,,271500.0,237108.0,711863.0,11721.0
