asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherunderPreferredStockDividend,Payables,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
2020-12-31,12M,EUR,1301677.0,655352.0,,,,,,11200000.0,0.0,196486.0,0.0,-6444.0,100000.0,608072.0,608072.0,,608072.0,,255600.0,411586.0,-148.0,196879.0,754633.0,-1667438.0,-460474.0,411586.0,100000.0,,477869.0,,0.0,902970.0,4450723.0,,,0.0,2431970.0,185127.0,38161.0,38161.0,38161.0,38161.0,11200000.0,0.0,0.0,583362.0,621523.0,608072.0,,,510621.0,27473.0,221000.0,,3541.0,115000.0,3176030.0,152354.0,152354.0,0.0,0.0,-77354.0,,21500.0,2263800.0,-132952.0,254893.0,,,,1426130.0,1785931.0,1785931.0,1426130.0,-996091.0,,,94000.0,,,0.0,,,1177859.0,0.0,0.0,245881.0,0.0,0.0,245881.0,245881.0,-1742.0,-224354.0,-126508.0,510621.0,430039.0,-224354.0,114846.0,-4702.0,80582.0,474328.0,128232.0,621523.0,0.0,33917.0,2521161.0,654869.0,4079000.0,11200000.0,,-500.0,77354.0,1.0,336000.0,40096.0,21000.0,62204.0,0.0,2176370.0,431008.0,0.0,25222.0,,-1742.0,-126508.0,-4702.0,22000.0,902970.0,38161.0,1360000.0,1755336.0,-996091.0,,245881.0,,106000.0,327000.0,11200000.0,,477869.0,474328.0,0.0,185127.0,0.24,3103595.0,,4824003.0,2263800.0,1785931.0,477869.0,3424131.0,4346134.0,373280.0,1914164.0,72000.0,4079000.0,834597.0,,,,,2018753.0
2021-12-31,12M,EUR,4338408.0,911922.0,-219160.0,,2634.0,,51158.0,11200000.0,0.378919,608072.0,972000.0,-1596000.0,100000.0,5192200.0,5192200.0,,5127161.0,65039.0,8254958.0,4584128.0,-439339.0,-9019074.0,2479902.0,-1556268.0,-279821.0,4584128.0,100000.0,0.0,4363895.0,0.0,300000.0,11843846.0,27420423.0,1558925.0,1558925.0,2190.0,15060745.0,1806568.0,126933.0,126933.0,126933.0,124299.0,11200000.0,0.378919,4243895.0,6172923.0,6299856.0,5192200.0,,,1203448.0,3480680.0,2241000.0,,8860.0,2354648.0,8997614.0,83968.0,83968.0,1271641.0,1271641.0,,177339.0,460839.0,7353276.0,-1696000.0,51158.0,100000.0,1275.0,0.0,2374996.0,1430456.0,1430456.0,2374996.0,-1165778.0,101275.0,26930.0,84000.0,,49692.0,-38492.0,,0.0,,4243895.0,4243895.0,4282387.0,4243895.0,4243895.0,4282387.0,4282387.0,-7953.0,1187673.0,-100000.0,1203448.0,1209218.0,1187673.0,2135488.0,-1588047.0,-5770.0,4355035.0,252248.0,6299856.0,4243895.0,5076680.0,4096331.0,4901283.0,20841460.0,11200000.0,8860.0,-161.0,-1187673.0,8490322.0,498608.0,6404474.0,971497.0,1659252.0,0.0,13481584.0,6088955.0,999151.0,187162.0,,-7953.0,-100000.0,-1588047.0,48658.0,11843846.0,126933.0,6432000.0,456006.0,-1165778.0,,4243895.0,0.0,220000.0,2461000.0,11200000.0,,4363895.0,4355035.0,0.0,1806568.0,0.296696,19194020.0,0.0,29730603.0,5794351.0,2989381.0,4413587.0,15940177.0,25317016.0,2310181.0,10256271.0,135000.0,20841460.0,2738702.0,,,56315.0,412181.0,12359678.0
2022-12-31,12M,EUR,7615664.0,235893.0,-481306.0,5988000.0,12511.0,,63261.0,,0.588024,5192200.0,,-1188904.0,112000.0,9301890.0,9301890.0,-894394.0,9250153.0,51737.0,88422.0,4109690.0,-11492475.0,4620117.0,-2566317.0,1420740.0,-7929513.0,4109690.0,112000.0,-894394.0,16091143.0,6006700.0,400000.0,18342601.0,31555473.0,3963920.0,3963920.0,849.0,13922737.0,2739108.0,280738.0,280738.0,280738.0,268227.0,,0.588024,6585865.0,9458681.0,9739419.0,9301890.0,47301275.0,12805.0,7771628.0,-3458779.0,,0.0,107135.0,3426684.0,17865938.0,137778.0,137778.0,18948.0,18948.0,,-118830.0,11953314.0,21731659.0,-1392063.0,63261.0,250000.0,1275.0,6006700.0,500000.0,1676596.0,1676596.0,500000.0,-267923.0,251275.0,26930.0,173611.0,49504000.0,9845.0,4070.0,,6006700.0,,6585865.0,6585865.0,6581795.0,6585865.0,6585865.0,6581795.0,6581795.0,-110786.0,-118830.0,-203159.0,2659322.0,232077.0,-118830.0,2945378.0,-1078118.0,2427245.0,15984008.0,558976.0,10128364.0,6860511.807962,-2269875.0,8037260.0,9828678.0,36208539.0,,107135.0,,118830.0,2646749.0,217827.0,964852.0,1808316.0,925266.0,0.0,9850159.0,9320903.0,1044757.0,388945.0,,-110786.0,-203159.0,-1078118.0,619945.0,18342601.0,280738.0,,715480.0,-267923.0,388945.0,9958339.0,0.0,,,,-388945.0,16091143.0,15984008.0,-114298.192038,2739108.0,0.293867,9138261.0,-4248731.0,34948727.0,17767739.0,5640516.0,16100988.0,26379861.0,18847739.0,3393254.0,4925002.0,17153.0,36208539.0,1269643.0,-388945.0,-388945.0,15751.0,11333369.0,17632736.0
2023-12-31,12M,EUR,26690846.0,597083.0,-847886.0,5988000.0,86011.0,86011.0,124315.0,,,9301890.0,,-647611.0,112000.0,6884678.0,6884678.0,-506629.0,6845648.0,39030.0,-34409.0,-2417212.0,10092590.0,-66319845.0,19486217.0,-358619.0,-37134066.0,-2417212.0,112000.0,-506629.0,33559647.0,0.0,400000.0,84140328.0,87200004.0,10306595.0,10306595.0,0.0,51468984.0,7667397.0,366578.0,452589.0,452589.0,366578.0,,,17975133.0,26682997.0,27135586.0,6884678.0,47528145.0,6176.0,5729726.0,-7406049.0,,112500.0,279724.0,3965699.0,39775881.0,1038043.0,1038043.0,53392.0,53392.0,,-984651.0,1860724.0,45459257.0,-1388500.0,124315.0,400000.0,1275.0,0.0,1189136.0,1593015.0,1593015.0,1189136.0,-283522.0,401275.0,1130000.0,185664.0,33152000.0,12269.0,-2424.0,-150000.0,0.0,5014932.0,17975133.0,17975133.0,17977557.0,17975133.0,17975133.0,17977557.0,17977557.0,-108600.0,-984651.0,-590889.0,6236355.0,905614.0,-984651.0,3117811.0,-539011.0,5330741.0,33279923.0,324756.0,27671017.0,18350479.406239,-6758438.0,12610845.0,27165036.0,123916209.0,,167224.0,,984651.0,3057784.0,1668324.0,2035268.0,2089716.0,1066262.0,0.0,41088140.0,25644954.0,1290319.0,1665431.0,-150000.0,-108600.0,-590889.0,-539011.0,1339674.0,84140328.0,452589.0,,1729628.0,-283522.0,535431.0,27431072.0,,,,,-535431.0,33559647.0,33279923.0,-160084.593761,7667397.0,0.298983,76791257.0,3409235.0,91146455.0,35152662.0,11899610.0,33571916.0,96751173.0,57574539.0,3946451.0,6105555.0,,123916209.0,12362026.0,-535431.0,-535431.0,,521050.0,35731020.0
