asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AllowanceForDoubtfulAccountsReceivable,BasicAverageShares,BasicEPS,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EnterpriseValue,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InvestedCapital,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ReconciledDepreciation,RetainedEarnings,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkingCapital,WriteOff
2022-12-31,3M,EUR,15369000.0,192281000.0,-17867000.0,,,5479000.0,,14870000.0,14204000.0,,,,14870000.0,,36000.0,213458000.0,,,10719000.0,178453000.0,38000.0,,,,,,,,,7870000.0,,210148000.0,6725000.0,,,-79000.0,-79000.0,,,,,1082000.0,2643000.0,1201000.0,,,,,,,,,,,,,,,,453000.0,1928000.0,179000.0,,,,,,,1497000.0,1415000.0,,,,,9912000.0,9000.0,2911000.0,1569000.0,,27107000.0,668000.0,,0.0,,3839000.0,,-3617000.0,,,,,,1825000.0,238560000.0,,,38011000.0,,200549000.0,25102000.0,22096000.0,-686000.0,,1826000.0,,,35005000.0,5285000.0
2023-03-31,3M,EUR,,389000.0,,60335566.0,-0.001077,,5738000.0,,16881000.0,16881000.0,16642000.0,239000.0,,0.0,,49943000.0,1656000.0,11328000.0,12984000.0,13401000.0,,609000.0,609000.0,60335566.0,-0.001077,-65000.0,314000.0,923000.0,80578518.0,,9249000.0,,,402000.0,402000.0,11000.0,11000.0,25613000.0,4082000.0,14285000.0,18367000.0,,2643000.0,,68058518.0,3800000.0,23000.0,8732000.0,-65000.0,-65000.0,-88000.0,-65000.0,-65000.0,-88000.0,-391000.0,-391000.0,6460000.0,-9249000.0,7292000.0,,1923000.0,,2737000.0,1749000.0,23934000.0,2347000.0,26281000.0,60335566.0,,,179000.0,34349000.0,62000.0,23398000.0,,,32673000.0,,0.0,417000.0,,-88000.0,,609000.0,,60335566.0,-1814000.0,0.0,-9249000.0,0.0,0.0,0.0,,74483000.0,14285000.0,31351000.0,3800000.0,23934000.0,70683000.0,24540000.0,57282000.0,595000.0,26281000.0,417000.0,-1814000.0,-1814000.0,36542000.0,1814000.0
2023-06-30,3M,EUR,20730000.0,49163000.0,,,,,5952000.0,14870000.0,10943000.0,10943000.0,,,14870000.0,33645000.0,,234564000.0,1616000.0,19483000.0,21099000.0,201829000.0,170000.0,682000.0,682000.0,,,-976000.0,2247000.0,2929000.0,69556371.0,,7068000.0,,,2317000.0,2317000.0,14000.0,14000.0,64555000.0,4336000.0,11427000.0,15763000.0,,2643000.0,,55086371.0,2192000.0,-815000.0,19967000.0,-976000.0,-976000.0,-161000.0,-976000.0,-976000.0,-161000.0,-2303000.0,-2303000.0,6790000.0,26577000.0,8122000.0,501000.0,1892000.0,,1373000.0,-2532000.0,36464000.0,-587000.0,35877000.0,60335566.0,9286000.0,,214000.0,-1000.0,972000.0,24574000.0,4266000.0,,166093000.0,,0.0,27401000.0,,-70000.0,,682000.0,-5180000.0,60335566.0,,33645000.0,26577000.0,0.0,,0.0,8365000.0,258464000.0,45072000.0,36862000.0,35837000.0,36464000.0,222627000.0,23900000.0,20798000.0,,35877000.0,2405000.0,1556000.0,1556000.0,32735000.0,
2023-09-30,3M,EUR,,,,60335566.0,-0.01016,,5559000.0,,,21912000.0,20475000.0,124000.0,,33202000.0,,,1479000.0,30137000.0,,,,662000.0,662000.0,60335566.0,-0.01016,-613000.0,1940000.0,2602000.0,70506983.0,,7115000.0,,,988000.0,988000.0,,,90923000.0,4080000.0,27584000.0,31664000.0,,,,44587983.0,3958000.0,-1565000.0,57721000.0,-613000.0,-613000.0,952000.0,-613000.0,-613000.0,952000.0,-988000.0,-988000.0,6383000.0,26087000.0,7463000.0,,,,4287000.0,667600.0,52467000.0,3668000.0,56135000.0,60335566.0,,,,,54000.0,52025000.0,,,,21912000.0,0.0,,,952000.0,,662000.0,,60335566.0,-1685000.0,33202000.0,26087000.0,-404400.0,,0.24,,,60786000.0,63280000.0,,52467000.0,,,,2037000.0,56135000.0,,-1685000.0,-1685000.0,,1685000.0
2023-12-31,3M,EUR,31605000.0,251871000.0,-29116000.0,,,5412000.0,,14870000.0,23190000.0,24435000.0,,,14870000.0,36099000.0,16000.0,324427000.0,,44615000.0,44615000.0,262864000.0,207000.0,796000.0,250000.0,,,2666000.0,3518000.0,4314000.0,56874077.0,5759000.0,6929000.0,280987000.0,6998000.0,-2288000.0,-2288000.0,7000.0,7000.0,121100000.0,,40386000.0,40386000.0,1553000.0,2643000.0,1466000.0,47122077.0,4354000.0,-368000.0,61811000.0,2666000.0,2666000.0,3034000.0,2666000.0,2666000.0,3034000.0,-409000.0,-409000.0,6998000.0,29170000.0,8538000.0,483000.0,1911000.0,217000.0,8361000.0,5741720.0,66056000.0,5882000.0,72063000.0,60335566.0,1737000.0,1170000.0,,,4167000.0,16850000.0,15866000.0,104000.0,5294000.0,1245000.0,0.0,57728000.0,1384000.0,5806000.0,0.0,796000.0,-3132000.0,60335566.0,-3636000.0,36099000.0,29170000.0,-971280.0,,0.24,41443000.0,348740000.0,76485000.0,85001000.0,40453000.0,66181000.0,308287000.0,24313000.0,45423000.0,7311000.0,72063000.0,10257000.0,-4047000.0,-4047000.0,61563000.0,2617000.0
2024-03-31,3M,EUR,,,,60335566.0,-0.012215,,,,,17318000.0,,,,35490000.0,,,,37021000.0,,,,731000.0,731000.0,60335566.0,-0.012215,-737000.0,482000.0,1213000.0,50418171.0,,6852000.0,,,1691000.0,1691000.0,8000.0,8000.0,116509000.0,,43998000.0,43998000.0,,,,40666171.0,3972000.0,472000.0,81019000.0,-737000.0,-737000.0,-1209000.0,-737000.0,-737000.0,-1209000.0,-1683000.0,-1683000.0,9311000.0,28638000.0,8056000.0,,,,2860000.0,910000.0,28001000.0,2013000.0,30014000.0,60335566.0,,,,,107000.0,27879000.0,,,,,0.0,,,-1209000.0,,731000.0,,60335566.0,-1647000.0,35490000.0,28638000.0,0.0,0.0,0.0,,,79488000.0,81019000.0,,28001000.0,,,,474000.0,30014000.0,,-1647000.0,-1647000.0,,1647000.0
