symbol,asOfDate,periodType,currencyCode,NetIncome
GAB.MI,2023-03-31,3M,EUR,-65000.0
GAB.MI,2023-06-30,3M,EUR,-976000.0
GAB.MI,2023-09-30,3M,EUR,-613000.0
GAB.MI,2023-12-31,3M,EUR,2666000.0
GAB.MI,2024-03-31,3M,EUR,-737000.0
GAB.MI,2024-03-31,TTM,EUR,371000.0
