asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InvestedCapital,InvestingCashFlow,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RetainedEarnings,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,-1470000.0,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6087000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,7564000.0,37194000.0,,-7951000.0,863000.0,-0.016,6918000.0,3532000.0,-817000.0,14801000.0,7466000.0,9689000.0,548000.0,-29000.0,515000.0,,336000.0,548000.0,14801000.0,14251000.0,0.0,104000.0,51356000.0,14297000.0,14297000.0,,47756000.0,116000.0,2869000.0,2869000.0,2864000.0,2001000.0,61312500.0,-0.017,-981000.0,-160000.0,2709000.0,7466000.0,47508735.0,-2209000.0,3346000.0,3934000.0,8171000.0,9290000.0,45145000.0,4622000.0,63428000.0,5000.0,91000.0,91000.0,40000.0,40000.0,31499000.0,-1406000.0,,2951000.0,2951000.0,1048000.0,2223000.0,1072000.0,37890735.0,769000.0,-329000.0,-414000.0,9782000.0,-981000.0,-981000.0,-652000.0,-981000.0,-981000.0,-981000.0,-652000.0,-479000.0,-366000.0,-2106000.0,-2106000.0,-366000.0,-103000.0,-175000.0,4622000.0,-338000.0,4961000.0,3273000.0,334000.0,1922000.0,235000.0,4602000.0,457680.0,4163000.0,63773000.0,63532000.0,60335566.0,,1989000.0,1119000.0,127000.0,2353000.0,30970000.0,3632000.0,18000.0,2488000.0,2223000.0,-125000.0,0.0,12107000.0,,1070000.0,-251000.0,0.0,1604000.0,-414000.0,104000.0,2869000.0,931000.0,931000.0,-10746000.0,1111000.0,5045000.0,60335566.0,-1484000.0,14251000.0,4961000.0,-454320.0,401000.0,0.24,909000.0,70206000.0,17202000.0,17248000.0,15020000.0,63877000.0,55186000.0,18850000.0,7430000.0,364000.0,315000.0,63532000.0,911000.0,-1893000.0,-1893000.0,3600000.0,1604000.0
2021-12-31,12M,EUR,12533000.0,134734000.0,,-9126000.0,559000.0,0.138,7466000.0,5968000.0,-1035000.0,14870000.0,6645000.0,8252000.0,-821000.0,-13520000.0,-113000.0,,-13122000.0,-821000.0,14870000.0,22431000.0,0.0,110000.0,147055000.0,5718000.0,5718000.0,,127384000.0,68000.0,2641000.0,2641000.0,2625000.0,2066000.0,60268116.0,0.138,8317000.0,11753000.0,14394000.0,6645000.0,118121065.0,-5647000.0,3442000.0,6056000.0,8171000.0,9518000.0,143860000.0,7135000.0,165438000.0,16000.0,27000.0,27000.0,51000.0,51000.0,38872000.0,349000.0,,10723000.0,10723000.0,979000.0,2643000.0,1153000.0,118861065.0,4244000.0,-3917000.0,-12000.0,9796000.0,8317000.0,8317000.0,12234000.0,8317000.0,8317000.0,8317000.0,12234000.0,-802000.0,-554000.0,-5510000.0,-5510000.0,-554000.0,-137000.0,1396000.0,7135000.0,-233000.0,12913000.0,4652000.0,348000.0,2060000.0,195000.0,17676000.0,10811320.0,4477000.0,151628000.0,165548000.0,60335566.0,1000.0,1700000.0,1347000.0,3930000.0,1752000.0,109098000.0,6198000.0,14000.0,2219000.0,1607000.0,-13000.0,0.0,20610000.0,,647000.0,11726000.0,0.0,2630000.0,0.0,110000.0,2641000.0,988000.0,988000.0,-3821000.0,1664000.0,7720000.0,60335566.0,-2633000.0,22431000.0,12913000.0,-787680.0,-508000.0,0.24,1202000.0,169833000.0,33154000.0,16441000.0,26675000.0,151738000.0,143158000.0,22778000.0,15774000.0,12811000.0,578000.0,165548000.0,1879000.0,-3282000.0,-3282000.0,19671000.0,2630000.0
2022-12-31,12M,EUR,15369000.0,192281000.0,,-17867000.0,610000.0,0.193,6645000.0,5479000.0,-555000.0,14870000.0,14204000.0,15773000.0,7559000.0,-26800000.0,573000.0,,-26390000.0,7559000.0,14870000.0,34188000.0,36000.0,119000.0,213458000.0,10719000.0,10719000.0,,178453000.0,38000.0,2668000.0,2668000.0,2668000.0,2058000.0,60196891.0,0.193,11618000.0,13576000.0,16244000.0,14204000.0,75751673.0,9373000.0,-2268000.0,6407000.0,7870000.0,9285000.0,210148000.0,6725000.0,150052000.0,1000.0,511000.0,511000.0,27000.0,27000.0,61979000.0,-101000.0,,17072000.0,17072000.0,1082000.0,2643000.0,1201000.0,63231673.0,3823000.0,-2924000.0,-567000.0,13587000.0,11618000.0,11618000.0,14542000.0,11618000.0,11618000.0,11618000.0,14542000.0,-377000.0,-1126000.0,9234000.0,9234000.0,-1126000.0,139000.0,1021000.0,6725000.0,-178000.0,24903000.0,7746000.0,453000.0,1928000.0,179000.0,25913000.0,18966440.0,-1713000.0,127622000.0,150171000.0,60335566.0,,1497000.0,1415000.0,-410000.0,1404000.0,79170000.0,9912000.0,9000.0,2911000.0,1569000.0,-1703000.0,0.0,27107000.0,,668000.0,13065000.0,0.0,10337000.0,,119000.0,2668000.0,1334000.0,1334000.0,3839000.0,1425000.0,7832000.0,60335566.0,-8635000.0,34188000.0,24903000.0,-2320560.0,-1477000.0,0.24,1825000.0,238560000.0,51260000.0,27791000.0,38011000.0,127741000.0,200549000.0,25102000.0,22096000.0,13608000.0,642000.0,150171000.0,1826000.0,-9669000.0,-9669000.0,35005000.0,10337000.0
2023-12-31,12M,EUR,31605000.0,251871000.0,,-29116000.0,546000.0,0.017,14204000.0,5412000.0,-500000.0,14870000.0,23190000.0,24435000.0,8986000.0,-60355000.0,672000.0,4992000.0,-54540000.0,8986000.0,14870000.0,36099000.0,16000.0,125000.0,324427000.0,44615000.0,44615000.0,,262864000.0,207000.0,2835000.0,2835000.0,2749000.0,2203000.0,61352941.0,0.017,1043000.0,7533000.0,10368000.0,23190000.0,56874077.0,49189000.0,-41947000.0,9742000.0,5759000.0,6929000.0,280987000.0,6998000.0,188222000.0,86000.0,934000.0,934000.0,24000.0,24000.0,121100000.0,1244000.0,,40386000.0,40386000.0,1553000.0,2643000.0,1466000.0,47122077.0,4354000.0,-2784000.0,-661000.0,61811000.0,1043000.0,1043000.0,3827000.0,1043000.0,1043000.0,1043000.0,3827000.0,1726000.0,-3614000.0,48320000.0,48320000.0,-3614000.0,869000.0,679000.0,6998000.0,-500000.0,29170000.0,8538000.0,483000.0,1911000.0,217000.0,19053000.0,7643600.0,-41447000.0,173862000.0,188347000.0,60335566.0,,1737000.0,1170000.0,1771000.0,4538000.0,123272000.0,15866000.0,104000.0,5294000.0,1245000.0,933000.0,0.0,57728000.0,,1384000.0,6599000.0,0.0,7255000.0,,125000.0,2835000.0,1149000.0,1149000.0,-3132000.0,1741000.0,11483000.0,60335566.0,-8274000.0,36099000.0,29170000.0,-2084400.0,2772000.0,0.24,41443000.0,348740000.0,76485000.0,85001000.0,40453000.0,173987000.0,308287000.0,24313000.0,45423000.0,11522000.0,2704000.0,188347000.0,10257000.0,-8685000.0,-8685000.0,61563000.0,7255000.0
