symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,TaxesRefundPaid
REVO.MI,2019-12-31,12M,EUR,1870017.0,-2477903.0,-1336000.0,290934.0,-36528.0,290934.0,-1336000.0,0.0,2160951.0,-402642.0,21636112.0,-23420439.0,0.0,0.0,11442686.0,16526770.0,0.0,-20942536.0,0.0,0.0,933358.0,-2477903.0,24114015.0,1549942.0,11081322.0,-4247546.0
REVO.MI,2020-12-31,12M,EUR,2160951.0,-1047087.0,,7453733.0,-11331953.0,7453733.0,,0.0,9614684.0,1084025.0,769795.0,4552826.0,0.0,0.0,13539943.0,19412973.0,0.0,5599913.0,0.0,0.0,1084025.0,-1047087.0,1816882.0,2177225.0,417667.0,-8938449.0
REVO.MI,2021-12-31,12M,EUR,0.0,-91230257.0,-2004000000.0,12395846.0,971656.0,12395846.0,-2004000000.0,0.0,12395846.0,232667991.0,-131142766.0,-180359636.0,-1000.0,230100000.0,-13842089.0,-11942128.0,0.0,-89128379.0,0.0,0.0,2567991.0,-91230257.0,-39912509.0,6735779.0,1354363.0,403248.0
REVO.MI,2022-06-30,TTM,EUR,,,,,,,,,,,,,,,693477.0,,,,,,,,,,,
REVO.MI,2022-12-31,12M,EUR,12395846.0,-15611158.0,,-7741372.0,-24412796.0,-7741372.0,,0.0,4654474.0,12232684.0,16810310.0,-52395524.0,1000.0,-1247112.0,5316143.0,5212717.0,0.0,-36785366.0,0.0,0.0,13479796.0,-15611158.0,32421468.0,-1062107.0,25702449.0,-7092361.0
REVO.MI,2023-12-31,TTM,EUR,,,,,,,,,,,,,,,10565000.0,,,,,,,,,,,
