asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,HeldToMaturitySecurities,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherInvestments,OtherNonCashItems,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2020-12-31,12M,EUR,1861000.0,5977000.0,,,-197000.0,64000.0,,8691500.0,0.090893,377000.0,-87000.0,1450000.0,366000.0,366000.0,,366000.0,0.0,58000.0,-11000.0,828000.0,-56000.0,-699000.0,-409000.0,-278000.0,-10000.0,1450000.0,0.0,4937000.0,,0.0,14503000.0,10035000.0,341000.0,341000.0,,2603000.0,,271000.0,218000.0,218000.0,218000.0,154000.0,8691500.0,0.090893,790000.0,0.0,1087000.0,1305000.0,366000.0,,-25000.0,2950000.0,,13000.0,,-3000.0,13000.0,191000.0,6174000.0,581000.0,2837000.0,0.0,200000.0,26000.0,26000.0,0.0,0.0,-42000.0,0.0,3501000.0,8041000.0,-85000.0,200000.0,0.0,0.0,,1300000.0,2763000.0,2763000.0,1300000.0,-47000.0,0.0,,415000.0,,,,2738000.0,790000.0,790000.0,790000.0,790000.0,790000.0,790000.0,790000.0,-65000.0,-45000.0,0.0,-1326000.0,-47000.0,-45000.0,1301000.0,-1000.0,581000.0,-19000.0,-1279000.0,4746000.0,,,708000.0,1000.0,1493000.0,929981.149859,100000.0,1544000.0,1293000.0,17340000.0,8691500.0,-1000.0,23000.0,4000.0,191000.0,551000.0,,42000.0,-3000.0,,96000.0,239000.0,161000.0,16000.0,,,0.0,2199000.0,56000.0,1061000.0,5000.0,80000.0,,-65000.0,0.0,-22000.0,14503000.0,218000.0,480000.0,-47000.0,,790000.0,,0.0,0.0,3000.0,13000.0,8691500.0,-191000.0,4937000.0,4746000.0,-48018.850141,271000.0,0.255419,96000.0,-340000.0,11008000.0,7700000.0,3104000.0,4937000.0,16047000.0,6071000.0,973000.0,3468000.0,19000.0,17340000.0,99000.0,-188000.0,-188000.0,,,7432000.0,191000.0
2021-12-31,12M,EUR,2833891.0,6419034.0,,0.0,-157000.0,72109.0,703.0,8691500.0,0.079524,366466.0,-94305.0,1450000.0,373396.0,373396.0,-300000.0,371741.0,1655.0,-16625.0,6930.0,-1859671.0,-134364.0,983042.0,-450787.0,-1478405.0,6930.0,1450000.0,-300000.0,5376084.0,0.0,811.0,16652311.0,12830739.0,6099124.0,6099124.0,46502.0,9564254.0,16630.0,257959.0,338514.0,338514.0,338514.0,266405.0,8691500.0,0.079524,691184.0,0.0,1022320.0,1360834.0,373396.0,,5280217.0,5351366.0,225309.0,-377478.0,-3438.0,-4191.0,7000.0,164521.0,6576000.0,361884.0,2778886.0,263550.0,0.0,73177.0,73177.0,21000.0,21000.0,-69963.0,-70000.0,5351366.0,14060413.0,-4990114.0,703.0,0.0,4900000.0,0.0,1150000.0,2585205.0,2585205.0,1150000.0,-753280.0,4900000.0,17000.0,234187.0,,0.0,0.0,8310933.0,691184.0,691184.0,691184.0,691184.0,691184.0,691184.0,691184.0,-45638.0,-69963.0,-4900000.0,4430217.0,-753280.0,-69963.0,1150000.0,1000.0,361884.0,-44476.0,5183497.0,5211563.0,46502.0,16630.0,715675.0,1000.0,1526627.0,811917.618551,-283173.0,1692359.0,1086527.0,19431197.0,8691500.0,,19971.0,16504.0,164521.0,395000.0,,139513.0,-1.0,25799.0,108538.0,457304.0,121449.0,80060.0,263550.0,-6760.0,0.0,3406854.0,78961.0,949143.0,5437.0,89790.0,0.0,-45638.0,-5100000.0,-48667.0,16652311.0,338514.0,442137.0,-753280.0,89790.0,749786.0,0.0,0.0,200000.0,4191.0,7000.0,8691500.0,-169231.0,5376084.0,5211563.0,-45059.381449,257959.0,0.271781,197899.0,-177675.0,18257847.0,7961289.0,8684329.0,5376084.0,18344670.0,12881763.0,5427108.0,3317509.0,-3214.0,19431197.0,115659.0,-165793.0,-165793.0,,0.0,3266485.0,86201.0
2022-12-31,12M,EUR,2510776.0,7625576.0,-8114053.0,1513575.0,,154376.0,703.0,8691500.0,0.142468,373396.0,-501027.0,1738300.0,1525409.0,1525409.0,-200000.0,1522081.0,3328.0,-7348.0,1152013.0,918511.0,114652.0,-325689.0,-1197822.0,-497696.0,1152013.0,1738300.0,-200000.0,8832058.0,1801875.0,2110.0,19501419.0,13997466.0,1839583.0,1839583.0,127054.0,4984807.0,14996.0,515283.0,552222.0,552222.0,552222.0,397846.0,8691500.0,0.142468,1238259.0,0.0,1893987.0,2446209.0,1525409.0,26798660.0,-149895.0,4511816.0,225309.0,1101908.0,,0.0,8698.0,481136.0,,13226587.0,3859270.0,62483.0,,140445.0,140445.0,,,-139412.0,,4511816.0,15764617.0,-301027.0,703.0,142275.0,0.0,1801875.0,3600000.0,5092976.0,5092976.0,3600000.0,-1092229.0,142275.0,,2975605.0,17730660.0,0.0,1801875.0,5407150.0,1238259.0,1238259.0,1238259.0,1238259.0,1238259.0,1238259.0,1238259.0,-484385.0,-139412.0,200000.0,-5351770.0,-1092229.0,-139412.0,3600000.0,,5112534.0,-16642.0,-4259541.0,8350922.0,127054.0,14996.0,809277.0,,2618169.0,1359688.094735,1602935.0,1890458.0,1968812.0,23360689.0,8691500.0,,22110.0,21856.0,481136.0,,,139412.0,2.0,3641.0,124912.0,277609.0,961353.0,33491.0,62483.0,-4025.0,0.0,3088944.0,0.0,1753542.0,9287519.0,132853.0,0.0,-484385.0,0.0,-16642.0,19501419.0,552222.0,0.0,-1092229.0,132853.0,1296861.0,0.0,0.0,200000.0,0.0,8698.0,8691500.0,-171960.0,8832058.0,8350922.0,-50530.905265,515283.0,0.293853,89527.0,-304844.0,19734114.0,13925034.0,6932559.0,8832058.0,21391877.0,10902056.0,5736648.0,5917249.0,-1033.0,23360689.0,300559.0,-171960.0,-171960.0,,0.0,9012659.0,39107.0
2023-12-31,12M,EUR,2547752.0,5247564.0,-8016716.0,1681410.0,,151876.0,703.0,,,1525409.0,-116999.0,1770250.0,4323524.0,4323524.0,-362870.0,4322276.0,1248.0,151654.0,2798115.0,831819.0,-3431.0,36976.0,2329545.0,3346563.0,2798115.0,1770250.0,-362870.0,9382132.0,199785.0,0.0,14257609.0,13613790.0,929682.0,929682.0,128890.0,4542353.0,,426442.0,454466.0,454466.0,454466.0,302590.0,,,1112541.0,0.0,1848954.0,2303420.0,4323524.0,14023096.0,-1897369.0,3679997.0,225448.0,4661696.0,,-33788.0,15463.0,342260.0,,12929951.0,3777966.0,37590.0,,309971.0,309971.0,,,-277661.0,,3679997.0,14580407.0,-83211.0,703.0,0.0,,199785.0,,4268593.0,4268593.0,,-807102.0,0.0,,2682147.0,11329600.0,,199785.0,874751.0,1112541.0,1112541.0,1112541.0,1112541.0,1112541.0,1112541.0,1112541.0,-13000.0,-277661.0,0.0,-1734284.0,-807102.0,-277661.0,,,4913235.0,-70211.0,-927182.0,9039872.0,,9022.0,810162.0,,2415365.0,1193466.781666,4778695.0,1856976.0,1920990.0,18035575.0,8851250.0,,16008.0,132631.0,342260.0,,142275.0,277661.0,,,146579.0,634174.0,960285.0,81962.0,,,0.0,3293962.0,,1538983.0,9287519.0,84644.0,,-13000.0,,-103999.0,14257609.0,454466.0,,-807102.0,84644.0,1988871.0,,0.0,0.0,33788.0,15463.0,8851250.0,-111945.0,9382132.0,9039872.0,-31019.218334,426442.0,0.277093,98255.0,-522440.0,19012262.0,13650725.0,5198275.0,9382132.0,16114585.0,9630130.0,5398473.0,5087777.0,-32310.0,18035575.0,112036.0,-111945.0,-111945.0,0.0,0.0,9071437.0,27301.0
