symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentsinAssociatesatCost,LandAndImprovements,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkInProcess,WorkingCapital
BWZ.MI,2019-12-31,12M,EUR,,,,,552000.0,233000.0,,,,,,232000.0,,,,,,,,378000.0,,,,,,,,,2369000.0,648000.0,,,,,15000.0,,,,,,,,,,,,18000.0,,,,,118000.0,,,,,,,,,,,,,,,,,
BWZ.MI,2020-12-31,12M,EUR,1588000.0,1826000.0,-2206000.0,-314000.0,0.0,280000.0,1393000.0,1729000.0,658000.0,676000.0,658000.0,658000.0,1729000.0,1608000.0,3364000.0,135000.0,2349000.0,2484000.0,6057000.0,115000.0,8000.0,5195000.0,5450000.0,2140000.0,4117000.0,291000.0,3957000.0,31000.0,2285000.0,0.0,1258000.0,0.0,1258000.0,31000.0,27000.0,1098000.0,1691000.0,1911000.0,-3842000.0,786000.0,50000.0,11182315.0,,554000.0,-606000.0,255000.0,31000.0,-1000.0,305000.0,1525000.0,47000.0,18000.0,2282000.0,0.0,-7327000.0,11182315.0,1608000.0,-3842000.0,524000.0,10815000.0,1608000.0,3742000.0,2706000.0,8109000.0,7451000.0,2052000.0,389000.0,283000.0,-2693000.0
BWZ.MI,2021-12-31,12M,EUR,1812000.0,1287000.0,-2361000.0,-216000.0,0.0,280000.0,1778000.0,1729000.0,445000.0,445000.0,445000.0,0.0,1729000.0,-245000.0,2356000.0,152000.0,2073000.0,2225000.0,5770000.0,71000.0,8000.0,4709000.0,4879000.0,1503000.0,4605000.0,356000.0,3323000.0,31000.0,2803000.0,0.0,1626000.0,1495000.0,3121000.0,31000.0,0.0,89000.0,3123000.0,2244000.0,-5124000.0,828000.0,58000.0,11182315.0,2000.0,583000.0,-601000.0,170000.0,31000.0,-1000.0,189000.0,1522000.0,72000.0,,2232000.0,3083000.0,-9082000.0,11182315.0,-245000.0,-5124000.0,196000.0,9569000.0,1250000.0,5346000.0,-156000.0,9725000.0,7212000.0,3955000.0,231000.0,348000.0,-3414000.0
BWZ.MI,2022-12-31,12M,EUR,1091000.0,1395000.0,-1958000.0,-220000.0,,,1626000.0,1729000.0,98000.0,98000.0,98000.0,0.0,1729000.0,-2264000.0,2095000.0,168000.0,3986000.0,4154000.0,7279000.0,122000.0,8000.0,4090000.0,4207000.0,1615000.0,3973000.0,269000.0,2973000.0,31000.0,,,1458000.0,1251000.0,2709000.0,31000.0,,33000.0,5139000.0,2015000.0,-6471000.0,651000.0,58000.0,11182315.0,,603000.0,-600000.0,117000.0,,-1000.0,147000.0,891000.0,122000.0,,1431000.0,3082000.0,-11470000.0,11182315.0,-2264000.0,-6471000.0,211000.0,8407000.0,-1013000.0,6863000.0,-2231000.0,10638000.0,6311000.0,3359000.0,193000.0,261000.0,-5184000.0
BWZ.MI,2023-12-31,12M,EUR,1108000.0,1029000.0,-2174000.0,-198000.0,,,1483000.0,1729000.0,90000.0,90000.0,90000.0,,1729000.0,-2862000.0,1844000.0,207000.0,5076000.0,5283000.0,8196000.0,,8000.0,4090000.0,4404000.0,1227000.0,4016000.0,143000.0,3089000.0,31000.0,,,1276000.0,875000.0,2151000.0,31000.0,,-7000.0,5861000.0,1842000.0,-7266000.0,702000.0,58000.0,11182315.0,,624000.0,-601000.0,314000.0,,-1000.0,145000.0,934000.0,370000.0,,1470000.0,3082000.0,-12950000.0,11182315.0,-2862000.0,-7266000.0,212000.0,8179000.0,-1987000.0,7434000.0,-2869000.0,11048000.0,6335000.0,2852000.0,217000.0,135000.0,-6352000.0
