symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital
VNT.MI,2020-12-31,12M,EUR,4294869.0,5820804.0,-93276.0,0.0,,2400.0,2000000.0,1151677.0,1151677.0,1151677.0,2000000.0,5163696.0,0.0,9136550.0,396428.0,396428.0,8044.0,5742049.0,0.0,0.0,0.0,0.0,10631.0,2941352.0,,225243.0,0.0,152683.0,6647518.0,2400.0,0.0,0.0,0.0,0.0,1087394.0,1087394.0,0.0,,23380.0,6807.0,332145.0,131967.0,2222344.0,0.0,0.0,308143.0,92443.0,12000000.0,,2930721.0,,,300616.0,201863.0,51765.0,,5054016.0,243376.0,235122.0,0.0,152683.0,3016354.0,12000000.0,5163696.0,2222344.0,1716455.0,12308089.0,6251090.0,1483822.0,5170503.0,7137586.0,3171539.0,1395537.0,458531.0,,,0.0,3394501.0
VNT.MI,2021-12-31,12M,EUR,6092678.0,14167372.0,-121587.0,5441642.0,-209650.0,3600.0,2500114.0,7733932.0,8233932.0,7733932.0,2500114.0,12284265.0,0.0,27574405.0,937653.0,937653.0,58270.0,9999514.0,0.0,0.0,0.0,0.0,2609304.0,7895960.0,14377022.0,685807.0,0.0,210211.0,24668293.0,3600.0,15000.0,0.0,0.0,0.0,11446375.0,11446375.0,15000.0,142991.0,28349.0,108238.0,4650096.0,564220.0,4388305.0,0.0,0.0,825580.0,115943.0,12449570.0,,5286656.0,,,719584.0,657458.0,126009.0,500000.0,8125434.0,491577.0,417565.0,0.0,210211.0,4319616.0,12500570.0,12284265.0,4388305.0,4361046.0,36169128.0,23730640.0,12384028.0,12392503.0,23776625.0,8594723.0,13777111.0,1313172.0,1362165.0,51000.0,0.0,17574891.0
VNT.MI,2022-12-31,12M,EUR,1150342.0,6437844.0,-182915.0,7067730.0,-270976.0,2400.0,2577547.0,5545645.0,7045645.0,5545645.0,2577547.0,11917217.0,0.0,21582437.0,1718917.0,1718917.0,2426.0,8323381.0,0.0,0.0,0.0,0.0,2271139.0,6611607.0,12626316.0,147962.0,0.0,208071.0,20402075.0,2400.0,15000.0,0.0,2055000.0,0.0,6765941.0,6765941.0,2070000.0,2338.0,10764.0,0.0,2939213.0,147962.0,5305610.0,156367.0,0.0,595890.0,43055.0,12756381.0,,4340468.0,,-1.0,3961533.0,137198.0,303518.0,1500000.0,5757252.0,574058.0,0.0,0.0,0.0,2725114.0,12887823.0,11917217.0,5305610.0,7584933.0,30457461.0,18683158.0,8484858.0,11917217.0,18540244.0,8875024.0,10216863.0,645377.0,2852695.0,131442.0,208071.0,13259056.0
VNT.MI,2023-12-31,12M,EUR,2194267.0,6128184.0,,7067730.0,,2400.0,2577546.0,7765942.0,9271478.0,7765942.0,2577546.0,11807483.0,0.0,19160790.0,2172816.0,2172816.0,173208.0,10134701.0,0.0,13200.0,0.0,0.0,1987246.0,8877932.0,,131972.0,0.0,0.0,18873807.0,2400.0,15000.0,0.0,2055000.0,0.0,4893508.0,4893508.0,2070000.0,600000.0,7584.0,0.0,,131972.0,2929551.0,,5400.0,763684.0,43055.0,12739736.0,2.0,6890686.0,1.0,13056.0,2013018.0,124388.0,1528303.0,1505536.0,5402909.0,620114.0,0.0,0.0,0.0,2702034.0,12887734.0,11807483.0,2929551.0,2059617.0,30299350.0,16700991.0,7066324.0,11807483.0,18491867.0,11138560.0,8357166.0,1195624.0,2081518.0,147998.0,0.0,9026089.0
