symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinishedGoods,FixedAssetsRevaluationReserve,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkingCapital
VIA.MI,2019-12-31,12M,EUR,,,,,3000.0,,,,,7273000.0,,,,,,,,,,,2146000.0,,6267000.0,,,,,,,,3000.0,1000.0,,,,,1000.0,1414000.0,,0.0,,,,,,,,3000.0,,,,1000.0,,1000.0,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,
VIA.MI,2020-12-31,12M,EUR,1026000.0,2181000.0,-33621000.0,-1629000.0,1000.0,21000.0,30105000.0,1975000.0,1975000.0,,1975000.0,30105000.0,109569000.0,654000.0,10295000.0,21000.0,4787000.0,4808000.0,10186000.0,880000.0,2153000.0,2886000.0,6267000.0,11000.0,3810000.0,35786000.0,,3029000.0,273974000.0,276220000.0,1000.0,1000.0,,0.0,159618000.0,159618000.0,1000.0,707000.0,18293000.0,0.0,162430000.0,2165000.0,109558000.0,,2238000.0,8605000.0,91000.0,,32910720.0,,1962000.0,-1000.0,11000.0,,-1000.0,,341000.0,2342000.0,2684000.0,,1938000.0,,3000.0,14497000.0,143000.0,25013000.0,32910720.0,109569000.0,109558000.0,423000.0,290929000.0,269187000.0,164426000.0,109569000.0,181360000.0,280634000.0,171174000.0,571000.0,,109000.0
VIA.MI,2021-12-31,12M,EUR,805000.0,2004000.0,-33799000.0,-1453000.0,,270000.0,30105000.0,1205000.0,1230000.0,1204000.0,1000.0,30105000.0,112892000.0,137000.0,8981000.0,49000.0,12676000.0,12725000.0,18751000.0,1338000.0,1141000.0,2181000.0,6267000.0,3000.0,3457000.0,36435000.0,,2324000.0,279313000.0,275510000.0,,1000.0,15014000.0,221000.0,153745000.0,153966000.0,1000.0,229000.0,18293000.0,,165216000.0,2636000.0,112889000.0,0.0,1602000.0,1388000.0,116000.0,,32910720.0,-1000.0,1963000.0,1000.0,3000.0,,,1000.0,913000.0,2991000.0,3181000.0,25000.0,1968000.0,22000.0,5000.0,0.0,143000.0,4360000.0,32910720.0,112892000.0,112889000.0,238000.0,288734000.0,266637000.0,166691000.0,112892000.0,175842000.0,279752000.0,157091000.0,250000.0,250000.0,-9770000.0
VIA.MI,2022-12-31,12M,EUR,883000.0,2408000.0,-33999000.0,-1567000.0,,343000.0,30105000.0,657000.0,658000.0,654000.0,3000.0,30105000.0,116041000.0,290000.0,9238000.0,57000.0,14974000.0,15031000.0,21869000.0,1214000.0,0.0,1904000.0,,2000.0,3975000.0,37091000.0,881000.0,2047000.0,279899000.0,280268000.0,,0.0,14911000.0,286000.0,148884000.0,149170000.0,0.0,,18293000.0,,163201000.0,3092000.0,116039000.0,2902000.0,694000.0,3208000.0,102000.0,,32910720.0,1000.0,1610000.0,,2000.0,,-2000.0,2902000.0,1731000.0,3597000.0,2756000.0,1000.0,2875000.0,20000.0,65000.0,0.0,143000.0,3405000.0,32910720.0,116041000.0,116039000.0,422000.0,293292000.0,264925000.0,164201000.0,116041000.0,177251000.0,284054000.0,155382000.0,261000.0,,-12631000.0
VIA.MI,2023-12-31,12M,EUR,1535000.0,2816000.0,-34271000.0,-1596000.0,,250000.0,30105000.0,830000.0,830000.0,827000.0,3000.0,30105000.0,110821000.0,240000.0,8322000.0,58000.0,19103000.0,19161000.0,25567000.0,300000.0,,1522000.0,,1000.0,4412000.0,37596000.0,0.0,1665000.0,274051000.0,270580000.0,,,14911000.0,192000.0,144127000.0,144319000.0,,,18293000.0,,162400000.0,3325000.0,110820000.0,,254000.0,1641000.0,131000.0,,32910720.0,-2000.0,1615000.0,-334000.0,1000.0,,-3000.0,1000.0,1438000.0,4152000.0,2239000.0,,3110000.0,,327000.0,0.0,143000.0,-2370000.0,32910720.0,110821000.0,110820000.0,447000.0,282480000.0,254948000.0,163480000.0,110821000.0,171659000.0,274157000.0,146092000.0,137000.0,,-17245000.0
