symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfPPE,SaleOfPPE,TaxesRefundPaid
VIA.MI,2019-12-31,12M,EUR,,,-1806000.0,,,,,,,,-1806000.0,,,,,,,,,,0.0,,,,-6000.0,0.0,-14275000.0,-14275000.0,,,,,,,,-6000.0,,,
VIA.MI,2019-12-31,TTM,EUR,,,-1806000.0,,,,,,,,,,,,,,,,-62000.0,,0.0,,,,,,,,,,,,,,,,,,0.0
VIA.MI,2020-12-31,12M,EUR,7278000.0,-257000.0,,-5303000.0,194000.0,842000.0,-1815000.0,4795000.0,3073000.0,-5303000.0,,551000.0,151000.0,151000.0,0.0,1975000.0,-9866000.0,4344000.0,-11000.0,-3428000.0,,-38000.0,425000.0,425000.0,0.0,3000.0,1704000.0,1704000.0,-9866000.0,,-41000.0,4601000.0,,3567000.0,30000.0,0.0,-257000.0,216000.0,0.0
VIA.MI,2021-12-31,12M,EUR,1975000.0,-380000.0,-1806000.0,-770000.0,705000.0,-1090000.0,-182000.0,-40000.0,104000.0,-770000.0,,-5985000.0,187000.0,187000.0,0.0,1205000.0,-545000.0,-929000.0,13000.0,-3064000.0,,324000.0,4360000.0,4360000.0,,7000.0,,,1261000.0,7000.0,317000.0,-549000.0,,3867000.0,25000.0,,-380000.0,697000.0,-359000.0
VIA.MI,2022-12-31,12M,EUR,1205000.0,-630000.0,-1806000.0,-548000.0,276000.0,4058000.0,78000.0,-566000.0,3846000.0,-548000.0,-1806000.0,2101000.0,204000.0,204000.0,0.0,656000.0,-5135000.0,3682000.0,-5559000.0,-2724000.0,0.0,275000.0,3405000.0,3405000.0,,,,,-3329000.0,,275000.0,4312000.0,-1000.0,3850000.0,4000.0,,-630000.0,905000.0,-361000.0
VIA.MI,2023-12-31,12M,EUR,656000.0,-580000.0,-1806000.0,174000.0,383000.0,-3000.0,659000.0,-729000.0,310000.0,174000.0,-1806000.0,-149000.0,274000.0,274000.0,0.0,830000.0,-4145000.0,-2362000.0,-866000.0,-6889000.0,42000.0,6101000.0,-2370000.0,-2370000.0,,,,,-2339000.0,,6101000.0,-1782000.0,,8212000.0,23000.0,,-580000.0,6681000.0,-415000.0
VIA.MI,2023-12-31,TTM,EUR,656000.0,-580000.0,-1806000.0,174000.0,383000.0,-3000.0,659000.0,-729000.0,310000.0,174000.0,-1806000.0,-149000.0,274000.0,274000.0,0.0,830000.0,-4145000.0,-2362000.0,-866000.0,-6889000.0,42000.0,6101000.0,-2370000.0,-2370000.0,,,,,-2339000.0,,6101000.0,-1782000.0,,8212000.0,23000.0,,-580000.0,6681000.0,-415000.0
