symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
MN.MI,2019-12-31,12M,EUR,,,,0.0,,,434000.0,5605000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,434000.0,,7114000.0,20602000.0,,,,,,,,,,,,,,,153000.0,,,,,,,,,23598000.0,,0.0,,,,,,,,,,,,,,,,,,,
MN.MI,2020-12-31,12M,EUR,212174000.0,168136000.0,-97277000.0,,-61817000.0,28200000.0,1132000.0,5605000.0,82724000.0,67979000.0,108197000.0,113578000.0,107469000.0,728000.0,67979000.0,172409000.0,,516125000.0,11710000.0,73359000.0,85069000.0,458311000.0,820000.0,,94419000.0,46927000.0,187336000.0,229953000.0,194412000.0,0.0,111452000.0,311680000.0,,1132000.0,20073000.0,4491000.0,15840000.0,903000.0,71014000.0,65912000.0,136926000.0,20073000.0,45702000.0,23737000.0,7000.0,31074000.0,97135000.0,-14927000.0,53488000.0,30380000.0,31499000.0,137000.0,259620014.0,140409000.0,270000.0,1083000.0,,100792000.0,164167000.0,86449000.0,5381000.0,326645000.0,0.0,0.0,6572000.0,4503000.0,261458340.0,172409000.0,-14927000.0,8310000.0,876054000.0,238321000.0,221995000.0,172416000.0,703638000.0,359929000.0,245327000.0,13679000.0,1838326.0,2771000.0,10461000.0,57814000.0
MN.MI,2021-12-31,12M,EUR,217795000.0,164971000.0,-104101000.0,,-76654000.0,29558000.0,875000.0,117000.0,84284000.0,67979000.0,90714000.0,90724000.0,94486000.0,-3773000.0,67979000.0,219568000.0,2132000.0,485358000.0,12944000.0,46033000.0,58977000.0,493801000.0,124000.0,53000.0,101318000.0,153016000.0,351823000.0,241625000.0,199419000.0,0.0,120633000.0,384153000.0,,875000.0,17859000.0,,,0.0,71340000.0,118552000.0,189892000.0,17859000.0,47079000.0,24095000.0,13000.0,73871000.0,95318000.0,-132255000.0,71484000.0,35873000.0,32802000.0,129000.0,260408502.0,198807000.0,875000.0,27000.0,-1000.0,131983000.0,173075000.0,70639000.0,10000.0,377484000.0,,0.0,8395000.0,44206000.0,261458340.0,219568000.0,-132255000.0,8833000.0,1023427000.0,338120000.0,248869000.0,219581000.0,803846000.0,538068000.0,310045000.0,27706000.0,1049838.0,1803000.0,10920000.0,-8443000.0
MN.MI,2022-12-31,12M,EUR,252689000.0,161230000.0,-101470000.0,,-76141000.0,1159000.0,,0.0,71262000.0,67979000.0,34941000.0,34953000.0,33074000.0,1867000.0,67979000.0,259562000.0,0.0,430559000.0,13166000.0,26002000.0,39168000.0,455947000.0,0.0,10460000.0,126892000.0,157447000.0,372297000.0,237371000.0,194056000.0,0.0,151353000.0,390172000.0,,,28450000.0,,,0.0,58096000.0,104608000.0,162704000.0,28450000.0,41922000.0,25543000.0,1263000.0,95669000.0,92586000.0,-112735000.0,67878000.0,42255000.0,28350000.0,,260310349.0,214850000.0,1298000.0,1000.0,2000.0,130683000.0,168513000.0,72815000.0,12000.0,402780000.0,,0.0,13790000.0,52067000.0,261458340.0,259562000.0,-112735000.0,9049000.0,1006647000.0,364170000.0,201872000.0,260825000.0,745822000.0,576088000.0,289875000.0,19408000.0,1147991.0,2024000.0,10671000.0,-25388000.0
MN.MI,2023-12-31,12M,EUR,257069000.0,164438000.0,-108230000.0,,-85832000.0,1685000.0,,,72483000.0,67979000.0,49724000.0,49724000.0,47939000.0,1785000.0,67979000.0,288083000.0,0.0,457634000.0,13208000.0,46691000.0,59899000.0,479832000.0,0.0,5738000.0,124329000.0,163400000.0,385116000.0,250270000.0,211723000.0,0.0,149940000.0,404246000.0,,,13340000.0,,,0.0,59275000.0,69472000.0,128747000.0,13340000.0,40839000.0,36899000.0,755000.0,66439000.0,103493000.0,-97033000.0,65788000.0,42365000.0,29191000.0,,260180538.0,221716000.0,260000.0,1573000.0,66000.0,135571000.0,174824000.0,76306000.0,,412569000.0,,0.0,15203000.0,62411000.0,261458340.0,288083000.0,-97033000.0,15541000.0,1036044000.0,357555000.0,188646000.0,288838000.0,747206000.0,578410000.0,267374000.0,19929000.0,1277802.0,2371000.0,10408000.0,-22198000.0
