asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RetainedEarnings,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
2019-12-31,12M,EUR,,,,0.0,,,,434000.0,259643000.0,0.109,,5605000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259643000.0,0.108,,,,,,,,,,-991000.0,,,,,,,,,,,,,,,,,,0.0,434000.0,,7114000.0,20602000.0,,,,,,,,,,,,,,,,,-1069000.0,,,,,,,,,,,-1497000.0,,,,,,,,153000.0,,,,,,,,,,,,,,,,,,23598000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,212174000.0,168136000.0,-97277000.0,,-61817000.0,49946000.0,28200000.0,1132000.0,259116000.0,0.017,42169000.0,5605000.0,-20894000.0,82724000.0,67979000.0,108197000.0,113578000.0,,107469000.0,728000.0,66028000.0,16142000.0,-40000.0,-31875000.0,35385000.0,19612000.0,66028000.0,67979000.0,,172409000.0,,534174000.0,516125000.0,11710000.0,73359000.0,85069000.0,458311000.0,-2954000.0,69825000.0,69825000.0,69826000.0,19880000.0,820000.0,259116000.0,0.017,4503000.0,6627000.0,76453000.0,108197000.0,479039221.0,,-15576000.0,94419000.0,63125000.0,-1608000.0,143000.0,,46927000.0,187336000.0,229953000.0,194412000.0,209819000.0,0.0,,5077000.0,5077000.0,25000.0,25000.0,-2491000.0,111452000.0,311680000.0,-2415000.0,,1132000.0,20073000.0,4491000.0,15840000.0,903000.0,71014000.0,65912000.0,136926000.0,20073000.0,45702000.0,23737000.0,392026221.0,7000.0,-1000.0,-2580000.0,-605000.0,31074000.0,4503000.0,4503000.0,4504000.0,,4503000.0,4503000.0,4503000.0,4504000.0,-16534000.0,-6546000.0,21176000.0,5187000.0,5187000.0,-6546000.0,-8000.0,-117000.0,97135000.0,-4360000.0,-14927000.0,53488000.0,30380000.0,31499000.0,137000.0,76465000.0,4512120.0,84019000.0,214634000.0,-4815000.0,743993000.0,259620014.0,140409000.0,270000.0,6956000.0,1083000.0,,19627000.0,15527000.0,100792000.0,164167000.0,86449000.0,5381000.0,12000.0,0.0,326645000.0,0.0,1550000.0,0.0,-7508000.0,6572000.0,534174000.0,69825000.0,9311000.0,4503000.0,,261458340.0,-12000.0,853000.0,172409000.0,-14927000.0,-2880.0,-2954000.0,0.24,8310000.0,-6949000.0,876054000.0,238321000.0,221995000.0,172416000.0,748808000.0,703638000.0,359929000.0,245327000.0,14800000.0,1494000.0,743993000.0,13679000.0,-12000.0,-12000.0,1838326.0,2771000.0,10461000.0,57814000.0
2021-12-31,12M,EUR,217795000.0,164971000.0,-104101000.0,,-76654000.0,21013000.0,29558000.0,875000.0,260317000.0,0.17,108197000.0,117000.0,-17482000.0,84284000.0,67979000.0,90714000.0,90724000.0,,94486000.0,-3773000.0,-17483000.0,5688000.0,9260000.0,-10222000.0,9635000.0,14361000.0,-17483000.0,67979000.0,0.0,219568000.0,2132000.0,576630000.0,485358000.0,12944000.0,46033000.0,58977000.0,493801000.0,-5646000.0,45941000.0,45941000.0,38565000.0,17552000.0,124000.0,260317000.0,0.17,44206000.0,41255000.0,87196000.0,90714000.0,564810344.0,53000.0,30481000.0,101318000.0,79918000.0,268000.0,-465000.0,34672000.0,153016000.0,351823000.0,241625000.0,199419000.0,230714000.0,0.0,7374000.0,2689000.0,2689000.0,40000.0,40000.0,-2199000.0,120633000.0,384153000.0,-145364000.0,,875000.0,17859000.0,,,0.0,71340000.0,118552000.0,189892000.0,17859000.0,47079000.0,24095000.0,531233344.0,13000.0,-6000.0,-163110000.0,-1516000.0,73871000.0,44206000.0,44206000.0,44212000.0,0.0,44206000.0,44206000.0,44206000.0,44212000.0,-15536000.0,-3089000.0,35186000.0,53646000.0,53646000.0,-3089000.0,-3385000.0,42000.0,95318000.0,-1946000.0,-132255000.0,71484000.0,35873000.0,32802000.0,129000.0,96038000.0,50925920.0,97400000.0,190238000.0,40476000.0,807344000.0,260408502.0,198807000.0,875000.0,4812000.0,27000.0,-1000.0,11637000.0,15533000.0,131983000.0,173075000.0,70639000.0,10000.0,-465000.0,0.0,377484000.0,,38566000.0,0.0,159000.0,8395000.0,576630000.0,45941000.0,9093000.0,44206000.0,34672000.0,261458340.0,-6909000.0,1110000.0,219568000.0,-132255000.0,-2122080.0,-5646000.0,0.24,8833000.0,-9974000.0,1023427000.0,338120000.0,248869000.0,219581000.0,766868000.0,803846000.0,538068000.0,310045000.0,45199000.0,440000.0,807344000.0,27706000.0,-8842000.0,-8842000.0,1049838.0,1803000.0,10920000.0,-8443000.0
2022-12-31,12M,EUR,252689000.0,161230000.0,-101470000.0,,-76141000.0,31912000.0,1159000.0,,260355000.0,0.2,90714000.0,0.0,-34109000.0,71262000.0,67979000.0,34941000.0,34953000.0,-22161000.0,33074000.0,1867000.0,-55773000.0,-18866000.0,-7631000.0,20841000.0,14214000.0,8558000.0,-55773000.0,67979000.0,-22161000.0,259562000.0,0.0,639186000.0,430559000.0,13166000.0,26002000.0,39168000.0,455947000.0,15313000.0,58036000.0,58036000.0,50297000.0,18385000.0,0.0,260355000.0,0.2,52067000.0,69784000.0,127820000.0,34941000.0,579643571.0,10460000.0,-84298000.0,126892000.0,65915000.0,,-38000.0,40276000.0,157447000.0,372297000.0,237371000.0,194056000.0,263817000.0,0.0,7738000.0,2928000.0,2928000.0,71000.0,71000.0,-475000.0,151353000.0,390172000.0,-71499000.0,,,28450000.0,,,0.0,58096000.0,104608000.0,162704000.0,28450000.0,41922000.0,25543000.0,470818571.0,1263000.0,524000.0,-35311000.0,-221000.0,95669000.0,52067000.0,52067000.0,51543000.0,0.0,52067000.0,52067000.0,52067000.0,51543000.0,-24814000.0,-5558000.0,-2167000.0,-44503000.0,-44503000.0,-5558000.0,-29000.0,88000.0,92586000.0,-9295000.0,-112735000.0,67878000.0,42255000.0,28350000.0,,133446000.0,56404083.4,100024000.0,199734000.0,64083000.0,903003000.0,260310349.0,214850000.0,1298000.0,-383000.0,1000.0,2000.0,14386000.0,12474000.0,130683000.0,168513000.0,72815000.0,12000.0,-1961000.0,0.0,402780000.0,,66856000.0,0.0,-6473000.0,13790000.0,639186000.0,58036000.0,11914000.0,52067000.0,40276000.0,261458340.0,-5777000.0,881000.0,259562000.0,-112735000.0,-1288916.6,15313000.0,0.2291,9049000.0,-21907000.0,1006647000.0,364170000.0,201872000.0,260825000.0,838920000.0,745822000.0,576088000.0,289875000.0,72691000.0,2701000.0,903003000.0,19408000.0,-5626000.0,-5626000.0,1147991.0,2024000.0,10671000.0,-25388000.0
2023-12-31,12M,EUR,257069000.0,164438000.0,-108230000.0,,-85832000.0,35438000.0,1685000.0,,,,34941000.0,,-40461000.0,72483000.0,67979000.0,49724000.0,49724000.0,-28685000.0,47939000.0,1785000.0,14783000.0,19593000.0,1661000.0,1254000.0,-17512000.0,4996000.0,14783000.0,67979000.0,-28685000.0,288083000.0,0.0,626471000.0,457634000.0,13208000.0,46691000.0,59899000.0,479832000.0,17924000.0,64712000.0,64712000.0,57369000.0,21931000.0,0.0,,,62411000.0,91105000.0,155817000.0,49724000.0,659854254.0,5738000.0,-75263000.0,124329000.0,81121000.0,,-1158000.0,,163400000.0,385116000.0,250270000.0,211723000.0,278266000.0,0.0,7343000.0,10605000.0,10605000.0,326000.0,326000.0,-2138000.0,149940000.0,404246000.0,-31536000.0,,,13340000.0,,,0.0,59275000.0,69472000.0,128747000.0,13340000.0,40839000.0,36899000.0,558087254.0,755000.0,-165000.0,9908000.0,-347000.0,66439000.0,62411000.0,62411000.0,62576000.0,0.0,62411000.0,62411000.0,62411000.0,62576000.0,-28453000.0,-11842000.0,702000.0,-24662000.0,-24662000.0,-11842000.0,,-1685000.0,103493000.0,-12008000.0,-97033000.0,65788000.0,42365000.0,29191000.0,,155443000.0,62120252.4,121582000.0,203175000.0,75091000.0,904737000.0,260180538.0,221716000.0,260000.0,3449000.0,1573000.0,66000.0,12839000.0,9179000.0,135571000.0,174824000.0,76306000.0,,-3596000.0,0.0,412569000.0,,80500000.0,0.0,-4677000.0,15203000.0,626471000.0,64712000.0,15864000.0,62411000.0,,261458340.0,-3747000.0,1191000.0,288083000.0,-97033000.0,83252.4,17924000.0,0.2226,15541000.0,-22057000.0,1036044000.0,357555000.0,188646000.0,288838000.0,829646000.0,747206000.0,578410000.0,267374000.0,84183000.0,1563000.0,904737000.0,19929000.0,374000.0,374000.0,1277802.0,2371000.0,10408000.0,-22198000.0
