asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AssetsHeldForSaleCurrent,BasicAverageShares,BasicEPS,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EnterpriseValue,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PretaxIncome,Properties,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
2022-12-31,3M,EUR,,,-101470000.0,-76141000.0,,,,,0.0,,,,,33074000.0,1867000.0,,,0.0,,,,,,,,,0.0,,,,,,,10460000.0,126892000.0,157447000.0,,237371000.0,,,0.0,,,,28450000.0,0.0,,104608000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214850000.0,,,2000.0,9347000.0,130683000.0,,72815000.0,12000.0,,,,,13790000.0,,,,,,,,,,,,,,,,,,,,,,1147991.0,,10671000.0,
2023-03-31,3M,EUR,224532000.0,128471000.0,,,7666000.0,0.0,260000000.0,-0.02,,70149000.0,67979000.0,15631000.0,17139000.0,,,67979000.0,253607000.0,,124726000.0,413710000.0,13844000.0,49344000.0,63188000.0,443180000.0,12916000.0,5250000.0,,260000000.0,-0.02,-5200000.0,-8245000.0,4671000.0,675565421.0,,,,388771000.0,,97983000.0,35237000.0,,160708000.0,302951000.0,12388000.0,,,56305000.0,,56305000.0,15683000.0,42864000.0,10506000.0,508646421.0,930000.0,27000.0,33713000.0,-5200000.0,-5200000.0,-5227000.0,0.0,-5200000.0,-5200000.0,-5227000.0,-1166000.0,-1166000.0,97983000.0,-135164000.0,67962000.0,41591000.0,28688000.0,4671000.0,-5200000.0,43482000.0,-8245000.0,159963000.0,260310349.0,83773000.0,148719000.0,-1000.0,,898000.0,605000.0,1000.0,,,87477000.0,,1508000.0,0.0,231273000.0,-8847000.0,0.0,,124726000.0,12916000.0,-5200000.0,260310349.0,253607000.0,-135164000.0,0.0,-3620000.0,0.24,23619000.0,998002000.0,253607000.0,119493000.0,254537000.0,168208000.0,743465000.0,584290000.0,300285000.0,-8245000.0,159963000.0,6741000.0,,2024000.0,,-29470000.0
2023-06-30,3M,EUR,229925000.0,165398000.0,-104366000.0,-78352000.0,8108000.0,0.0,,,0.0,70275000.0,67979000.0,24358000.0,24358000.0,24198000.0,160000.0,67979000.0,239901000.0,0.0,136762000.0,466044000.0,13042000.0,116434000.0,129476000.0,506021000.0,13476000.0,5368000.0,0.0,,,17421000.0,23615000.0,37091000.0,624015978.0,9497000.0,150309000.0,174903000.0,386102000.0,243750000.0,202961000.0,65656000.0,0.0,177118000.0,463125000.0,,13714000.0,0.0,57233000.0,106790000.0,164023000.0,13714000.0,40453000.0,36526000.0,521661978.0,721000.0,-173000.0,198866000.0,17421000.0,17421000.0,17594000.0,0.0,17421000.0,17421000.0,17594000.0,-3960000.0,-3960000.0,98595000.0,-146201000.0,67125000.0,40599000.0,28446000.0,37091000.0,17421000.0,54864000.0,10792000.0,202418000.0,260180538.0,,,,211199000.0,260000.0,1711000.0,-2000.0,,132122000.0,166435000.0,79745000.0,,0.0,368482000.0,21125000.0,0.0,15991000.0,136762000.0,13476000.0,12221000.0,261458340.0,239901000.0,-146201000.0,0.0,3531000.0,0.167148,19425000.0,1046159000.0,346691000.0,293499000.0,240622000.0,191626000.0,805537000.0,580113000.0,299516000.0,22200000.0,202418000.0,6435000.0,1277802.0,2371000.0,10818000.0,-39977000.0
2023-09-30,3M,EUR,265302000.0,226637000.0,,,9074000.0,0.0,,,,71646000.0,67979000.0,27541000.0,30490000.0,,,67979000.0,294396000.0,,195771000.0,517897000.0,13262000.0,60611000.0,73873000.0,503785000.0,14636000.0,5562000.0,,,,54081000.0,66309000.0,80945000.0,825927351.0,,,,385196000.0,,99244000.0,121783000.0,,167586000.0,355007000.0,11486000.0,13931000.0,,58384000.0,,58384000.0,13931000.0,38385000.0,11010000.0,556786351.0,642000.0,-160000.0,33070000.0,54081000.0,54081000.0,54240000.0,0.0,54081000.0,54081000.0,54240000.0,-1037000.0,-1037000.0,99244000.0,-90800000.0,68478000.0,40018000.0,29028000.0,80945000.0,54081000.0,42651000.0,79132000.0,317554000.0,260180538.0,80496000.0,144828000.0,,,260000.0,1784000.0,-1000.0,231000.0,,88234000.0,,2949000.0,0.0,285084000.0,74843000.0,0.0,,195771000.0,14636000.0,66302000.0,260180538.0,294396000.0,-90800000.0,0.0,20602000.0,0.27527,12688000.0,1098276000.0,294396000.0,132257000.0,295038000.0,238422000.0,803238000.0,580379000.0,299453000.0,76510000.0,317554000.0,19782000.0,,2371000.0,,14112000.0
2023-12-31,3M,EUR,257069000.0,164438000.0,-108230000.0,-85832000.0,10590000.0,1685000.0,,,,72483000.0,67979000.0,49724000.0,49724000.0,47939000.0,1785000.0,67979000.0,288083000.0,0.0,169212000.0,457634000.0,13208000.0,46691000.0,59899000.0,479832000.0,16341000.0,5751000.0,0.0,,,-3891000.0,9426000.0,25767000.0,659854254.0,5738000.0,124329000.0,163400000.0,385116000.0,250270000.0,211723000.0,55590000.0,0.0,149940000.0,404246000.0,,13340000.0,0.0,59275000.0,69472000.0,128747000.0,13340000.0,40839000.0,36899000.0,558087254.0,755000.0,141000.0,66439000.0,-3891000.0,-3891000.0,-4031000.0,0.0,-3891000.0,-3891000.0,-4031000.0,-5679000.0,-5679000.0,103493000.0,-97033000.0,65788000.0,42365000.0,29191000.0,25767000.0,-3891000.0,62178000.0,-6588000.0,224802000.0,260180538.0,,,,221716000.0,260000.0,1573000.0,66000.0,4054000.0,135571000.0,174824000.0,76306000.0,,0.0,412569000.0,-6621000.0,0.0,15203000.0,169212000.0,16341000.0,62411000.0,261458340.0,288083000.0,-97033000.0,0.0,-2589000.0,0.391029,15541000.0,1036044000.0,357555000.0,188646000.0,288838000.0,231390000.0,747206000.0,578410000.0,267374000.0,-6282000.0,224802000.0,19929000.0,1277802.0,2371000.0,10408000.0,-22198000.0
2024-03-31,3M,EUR,226016000.0,134202000.0,,,8769000.0,0.0,262703704.0,-0.027,,72261000.0,67979000.0,21306000.0,25273000.0,,,67979000.0,279521000.0,,128137000.0,429775000.0,13124000.0,63052000.0,76176000.0,459518000.0,14435000.0,5666000.0,,262703704.0,-0.027,-7093000.0,-8691000.0,5744000.0,707987653.0,,,,387684000.0,,104207000.0,37964000.0,,162602000.0,342573000.0,8667000.0,14789000.0,,59137000.0,,59137000.0,14789000.0,38329000.0,10630000.0,606220653.0,599000.0,-1015000.0,41746000.0,-7093000.0,-7093000.0,-6078000.0,0.0,-7093000.0,-7093000.0,-6078000.0,-1440000.0,-1440000.0,104207000.0,-108163000.0,64576000.0,41280000.0,29066000.0,5744000.0,-7093000.0,46655000.0,-8691000.0,166101000.0,260180538.0,89236000.0,149616000.0,,,260000.0,1653000.0,,,,93577000.0,,3967000.0,0.0,233726000.0,-10212000.0,0.0,,128137000.0,14435000.0,-7093000.0,260180538.0,279521000.0,-108163000.0,0.0,-4134000.0,0.4,18462000.0,1011611000.0,279521000.0,135313000.0,280120000.0,174792000.0,731491000.0,581836000.0,271973000.0,-8691000.0,166101000.0,7710000.0,,2371000.0,,-29743000.0
