symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentDeferredTaxesAssets,CurrentLiabilities,CurrentProvisions,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,MachineryFurnitureEquipment,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkInProcess,WorkingCapital
ESAU.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESAU.MI,2020-12-31,12M,EUR,2780000.0,6243000.0,-867000.0,7999000.0,-180000.0,1000.0,616000.0,566000.0,2000000.0,7012000.0,9072000.0,7012000.0,2000000.0,17404000.0,20010000.0,168000.0,106000.0,274000.0,,1236000.0,4127000.0,146000.0,1492000.0,97000.0,1166000.0,6423000.0,2070000.0,,-197000.0,3103000.0,17510000.0,1000.0,398000.0,0.0,398000.0,436000.0,3000.0,1203000.0,16238000.0,,256000.0,193000.0,11720000.0,,12000.0,1000.0,1069000.0,1000.0,,507000.0,1018000.0,51000.0,2060000.0,3695000.0,43000.0,0.0,1139000.0,8251000.0,12103000.0,17404000.0,16238000.0,262000.0,22381000.0,17404000.0,672000.0,17407000.0,4974000.0,2371000.0,847000.0,408000.0,383000.0,669000.0,15883000.0
ESAU.MI,2021-12-31,12M,EUR,5526000.0,11208000.0,-1201000.0,7999000.0,-215000.0,1000.0,707000.0,421000.0,2000000.0,8955000.0,11018000.0,8955000.0,2000000.0,21912000.0,27954000.0,170000.0,1000.0,171000.0,,1018000.0,7541000.0,166000.0,2185000.0,97000.0,1345000.0,11423000.0,2238000.0,13000.0,-204000.0,4192000.0,21913000.0,1000.0,251000.0,0.0,251000.0,505000.0,8000.0,1037000.0,20567000.0,,397000.0,229000.0,12720000.0,-1000.0,38000.0,,1248000.0,1000.0,,617000.0,1026000.0,32000.0,2063000.0,7166000.0,57000.0,0.0,1780000.0,12645000.0,13103000.0,21912000.0,20567000.0,417000.0,30338000.0,21912000.0,422000.0,21920000.0,8418000.0,2384000.0,877000.0,1023000.0,383000.0,431000.0,20413000.0
ESAU.MI,2022-12-31,12M,EUR,7115000.0,12008000.0,-1490000.0,7999000.0,-299000.0,1000.0,702000.0,174000.0,2000000.0,9057000.0,11122000.0,9057000.0,2000000.0,25741000.0,33281000.0,174000.0,2000.0,176000.0,55000.0,829000.0,9000000.0,87000.0,3167000.0,98000.0,1368000.0,12307000.0,2330000.0,0.0,-377000.0,7406000.0,25743000.0,1000.0,112000.0,0.0,112000.0,500000.0,12000.0,840000.0,24373000.0,0.0,372000.0,253000.0,12720000.0,-2000.0,90000.0,,1270000.0,1000.0,,772000.0,1128000.0,95000.0,2065000.0,8737000.0,918000.0,0.0,3375000.0,16408000.0,13103000.0,25741000.0,24373000.0,850000.0,35490000.0,25741000.0,176000.0,25753000.0,9737000.0,2209000.0,737000.0,850000.0,383000.0,1241000.0,24281000.0
ESAU.MI,2023-12-31,12M,EUR,5558000.0,11481000.0,-3721000.0,7999000.0,-372000.0,1000.0,1928000.0,430000.0,2000000.0,7959000.0,8174000.0,7959000.0,2000000.0,29509000.0,34608000.0,201000.0,389000.0,590000.0,237000.0,697000.0,8073000.0,87000.0,4361000.0,2736000.0,5073000.0,11853000.0,6777000.0,,-611000.0,12514000.0,30304000.0,1000.0,229000.0,406000.0,635000.0,907000.0,254000.0,3056000.0,24436000.0,0.0,694000.0,340000.0,12890000.0,,,,2337000.0,1000.0,1000.0,1223000.0,3942000.0,281000.0,215000.0,7396000.0,378000.0,0.0,6467000.0,19454000.0,13103000.0,29509000.0,24436000.0,846000.0,42739000.0,29915000.0,1225000.0,29763000.0,12976000.0,8131000.0,4903000.0,615000.0,213000.0,2297000.0,26535000.0
