symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,TaxesRefundPaid
ESAU.MI,2019-12-31,12M,EUR,,,,,,,,-489000.0,,,,,,,-717000.0,,,,,,,,,,,,,-385000.0,,,,,,,,,-145000.0,,,,,,-1120000.0,-324000.0,-385000.0,-717000.0,
ESAU.MI,2019-12-31,TTM,EUR,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,-145000.0,,,,,,-1120000.0,-324000.0,,,
ESAU.MI,2020-12-31,12M,EUR,1141000.0,6925000.0,-1221000.0,-638000.0,87000.0,864000.0,-285000.0,,-1021000.0,661000.0,219000.0,87000.0,-638000.0,0.0,-400000.0,-751000.0,355000.0,1496000.0,7012000.0,-1260000.0,2347000.0,0.0,-1000.0,-2221000.0,0.0,,,-209000.0,-400000.0,2445000.0,2443000.0,-1036000.0,-1000000.0,-209000.0,-209000.0,-13000.0,,-185000.0,3568000.0,,174000.0,48000.0,,,-209000.0,-400000.0,-79000.0
ESAU.MI,2021-12-31,12M,EUR,1168000.0,7012000.0,-1544000.0,-636000.0,1943000.0,-1089000.0,165000.0,,2746000.0,-5000000.0,-3178000.0,1943000.0,-636000.0,101000.0,0.0,1380000.0,363000.0,1531000.0,8955000.0,-785000.0,2743000.0,0.0,0.0,-1559000.0,101000.0,,,,101000.0,5043000.0,5048000.0,-1347000.0,-15000.0,-105000.0,-105000.0,-145000.0,,-197000.0,4287000.0,,-32000.0,38000.0,,,,0.0,-535000.0
ESAU.MI,2022-12-31,12M,EUR,1199000.0,8955000.0,-1404000.0,-1272000.0,102000.0,-4131000.0,-534000.0,,1589000.0,-884000.0,-3960000.0,102000.0,-1272000.0,3000.0,0.0,1723000.0,380000.0,1579000.0,9057000.0,-1403000.0,1495000.0,0.0,0.0,-1394000.0,3000.0,,,,3000.0,5099000.0,5102000.0,-1221000.0,10000.0,1000.0,1000.0,-135000.0,,-183000.0,2899000.0,,9000.0,-31000.0,,,,0.0,-1607000.0
ESAU.MI,2023-12-31,12M,EUR,1378000.0,9057000.0,-7973000.0,-1272000.0,-1098000.0,-4569000.0,441000.0,,-1557000.0,454000.0,-5231000.0,-1098000.0,-1272000.0,961000.0,,1579000.0,672000.0,2050000.0,7959000.0,3860000.0,-6807000.0,0.0,-17000.0,-6124000.0,961000.0,,,,961000.0,4326000.0,4322000.0,-5085000.0,1849000.0,4027000.0,4027000.0,144000.0,,-2888000.0,1166000.0,,137000.0,75000.0,,,,,-1791000.0
ESAU.MI,2023-12-31,TTM,EUR,1378000.0,9057000.0,-7973000.0,-1272000.0,-1098000.0,-4569000.0,441000.0,,-1557000.0,454000.0,-5231000.0,-1098000.0,-1272000.0,961000.0,,1579000.0,672000.0,2050000.0,7959000.0,3860000.0,-6807000.0,0.0,-17000.0,-6124000.0,961000.0,4170000.0,4170000.0,,961000.0,4326000.0,4322000.0,-5085000.0,1849000.0,4027000.0,4027000.0,144000.0,,-2888000.0,1166000.0,1000.0,137000.0,75000.0,,,,,-1791000.0
