symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,DerivativeProductLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkInProcess,WorkingCapital
ELES.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,15000.0,,,,,,,,,,1041000.0,,,,,,,,,,,,,,,,149000.0,,,,,15000.0,,,,198000.0,,214000.0,,,,,,,,,,,,,,,,0.0,,
ELES.MI,2020-12-31,12M,EUR,4722000.0,6202000.0,5348000.0,-62000.0,90000.0,4079000.0,10379000.0,10379000.0,10379000.0,4079000.0,14431000.0,22914000.0,49000.0,2486000.0,2535000.0,,8364000.0,20000.0,20000.0,,4302000.0,6264000.0,3822000.0,,-308000.0,4029000.0,14431000.0,386000.0,41000.0,8312000.0,8353000.0,290000.0,386000.0,1000.0,419000.0,3822000.0,10129000.0,852000.0,201000.0,618000.0,3000.0,11315100.0,859000.0,40000.0,,4302000.0,,384000.0,-1000.0,827000.0,400000.0,239000.0,1055000.0,5549000.0,241000.0,106000.0,3036000.0,2895000.0,1685000.0,11315100.0,14431000.0,10129000.0,1100000.0,32277000.0,14431000.0,10888000.0,14432000.0,17845000.0,9363000.0,9481000.0,0.0,1422000.0,14550000.0
ELES.MI,2021-12-31,12M,EUR,6531000.0,5444000.0,8272000.0,-128000.0,0.0,5239000.0,8656000.0,8656000.0,8656000.0,5239000.0,19464000.0,27128000.0,30000.0,2642000.0,2672000.0,,10644000.0,2000.0,20000.0,0.0,4900000.0,5572000.0,3845000.0,4000.0,-308000.0,7184000.0,25528000.0,,0.0,6064000.0,6064000.0,288000.0,352000.0,1000.0,50000.0,3845000.0,14564000.0,948000.0,198000.0,572000.0,28000.0,13634281.0,3307000.0,1000.0,,4900000.0,1000.0,1000.0,-1000.0,1358000.0,513000.0,228000.0,,7889000.0,255000.0,323000.0,2980000.0,4899000.0,854000.0,13634281.0,19464000.0,14564000.0,1982000.0,37232000.0,25528000.0,6064000.0,19465000.0,17767000.0,10105000.0,7123000.0,,2572000.0,16484000.0
ELES.MI,2022-12-31,12M,EUR,7910000.0,10928000.0,8633000.0,-313000.0,55000.0,5319000.0,8462000.0,8462000.0,8462000.0,5319000.0,20652000.0,35506000.0,253000.0,5714000.0,5714000.0,373000.0,16897000.0,0.0,42000.0,578000.0,9159000.0,11241000.0,7065000.0,107000.0,-326000.0,10032000.0,39758000.0,452000.0,55000.0,13392000.0,13392000.0,613000.0,423000.0,-55000.0,10644000.0,7065000.0,11493000.0,984000.0,563000.0,1104000.0,41000.0,13794935.0,2453000.0,806000.0,,8581000.0,,16000.0,1000.0,2550000.0,896000.0,700000.0,2755000.0,10460000.0,395000.0,151000.0,5746000.0,7182000.0,656000.0,13794935.0,20652000.0,11493000.0,2300000.0,53166000.0,34044000.0,19106000.0,20597000.0,32569000.0,17660000.0,15672000.0,,3134000.0,18609000.0
ELES.MI,2023-12-31,12M,EUR,7579000.0,10904000.0,13230000.0,-302000.0,,7233000.0,7026000.0,12173000.0,7026000.0,7233000.0,26935000.0,38771000.0,,7618000.0,7618000.0,342000.0,18275000.0,,98000.0,578000.0,10277000.0,11206000.0,7600000.0,87000.0,-456000.0,10671000.0,45341000.0,,,10788000.0,10788000.0,440000.0,387000.0,1000.0,11380000.0,7600000.0,16658000.0,1130000.0,546000.0,1226000.0,39000.0,17623887.0,2286000.0,,1000.0,9699000.0,,-2000.0,,2182000.0,1372000.0,700000.0,5147000.0,9761000.0,,334000.0,5841000.0,7939000.0,799000.0,17623887.0,26935000.0,16658000.0,1274000.0,58211000.0,37723000.0,18406000.0,26936000.0,31275000.0,19439000.0,13000000.0,,3090000.0,20496000.0
