asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfCapitalStock,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RetainedEarnings,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,1923000.0,9578500.0,0.0875,,,,,,,,,,,,,,,,,,,5127000.0,,,,,,,,,,,,15000.0,9578500.0,0.0875,,,,,,,,,,,,,,,,,,,,,,,,1041000.0,5127000.0,,,,,,,,,,,,,,,,,,,,,,-166000.0,-166000.0,,,,,,,,,,,,,,,,,,,,149000.0,,,,,,15000.0,,,,,198000.0,,,,,214000.0,,,,,-1743000.0,-59000.0,-628000.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2020-12-31,12M,EUR,4722000.0,6202000.0,5348000.0,-62000.0,1459000.0,1814000.0,11209347.0,0.1503,6153000.0,-2140000.0,90000.0,4079000.0,10379000.0,10379000.0,10379000.0,4226000.0,-259000.0,-574000.0,15000.0,2048000.0,-1187000.0,-156000.0,4225000.0,4079000.0,0.0,14431000.0,316000.0,11297000.0,22914000.0,49000.0,2486000.0,2535000.0,,8364000.0,1814000.0,1814000.0,1814000.0,355000.0,20000.0,11209347.0,0.1308,1685000.0,1539000.0,3353000.0,10379000.0,40937037.0,2784000.0,20000.0,1441000.0,,4302000.0,6264000.0,3822000.0,6810000.0,,,87000.0,87000.0,19000.0,19000.0,-308000.0,4029000.0,14431000.0,-2140000.0,386000.0,316000.0,41000.0,8312000.0,8353000.0,290000.0,386000.0,38245037.0,1000.0,,,316000.0,419000.0,1685000.0,1685000.0,1685000.0,1685000.0,1685000.0,1685000.0,1685000.0,-1901000.0,-143000.0,0.0,2468000.0,2468000.0,-143000.0,2468000.0,,3822000.0,-239000.0,10129000.0,852000.0,201000.0,618000.0,3000.0,3347000.0,1680440.0,3581000.0,5221000.0,1589000.0,18107000.0,11315100.0,1000.0,859000.0,40000.0,,4302000.0,,8000.0,384000.0,-1000.0,330000.0,827000.0,400000.0,239000.0,1055000.0,-42000.0,0.0,5549000.0,231000.0,241000.0,106000.0,1452000.0,3036000.0,,-1901000.0,0.0,-239000.0,2895000.0,11297000.0,1814000.0,,,1685000.0,11315100.0,6000.0,14431000.0,10129000.0,1440.0,-233000.0,0.24,1100000.0,32277000.0,14431000.0,10888000.0,14432000.0,16518000.0,17845000.0,9363000.0,9481000.0,1557000.0,75000.0,18107000.0,0.0,6000.0,6000.0,1422000.0,14550000.0,36000.0
2021-12-31,12M,EUR,6531000.0,5444000.0,8272000.0,-128000.0,1412000.0,,12557492.0,0.068,10379000.0,-2431000.0,0.0,5239000.0,8656000.0,8656000.0,8656000.0,-1723000.0,-3155000.0,-2928000.0,530000.0,1809000.0,-248000.0,-4370000.0,-1723000.0,5239000.0,0.0,19464000.0,,12045000.0,27128000.0,30000.0,2642000.0,2672000.0,,10644000.0,1810000.0,1810000.0,1810000.0,398000.0,2000.0,12557492.0,0.0643,854000.0,1215000.0,3025000.0,8656000.0,48269467.0,2011000.0,20000.0,-3709000.0,0.0,4900000.0,5572000.0,3845000.0,6971000.0,4000.0,0.0,99000.0,99000.0,23000.0,23000.0,-308000.0,7184000.0,25528000.0,-2456000.0,,,0.0,6064000.0,6064000.0,288000.0,352000.0,49901467.0,1000.0,0.0,0.0,4162000.0,50000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,854000.0,-2010000.0,-136000.0,-25000.0,,,-136000.0,-2151000.0,,3845000.0,-421000.0,14564000.0,948000.0,198000.0,572000.0,28000.0,3014000.0,845582.437276,-1278000.0,5851000.0,1120000.0,19016000.0,13634281.0,,3307000.0,1000.0,,4900000.0,1000.0,174000.0,1000.0,-1000.0,475000.0,1358000.0,513000.0,228000.0,,-11000.0,0.0,7889000.0,255000.0,255000.0,323000.0,1116000.0,2980000.0,0.0,,,,4899000.0,12045000.0,1810000.0,,,854000.0,13634281.0,11000.0,19464000.0,14564000.0,2582.437276,262000.0,0.234767,1982000.0,37232000.0,25528000.0,6064000.0,19465000.0,17896000.0,17767000.0,10105000.0,7123000.0,1070000.0,60000.0,19016000.0,,11000.0,11000.0,2572000.0,16484000.0,0.0
2022-12-31,12M,EUR,7910000.0,10928000.0,8633000.0,-313000.0,1490000.0,,13740465.0,0.0087,8656000.0,-3106000.0,55000.0,5319000.0,8462000.0,8462000.0,8462000.0,-194000.0,-1156000.0,741000.0,363000.0,299000.0,-2856000.0,-2879000.0,3827000.0,5319000.0,0.0,20652000.0,,17666000.0,35506000.0,253000.0,5714000.0,5714000.0,373000.0,16897000.0,2007000.0,2007000.0,2007000.0,517000.0,0.0,13740465.0,0.0083,653000.0,1230000.0,3237000.0,8462000.0,25093078.0,3580000.0,42000.0,-2859000.0,578000.0,9159000.0,11241000.0,7065000.0,8421000.0,107000.0,11000.0,226000.0,226000.0,45000.0,45000.0,-326000.0,10032000.0,39758000.0,0.0,452000.0,,55000.0,13392000.0,13392000.0,613000.0,423000.0,21612078.0,-55000.0,3000.0,-923000.0,-14000.0,10644000.0,653000.0,653000.0,653000.0,653000.0,653000.0,656000.0,653000.0,-2415000.0,-265000.0,0.0,,,-265000.0,3594000.0,4029000.0,7065000.0,-691000.0,11493000.0,984000.0,563000.0,1104000.0,41000.0,3246000.0,658853.585657,247000.0,7126000.0,1295000.0,26087000.0,13794935.0,-4021000.0,2453000.0,806000.0,,8581000.0,,129000.0,16000.0,1000.0,724000.0,2550000.0,896000.0,700000.0,2755000.0,-2000.0,0.0,10460000.0,333000.0,395000.0,151000.0,1004000.0,5746000.0,-923000.0,,,,7182000.0,17666000.0,2007000.0,,,656000.0,13794935.0,-9000.0,20652000.0,11493000.0,-3146.414343,351000.0,0.349602,2300000.0,53166000.0,34044000.0,19106000.0,20597000.0,24792000.0,32569000.0,17660000.0,15672000.0,1201000.0,84000.0,26087000.0,,-9000.0,-9000.0,3134000.0,18609000.0,0.0
2023-12-31,12M,EUR,7579000.0,10904000.0,13230000.0,-302000.0,1681000.0,,,,8462000.0,-4122000.0,,7233000.0,7026000.0,12173000.0,7026000.0,-1436000.0,-768000.0,136000.0,-537000.0,-334000.0,961000.0,-824000.0,-1436000.0,7233000.0,0.0,26935000.0,,18669000.0,38771000.0,,7618000.0,7618000.0,342000.0,18275000.0,2503000.0,2503000.0,2486000.0,805000.0,,,,799000.0,2269000.0,4772000.0,7026000.0,33782327.0,4918000.0,98000.0,-1225000.0,578000.0,10277000.0,11206000.0,7600000.0,14116000.0,87000.0,83000.0,952000.0,952000.0,156000.0,156000.0,-456000.0,10671000.0,45341000.0,-9251000.0,,,,10788000.0,10788000.0,440000.0,387000.0,26346327.0,1000.0,0.0,0.0,5628000.0,11380000.0,799000.0,799000.0,800000.0,799000.0,799000.0,798000.0,800000.0,-2824000.0,-826000.0,0.0,,,-826000.0,-710000.0,-5129000.0,7600000.0,-1298000.0,16658000.0,1130000.0,546000.0,1226000.0,39000.0,4853000.0,848202.733485,2897000.0,11817000.0,2299000.0,32785000.0,17623887.0,,2286000.0,,1000.0,9699000.0,,33000.0,-2000.0,,1464000.0,2182000.0,1372000.0,700000.0,5147000.0,-2000.0,0.0,9761000.0,388000.0,,334000.0,1317000.0,5841000.0,0.0,,,,7939000.0,18669000.0,2503000.0,,,799000.0,17623887.0,-81000.0,26935000.0,16658000.0,-31797.266515,517000.0,0.392559,1274000.0,58211000.0,37723000.0,18406000.0,26936000.0,30486000.0,31275000.0,19439000.0,13000000.0,2148000.0,30000.0,32785000.0,,-81000.0,-81000.0,3090000.0,20496000.0,0.0
