symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,IssuanceOfCapitalStock,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE
ELES.MI,2019-12-31,12M,EUR,1923000.0,,,,,,,,,,,,5127000.0,,,,,,,5127000.0,,,,,,,-166000.0,-166000.0,,,,,,,,,-1743000.0,-59000.0,-628000.0
ELES.MI,2020-12-31,12M,EUR,1814000.0,6153000.0,-2140000.0,4226000.0,-259000.0,-574000.0,15000.0,2048000.0,-1187000.0,-156000.0,4225000.0,0.0,316000.0,1814000.0,1814000.0,10379000.0,2784000.0,1441000.0,-2140000.0,316000.0,,316000.0,1685000.0,1685000.0,-1901000.0,0.0,2468000.0,2468000.0,2468000.0,,-239000.0,3581000.0,1000.0,8000.0,231000.0,,-1901000.0,0.0,-239000.0
ELES.MI,2021-12-31,12M,EUR,,10379000.0,-2431000.0,-1723000.0,-3155000.0,-2928000.0,530000.0,1809000.0,-248000.0,-4370000.0,-1723000.0,0.0,,1810000.0,1810000.0,8656000.0,2011000.0,-3709000.0,-2456000.0,,0.0,4162000.0,854000.0,854000.0,-2010000.0,-25000.0,,,-2151000.0,,-421000.0,-1278000.0,,174000.0,255000.0,0.0,,,
ELES.MI,2022-12-31,12M,EUR,,8656000.0,-3106000.0,-194000.0,-1156000.0,741000.0,363000.0,299000.0,-2856000.0,-2879000.0,3827000.0,0.0,,2007000.0,2007000.0,8462000.0,3580000.0,-2859000.0,0.0,,-923000.0,-14000.0,653000.0,656000.0,-2415000.0,0.0,,,3594000.0,4029000.0,-691000.0,247000.0,-4021000.0,129000.0,333000.0,-923000.0,,,
ELES.MI,2023-12-31,12M,EUR,,8462000.0,-4122000.0,-1436000.0,-768000.0,136000.0,-537000.0,-334000.0,961000.0,-824000.0,-1436000.0,0.0,,2503000.0,2503000.0,7026000.0,4918000.0,-1225000.0,-9251000.0,,0.0,5628000.0,799000.0,798000.0,-2824000.0,0.0,,,-710000.0,-5129000.0,-1298000.0,2897000.0,,33000.0,388000.0,0.0,,,
ELES.MI,2023-12-31,TTM,EUR,,8462000.0,-4122000.0,-1436000.0,-768000.0,136000.0,-537000.0,-334000.0,961000.0,-824000.0,-1436000.0,0.0,,2503000.0,2503000.0,7026000.0,4918000.0,-1225000.0,-9251000.0,,0.0,5628000.0,799000.0,798000.0,-2824000.0,0.0,,,-710000.0,-5129000.0,-1298000.0,2897000.0,,33000.0,388000.0,0.0,,,
