symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,DividendsReceivedCFI,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,IssuanceOfCapitalStock,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetOtherFinancingCharges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
BAMI.MI,2019-12-31,12M,EUR,,,-64000.0,,2006853000.0,-788513000.0,,,-64000.0,280588000.0,0.0,,,,,,,,280588000.0,,,,,,0.0,280588000.0,,,,,,,0.0,,0.0,1000.0,,,,52501000.0
BAMI.MI,2020-12-31,12M,EUR,1821607000.0,-152866000.0,,7589080000.0,,,6649808000.0,7589080000.0,,358805000.0,-4080000.0,-280936000.0,,9410687000.0,354725000.0,7292846000.0,-223409000.0,-211357000.0,358805000.0,-68240000.0,-4080000.0,20880000.0,16632000.0,-86494000.0,-68240000.0,358805000.0,-56623000.0,7445712000.0,-126551000.0,1410168000.0,-68240000.0,-86508000.0,-68240000.0,-66358000.0,-4080000.0,,14000.0,,9735000.0,-280936000.0
BAMI.MI,2021-12-31,12M,EUR,9410687000.0,-198527000.0,-90544000.0,19742629000.0,,,18411009000.0,19742629000.0,-90544000.0,,0.0,77587000.0,0.0,29153316000.0,241851000.0,19482742000.0,-111117000.0,-180491000.0,,314000.0,0.0,569068000.0,568784000.0,-106204000.0,314000.0,332395000.0,-74601000.0,19681269000.0,-212983000.0,947989000.0,0.0,-106204000.0,0.0,-92323000.0,0.0,314000.0,0.0,314000.0,17722000.0,
BAMI.MI,2022-12-31,12M,EUR,29153316000.0,-326575000.0,-288336000.0,-16022501000.0,,,-21691478000.0,-16022501000.0,-288336000.0,,-16016000.0,305640000.0,0.0,13130815000.0,-96337000.0,-16002303000.0,-15937000.0,-250436000.0,,74300000.0,191999000.0,685047000.0,684261000.0,-204285000.0,74300000.0,208015000.0,-120451000.0,-15675728000.0,4177183000.0,864603000.0,-700000.0,-204285000.0,-700000.0,-122290000.0,-16016000.0,75000000.0,0.0,75000000.0,1839000.0,
BAMI.MI,2023-12-31,12M,EUR,13130815000.0,-188997000.0,-349519000.0,5370990000.0,,,-4456187000.0,5370990000.0,-349519000.0,,,498046000.0,0.0,18501805000.0,-379607000.0,5704443000.0,-125076000.0,-142843000.0,,40636000.0,-30088000.0,1264453000.0,1264431000.0,-115462000.0,,,-68017000.0,5893440000.0,7895590000.0,816636000.0,-157843000.0,-115462000.0,,-73535000.0,,198479000.0,0.0,,5518000.0,
BAMI.MI,2023-12-31,TTM,EUR,13130815000.0,-188997000.0,-349519000.0,5370990000.0,,,-4456187000.0,5370990000.0,-349519000.0,,,498046000.0,0.0,18501805000.0,-379607000.0,5704443000.0,-125076000.0,-142843000.0,,40636000.0,-30088000.0,1264453000.0,1264431000.0,-115462000.0,,,-68017000.0,5893440000.0,7895590000.0,816636000.0,-157843000.0,-115462000.0,,-73535000.0,,198479000.0,0.0,,5518000.0,
