asOfDate,periodType,currencyCode,AccountsPayable,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,DeferredTax,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EndCashPosition,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,ImpairmentOfCapitalAssets,InsuranceAndClaims,InterestExpense,InterestIncome,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsAndAdvances,IssuanceOfCapitalStock,LandAndImprovements,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingRevenue,OrdinarySharesNumber,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PretaxIncome,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,Receivables,ReconciledDepreciation,RentAndLandingFees,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradingSecurities,TreasurySharesNumber,TreasuryStock
2019-12-31,12M,EUR,,,,,,,1097369000.0,,,,-64000.0,,,2006853000.0,-788513000.0,,,,-64000.0,,280588000.0,0.0,,,,,,,,,,,,164836000.0,,,,,,,,,,,,,,,,,280588000.0,,,,,,,,,9635737000.0,,,,0.0,,,,,,,,0.0,280588000.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,1000.0,,,,,,,,,,,,,,52501000.0,,,,,,,,,,,,
2020-12-31,12M,EUR,246953000.0,112122000.0,34373563000.0,1509504749.0,0.01,1821607000.0,1126971000.0,-152866000.0,7100000000.0,17804513000.0,,864699000.0,7589080000.0,,,6649808000.0,7589080000.0,7100000000.0,,12225207000.0,358805000.0,-4080000.0,-280936000.0,277559000.0,165437000.0,3696478000.0,1509504749.0,0.01,20880000.0,,9410687000.0,1466530000.0,354725000.0,310412000.0,7292846000.0,-223409000.0,257345000.0,720913000.0,51100000.0,1218632000.0,2392442000.0,36721000.0,9287000.0,460005000.0,2416605000.0,29012731000.0,-211357000.0,1160040000.0,41292541000.0,42957313000.0,358805000.0,1101844000.0,17547804000.0,1664772000.0,2728374092.0,1894000.0,4248000.0,-68240000.0,-4080000.0,1865343000.0,20880000.0,20880000.0,16632000.0,0.0,-212130000.0,20880000.0,20880000.0,16632000.0,16632000.0,-86494000.0,1956600000.0,-68240000.0,358805000.0,2392442000.0,-56623000.0,11006575000.0,96385480.0,7445712000.0,3289502000.0,4035352000.0,1509056467.0,695417000.0,1167532000.0,-126551000.0,412966000.0,1619501000.0,1290598000.0,4502000.0,63808000.0,1998168000.0,-249328000.0,1410168000.0,-68240000.0,-86508000.0,-68240000.0,-66358000.0,75920000.0,277559000.0,21821000.0,-4080000.0,,20880000.0,,14000.0,,9735000.0,10740000.0,731653000.0,1515182126.0,-66323000.0,12225207000.0,11006575000.0,-15917520.0,-265960000.0,0.24,1386114000.0,-280936000.0,183685182000.0,29012731000.0,17547804000.0,12227101000.0,171458081000.0,4035352000.0,131714000.0,-66323000.0,-66323000.0,2738529000.0,6125659.0,14002000.0
2021-12-31,12M,EUR,233916000.0,114457000.0,32159767000.0,1510823282.0,0.38,9410687000.0,1020850000.0,-198527000.0,7100000000.0,39778483000.0,-90544000.0,793770000.0,19742629000.0,,,18411009000.0,19742629000.0,7100000000.0,-90544000.0,13094951000.0,,0.0,77587000.0,280285000.0,165828000.0,2138600000.0,1510823282.0,0.38,569068000.0,0.0,29153316000.0,1479459000.0,241851000.0,,19482742000.0,-111117000.0,32382000.0,753798000.0,54858000.0,1213722000.0,2172466000.0,141633000.0,10472000.0,409048000.0,2425188000.0,28536196000.0,-180491000.0,1105779000.0,38113680000.0,39907796000.0,,1004302000.0,16115117000.0,1794116000.0,3990657303.0,1108000.0,284000.0,314000.0,0.0,,569068000.0,569068000.0,568784000.0,,0.0,569068000.0,569068000.0,568784000.0,568784000.0,-106204000.0,2016140000.0,314000.0,332395000.0,2172466000.0,-74601000.0,11881229000.0,698395240.0,19681269000.0,3147510000.0,4371885000.0,1511612615.0,1092832000.0,1158864000.0,-212983000.0,389612000.0,1652139000.0,1168164000.0,7019000.0,98392000.0,2028522000.0,653739000.0,947989000.0,0.0,-106204000.0,0.0,-92323000.0,58235000.0,280285000.0,33103000.0,0.0,,569068000.0,314000.0,0.0,314000.0,17722000.0,9501000.0,763299000.0,1515182126.0,-148652000.0,13094951000.0,11881229000.0,-19324760.0,84955000.0,0.13,2166140000.0,,200489216000.0,28536196000.0,16115117000.0,13096059000.0,187393157000.0,4371885000.0,142467000.0,-148652000.0,-148652000.0,2349049000.0,3569511.0,8159000.0
2022-12-31,12M,EUR,197182000.0,130822000.0,40266558000.0,1508790220.0,0.45,29153316000.0,923282000.0,-326575000.0,7100000000.0,15022083000.0,-288336000.0,683562000.0,-16022501000.0,,,-21691478000.0,-16022501000.0,7100000000.0,-288336000.0,13015776000.0,,-16016000.0,305640000.0,312222000.0,181400000.0,2549776000.0,1508790220.0,0.45,685047000.0,0.0,13130815000.0,3912211000.0,-96337000.0,,-16002303000.0,-15937000.0,-93501000.0,626666000.0,56709000.0,1255124000.0,2079406000.0,108347000.0,62650000.0,595587000.0,2937053000.0,29153288000.0,-250436000.0,955283000.0,49758890000.0,51411438000.0,,994246000.0,16765433000.0,1652548000.0,5030920666.0,720000.0,786000.0,74300000.0,191999000.0,1115429000.0,685047000.0,685047000.0,684261000.0,,-8132000.0,685047000.0,685047000.0,684261000.0,684261000.0,-204285000.0,2341466000.0,74300000.0,208015000.0,2079406000.0,-120451000.0,11760652000.0,823405891.3,-15675728000.0,3133339000.0,4695281000.0,1509022646.0,1389794000.0,1198415000.0,4177183000.0,395727000.0,3401386000.0,1085160000.0,7831000.0,197580000.0,3770232000.0,1004961000.0,864603000.0,-700000.0,-204285000.0,-700000.0,-122290000.0,50567000.0,312222000.0,194982000.0,-16016000.0,69221000.0,685047000.0,75000000.0,0.0,75000000.0,1839000.0,13453000.0,640119000.0,1515182126.0,-193531000.0,13015776000.0,11760652000.0,-61030108.7,320700000.0,0.3191,3292854000.0,,189808134000.0,29153288000.0,16765433000.0,13016496000.0,176791638000.0,4695281000.0,171664000.0,-191257000.0,-191257000.0,1627310000.0,6159480.0,18266000.0
2023-12-31,12M,EUR,226279000.0,131012000.0,46715391000.0,1508223442.0,0.838372,13130815000.0,,-188997000.0,7100000000.0,19869495000.0,-349519000.0,459496000.0,5370990000.0,,,-4456187000.0,5370990000.0,7100000000.0,-349519000.0,14038092000.0,,,498046000.0,277087000.0,146075000.0,2097581000.0,1508223442.0,0.838372,1264453000.0,0.0,18501805000.0,7941016000.0,-379607000.0,,5704443000.0,-125076000.0,-75018000.0,610256000.0,56709000.0,1257425000.0,2035759000.0,147467000.0,155517000.0,3188347000.0,6559149000.0,37317655000.0,-142843000.0,822194000.0,59851519000.0,61305768000.0,,889908000.0,23953077000.0,1454249000.0,7210816276.0,68000.0,22000.0,40636000.0,-30088000.0,3410068000.0,1264453000.0,1264453000.0,1264431000.0,,,1264453000.0,1264453000.0,1264431000.0,1264431000.0,-115462000.0,3370802000.0,,,2035759000.0,-68017000.0,12780667000.0,1426556847.4,5893440000.0,3184834000.0,5653093000.0,1508223442.0,1465843000.0,1200716000.0,7895590000.0,365518000.0,2015966000.0,1145851000.0,2002000.0,171823000.0,2610158000.0,1777654000.0,816636000.0,-157843000.0,-115462000.0,,-73535000.0,139305000.0,277087000.0,183019000.0,,79150000.0,1264453000.0,198479000.0,0.0,,5518000.0,15417000.0,625673000.0,1515182126.0,-228619000.0,14038092000.0,12780667000.0,-65794152.6,513223000.0,0.2887,4372321000.0,,202131973000.0,37317655000.0,23953077000.0,14038160000.0,188093813000.0,5653093000.0,367913000.0,-227898000.0,-227898000.0,2391245000.0,6958684.0,22936000.0
