asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RetainedEarnings,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,17420592.0,,84742.0,85000.0,656103.0,,,,,,,,,,18719742.0,,,,,-223000.0,,,,,,0.0,,,,,,35633179.0,,,-71000.0,,,9547994.0,9463252.0,,,,,,,,,,,,,196523.0,,,,,,,,1175917.0,,,,,,,,,,,,,,,56278477.0,,,,,,,,72961118.0,,,,,,,,,,,,,,3.0,-1.0,,,,,,,,,,,,,,,-3000.0,-1.0,5464370.0,,,,,-1.0,,,,,,,,-170570.0,,,-490000.0,,,,-61000.0,,,,,,,511489.0,511489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,45578043.0,22926000.0,,17420592.0,-2306000.0,,91000.0,,14000000.0,0.295,18949936.0,36015489.0,-9494311.0,4031297.0,28840041.0,46821800.0,46821800.0,46526000.0,46822000.0,27871863.0,418226.0,3800000.0,1111000.0,6418333.0,1309875.0,10733307.0,27871863.0,28840041.0,0.0,61085519.0,12861887.0,131089704.0,86785699.0,2084298.0,,2084298.0,90727573.0,10000.0,10854156.0,10854156.0,,,14000000.0,0.295,4132036.0,7168703.0,18022859.0,46821800.0,-5757950.0,-0.31948,-0.031888,703762.0,9819184.0,3908000.0,196523.0,18100338.0,11071229.0,350078.0,19634199.0,25232000.0,123825539.0,49480445.0,,1597000.0,1597000.0,322000.0,322000.0,-1875483.0,-69000.0,10337000.0,61085519.0,-9541970.0,703762.0,1396719.0,31500000.0,19997491.0,1946999.0,,1946999.0,31500000.0,-17592000.0,1396719.0,126172.0,51573472.0,35000050.0,,4132036.0,4132036.0,4132037.0,4132036.0,4132036.0,5571703.0,4132036.0,-70400.0,-1876000.0,-47659.0,13908000.0,13908000.0,-1876000.0,,,123825539.0,-9423911.0,0.0,41451320.0,1519312.0,6099421.0,4729842.0,18723015.0,4651279.487632,27594649.0,41362291.0,8118154.0,180570149.0,14000020.0,1.0,,1.0,1.0,19634199.0,-1.0,1875483.0,2.0,-436.0,28000.0,1866000.0,4556000.0,123825539.0,1932000.0,,-20737.0,0.0,51103003.0,-1284000.0,428000.0,5571703.0,0.0,61000.0,-70400.0,-47659.0,-9423911.0,6498000.0,131089704.0,10854156.0,,,-17592000.0,4132036.0,31406062.0,42477291.0,14000020.0,-700156.0,61085519.0,41451320.0,-180912.512368,1439666.0,0.258389,4340899.0,-1440000.0,233865230.0,61085519.0,4031297.0,61085519.0,172451995.0,172779711.0,147079531.0,82052138.0,7447186.0,601000.0,180570149.0,968960.0,-700156.0,-700156.0,-3941874.0,700156.0
2021-12-31,12M,EUR,69881105.0,28438000.0,-126102000.0,,-2788000.0,,,,14000000.0,0.16,46821800.0,127041000.0,-7132743.0,10477521.0,28840041.0,57371558.0,57372626.0,57023000.0,57372000.0,10549758.0,-9091576.0,1248930.0,,24303062.0,-6265961.0,9067751.0,10549758.0,28840041.0,,63136988.0,1014000.0,227097408.0,116434449.0,6419177.0,,6419177.0,125482033.0,,16993229.0,16993229.0,,,14000000.0,0.16,2293598.0,4750437.0,21743666.0,57371558.0,-1734931.0,-0.07979,-0.006122,703424.0,-12641302.0,7495000.0,,23191060.0,8291623.0,350000.0,19548027.0,31226000.0,253238000.0,56298314.0,,1553000.0,1553000.0,133000.0,133000.0,-1731270.0,-24000.0,19402000.0,63136988.0,-7132743.0,703424.0,1396719.0,5000000.0,85167000.0,4058344.0,,4058344.0,5000000.0,-19023673.0,1396719.0,1183279.0,18708000.0,48300069.0,,2293598.0,2293598.0,2293598.0,2293598.0,2293598.0,3197437.0,2293598.0,0.0,-1922000.0,0.0,-5288673.0,-14023673.0,-1922000.0,51000000.0,,127136000.0,-7132743.0,8735000.0,43588961.0,1097983.0,5565579.0,7485702.0,22497805.0,2834559.933612,30323803.0,50473567.0,5824747.0,283395722.0,14000020.0,,,,,19198027.0,,1933270.0,,689.0,60000.0,1511000.0,6178000.0,21308000.0,6557000.0,1068.0,,0.0,77148105.0,,1962000.0,3197437.0,0.0,,0.0,0.0,-7132743.0,11931000.0,227097408.0,16993229.0,,,-19023673.0,2293598.0,45350944.0,53642567.0,14000020.0,-754139.0,63136988.0,43588961.0,-213177.066388,903839.0,0.282676,2702823.0,-867884.0,266316602.0,63136988.0,10477521.0,63136988.0,277570975.0,203179614.0,149882153.0,77697581.0,5130707.0,502000.0,283395722.0,1089000.0,-754139.0,-754139.0,-9047584.0,754139.0
2022-12-31,12M,EUR,74111274.0,33176000.0,-140281000.0,,-3034000.0,,,,14000000.0,0.01,57371558.0,358000.0,-3004783.0,14701034.0,28840041.0,26622652.0,29648372.0,26194000.0,26623000.0,-27724255.0,-5860987.0,-1811988.0,,4230169.0,-5149094.0,-9347755.0,-27724255.0,28840041.0,,63677562.0,184000.0,251037526.0,102816522.0,8515823.0,,8515823.0,118625826.0,,17090018.0,17090018.0,,,14000000.0,0.01,154306.0,1928068.0,19018086.0,26622652.0,7533058.0,,,703424.0,-34790714.0,8826000.0,,7066459.0,7964164.0,350000.0,19546574.0,36210000.0,264425000.0,57929075.0,,1307000.0,1307000.0,240000.0,240000.0,-2070748.0,-120000.0,25263000.0,63677562.0,-3004783.0,703424.0,1396719.0,6287862.0,85255000.0,6185211.0,,6185211.0,6287862.0,-32380406.0,1396719.0,1236423.0,130461000.0,41160058.0,,154306.0,154306.0,154307.0,154306.0,154306.0,621068.0,154306.0,-303851.0,-2058000.0,0.0,-26092544.0,-26092544.0,-2058000.0,,,124144000.0,-2700932.0,,44130988.0,1956618.0,6220506.0,6279039.0,19648784.0,633636.48,10071242.0,54636598.0,3292477.0,308966601.0,14000020.0,-3024651.0,,,,19196574.0,,2070748.0,,-1199.0,30000.0,1718000.0,6457000.0,48167000.0,6805000.0,3025720.0,,0.0,82470274.0,,890000.0,621068.0,0.0,,-303851.0,0.0,-2700932.0,16557000.0,251037526.0,17090018.0,,,-32380406.0,154306.0,49003434.0,56967598.0,14000020.0,-630698.0,63677562.0,44130988.0,-151367.52,466761.0,0.24,7034150.0,-362836.0,250563857.0,63677562.0,14701034.0,63677562.0,305674124.0,186886295.0,147747335.0,68260469.0,2691815.0,991000.0,308966601.0,1902000.0,-630698.0,-630698.0,-15809304.0,630698.0
2023-12-31,12M,EUR,78317270.0,26958000.0,-152985000.0,,-2590000.0,,,,14000000.0,0.21,26622652.0,358000.0,-2217463.0,21131531.0,28840041.0,36032058.0,39057778.0,,36032000.0,9409406.0,1551728.0,1066689.0,,4205996.0,5802074.0,12260049.0,9409405.0,28840041.0,,66632433.0,818000.0,271001623.0,104183746.0,9673580.0,,9673580.0,121740669.0,,16402446.0,16402446.0,,,14000000.0,0.21,2958814.0,6844605.0,23247051.0,36032058.0,32250061.0,,,703424.0,-25587361.0,9377000.0,,34996766.0,8258591.0,350000.0,19526664.0,29548000.0,276594000.0,62892734.0,,2685000.0,2685000.0,756000.0,756000.0,-4215358.0,-147000.0,23711000.0,66632433.0,-2217463.0,703424.0,1396719.0,932270.0,85488000.0,11457951.0,,11457951.0,932270.0,-15522845.0,1396719.0,1368796.0,131378000.0,43120061.0,,2958814.0,2958814.0,2958814.0,2958814.0,2958814.0,4159605.0,2958814.0,0.0,-4546000.0,0.0,-14590575.0,-14590575.0,-4546000.0,,,123609000.0,-2217463.0,,47105769.0,2041362.0,5994365.0,5785698.0,23664257.0,3255581.350189,37214229.0,53754736.0,9137998.0,333894357.0,14000020.0,1.0,,,,19176664.0,,4591333.0,,1607.0,30000.0,1996000.0,7043000.0,58552000.0,6481000.0,3025720.0,,0.0,88512866.0,,877000.0,4159605.0,0.0,,0.0,0.0,-2217463.0,14481000.0,271001623.0,16402446.0,,,-15522845.0,2958814.0,49557145.0,57815736.0,14000020.0,-417206.0,66632433.0,47105769.0,-120438.649811,1200791.0,0.288679,7098968.0,-199203.0,251460915.0,66632433.0,21131531.0,66632433.0,324756359.0,184828482.0,147277169.0,63087813.0,8750938.0,2617000.0,333894357.0,3152596.0,-417206.0,-417206.0,-17556923.0,417206.0
