symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
CLI.MI,2019-12-31,12M,EUR,,,,17420592.0,,656103.0,,,,,,18719742.0,,,,,,,35633179.0,,,,,196523.0,,,,,,,,,,,,56278477.0,,,,,72961118.0,,,,,,,-1.0,5464370.0,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,
CLI.MI,2020-12-31,12M,EUR,45578043.0,22926000.0,,17420592.0,-2306000.0,,36015489.0,4031297.0,28840041.0,46821800.0,46821800.0,46526000.0,46822000.0,28840041.0,61085519.0,12861887.0,86785699.0,2084298.0,,2084298.0,90727573.0,703762.0,3908000.0,196523.0,350078.0,19634199.0,25232000.0,123825539.0,-69000.0,10337000.0,61085519.0,703762.0,1396719.0,19997491.0,1946999.0,,1946999.0,1396719.0,126172.0,51573472.0,,123825539.0,41451320.0,1519312.0,6099421.0,4729842.0,14000020.0,,1.0,1.0,19634199.0,-1.0,2.0,-436.0,4556000.0,123825539.0,1932000.0,,51103003.0,428000.0,0.0,6498000.0,4132036.0,14000020.0,61085519.0,41451320.0,4340899.0,233865230.0,61085519.0,4031297.0,61085519.0,172779711.0,147079531.0,82052138.0,968960.0,-3941874.0
CLI.MI,2021-12-31,12M,EUR,69881105.0,28438000.0,-126102000.0,,-2788000.0,,127041000.0,10477521.0,28840041.0,57371558.0,57372626.0,57023000.0,57372000.0,28840041.0,63136988.0,1014000.0,116434449.0,6419177.0,,6419177.0,125482033.0,703424.0,7495000.0,,350000.0,19548027.0,31226000.0,253238000.0,-24000.0,19402000.0,63136988.0,703424.0,1396719.0,85167000.0,4058344.0,,4058344.0,1396719.0,1183279.0,18708000.0,,127136000.0,43588961.0,1097983.0,5565579.0,7485702.0,14000020.0,,,,19198027.0,,,689.0,6178000.0,21308000.0,6557000.0,1068.0,77148105.0,1962000.0,0.0,11931000.0,2293598.0,14000020.0,63136988.0,43588961.0,2702823.0,266316602.0,63136988.0,10477521.0,63136988.0,203179614.0,149882153.0,77697581.0,1089000.0,-9047584.0
CLI.MI,2022-12-31,12M,EUR,74111274.0,33176000.0,-140281000.0,,-3034000.0,,358000.0,14701034.0,28840041.0,26622652.0,29648372.0,26194000.0,26623000.0,28840041.0,63677562.0,184000.0,102816522.0,8515823.0,,8515823.0,118625826.0,703424.0,8826000.0,,350000.0,19546574.0,36210000.0,264425000.0,-120000.0,25263000.0,63677562.0,703424.0,1396719.0,85255000.0,6185211.0,,6185211.0,1396719.0,1236423.0,130461000.0,,124144000.0,44130988.0,1956618.0,6220506.0,6279039.0,14000020.0,,,,19196574.0,,,-1199.0,6457000.0,48167000.0,6805000.0,3025720.0,82470274.0,890000.0,0.0,16557000.0,154306.0,14000020.0,63677562.0,44130988.0,7034150.0,250563857.0,63677562.0,14701034.0,63677562.0,186886295.0,147747335.0,68260469.0,1902000.0,-15809304.0
CLI.MI,2023-12-31,12M,EUR,78317270.0,26958000.0,-152985000.0,,-2590000.0,,358000.0,21131531.0,28840041.0,36032058.0,39057778.0,,36032000.0,28840041.0,66632433.0,818000.0,104183746.0,9673580.0,,9673580.0,121740669.0,703424.0,9377000.0,,350000.0,19526664.0,29548000.0,276594000.0,-147000.0,23711000.0,66632433.0,703424.0,1396719.0,85488000.0,11457951.0,,11457951.0,1396719.0,1368796.0,131378000.0,,123609000.0,47105769.0,2041362.0,5994365.0,5785698.0,14000020.0,,,,19176664.0,,,1607.0,7043000.0,58552000.0,6481000.0,3025720.0,88512866.0,877000.0,0.0,14481000.0,2958814.0,14000020.0,66632433.0,47105769.0,7098968.0,251460915.0,66632433.0,21131531.0,66632433.0,184828482.0,147277169.0,63087813.0,3152596.0,-17556923.0
