symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFF,InvestingCashFlow,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfInvestmentProperties,PurchaseOfPPE,RepaymentOfDebt,SaleOfInvestment,TaxesRefundPaid
CLI.MI,2020-03-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-742224.0,,,,,,,,
CLI.MI,2022-12-31,3M,EUR,,-830783.0,,,,,,,,,,,,,,,,,,,,,300000.0,,,-529932.0,,,,,,300000.0,,-529932.0,,,
CLI.MI,2023-03-31,3M,EUR,26622652.0,-655032.0,-6402805.0,-2153181.0,4249586.0,-10967106.0,7268423.0,-1602278.0,-6402808.0,4259321.0,4259321.0,20219848.0,-11165846.0,4763038.0,-838846.0,-655032.0,-9042711.0,,1560785.0,2262007.0,0.0,-655032.0,0.0,-9042711.0,-9042711.0,-655032.0,5418070.0,4.0,838846.0,,0.0,,-655032.0,-655032.0,-9042711.0,0.0,-130867.0
CLI.MI,2023-06-30,3M,EUR,20219845.0,,4260807.0,3370181.0,-2052586.0,17766106.0,-13550423.0,5272278.0,4260808.0,4059679.0,4059679.0,21456000.0,-8972154.0,12577930.0,-1530154.0,-639968.0,-4926289.0,,1996215.0,2671993.0,0.0,,,-4926289.0,-4926289.0,,13872930.0,-3025001.0,1530154.0,,0.0,,,,-4926289.0,,130867.0
CLI.MI,2023-09-30,3M,EUR,21456000.0,-103000.0,1441000.0,316000.0,591000.0,-12209000.0,8808000.0,-2666000.0,1541000.0,3903000.0,3903000.0,22896000.0,-4215000.0,5656000.0,-671000.0,-3000.0,-2333000.0,0.0,2697000.0,3850000.0,-3000.0,,,-2333000.0,-2333000.0,-100000.0,5759000.0,-101000.0,671000.0,0.0,-3000.0,,,-100000.0,-2333000.0,,0.0
CLI.MI,2023-12-31,3M,EUR,22896000.0,-819463.0,10110406.0,18728.0,-1721311.0,9615996.0,3276074.0,11256049.0,10010405.0,4180446.0,4180446.0,36032058.0,-1234361.0,11344766.0,-1175358.0,-919463.0,779155.0,,-3295186.0,-4624395.0,3000.0,,,1711425.0,1711425.0,-822463.0,12164229.0,3126001.0,1551333.0,,3000.0,,,-822463.0,779155.0,,-199203.0
CLI.MI,2024-03-31,3M,EUR,36032058.0,-265672.0,-842769.0,934245.0,349407.0,-10899719.0,5302383.0,-4313684.0,-842769.0,3694905.0,3694905.0,35189289.0,-3465346.0,2622577.0,-1030849.0,-265672.0,-1040403.0,,1869656.0,2596745.0,-505.0,,0.0,-1040403.0,-1040403.0,-265167.0,2888249.0,,1030849.0,,-505.0,,,-265167.0,-1040403.0,0.0,-28325.0
CLI.MI,2024-03-31,TTM,EUR,20219848.0,-1828103.0,14969442.0,4639154.0,-2833490.0,4273383.0,3836034.0,9548643.0,14969444.0,15838030.0,15838030.0,35189292.0,-17886861.0,32856305.0,-4407361.0,-1828103.0,-7520537.0,,3267685.0,4494343.0,,,,-6588267.0,-6588267.0,-1827598.0,34684408.0,,4783336.0,,,,,-1827598.0,-7520537.0,,-96661.0
