symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,Depreciation,DepreciationAndAmortization,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FinishedGoods,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebtAndCapitalLeaseObligation,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetBusinessPurchaseAndSale,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfInvestmentProperties,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RetainedEarnings,SaleOfInvestment,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkingCapital,WriteOff
CLI.MI,2022-12-31,3M,EUR,,,-140281000.0,-3034000.0,,,,358000.0,-830783.0,,,,,26194000.0,26623000.0,,,,,,,,,,184000.0,,,,,,,,,,,,,,,,,8826000.0,,,350000.0,,36210000.0,,,,,,,,-120000.0,,,,,,85255000.0,,,,,,130461000.0,,,,,,,,,,,,,300000.0,,,,,-529932.0,,,,,,,,,,,,,,,19196574.0,,-1199.0,,6457000.0,,,,,,890000.0,,0.0,,,300000.0,,-529932.0,16557000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLI.MI,2023-03-31,3M,EUR,63144168.0,25758019.0,,,14000000.0,0.11,26622652.0,,-655032.0,14777197.0,28840041.0,20219845.0,20220913.0,,,-6402805.0,-2153181.0,4249586.0,-10967106.0,7268423.0,-1602278.0,-6402808.0,28840041.0,65238347.0,,65740243.0,86459945.0,8937203.0,8937203.0,101648445.0,4259321.0,4259321.0,14000000.0,0.11,1560785.0,3231294.0,7490615.0,20219848.0,23272715.0,703424.0,-11165846.0,,4763038.0,1866778.0,,19541596.0,,122055588.0,16105086.0,969287.0,969287.0,130441.0,130441.0,-838846.0,,27442509.0,65238347.0,-655032.0,703424.0,1396719.0,,5839994.0,5839994.0,-9042711.0,1396719.0,1267118.0,,38220054.0,,1560785.0,1560785.0,1560785.0,1560785.0,1560785.0,2262007.0,1560785.0,0.0,-838846.0,-655032.0,0.0,-9042711.0,-9042711.0,-838846.0,122055588.0,-655032.0,45696751.0,1894939.0,6024472.0,6039386.0,7640615.0,1664285.011273,5418070.0,12854234.0,3250852.0,81845329.0,14000020.0,4.0,9605655.0,,,838846.0,,577551.0,666139.0,122055588.0,12790842.0,1068.0,0.0,64511529.0,,2262007.0,,,0.0,,-655032.0,-655032.0,,65740243.0,4259321.0,-9042711.0,1560785.0,0.0,11787870.0,13654648.0,14000020.0,-150000.0,65238347.0,45696751.0,-46499.988727,701222.0,0.31,247662.0,-130867.0,232052211.0,65238347.0,14777197.0,65238347.0,78594477.0,166813864.0,145592266.0,65165419.0,3100852.0,81845329.0,701222.0,-150000.0,-150000.0,-15188500.0,150000.0
CLI.MI,2023-06-30,3M,EUR,80910000.0,39258000.0,-146447000.0,,,,20219845.0,358000.0,,12548000.0,28840000.0,21456000.0,21457000.0,,,4260807.0,3370181.0,-2052586.0,17766106.0,-13550423.0,5272278.0,4260808.0,28840000.0,67235000.0,365000.0,69468757.0,100962000.0,6833000.0,6833000.0,114880000.0,4059679.0,4059679.0,,,1996215.0,4330706.0,8390385.0,21456000.0,32356338.0,703000.0,-8972154.0,8898000.0,12577930.0,2270222.0,350000.0,19537000.0,,265427000.0,18510914.0,1658713.0,1658713.0,128559.0,128559.0,-1530154.0,-24000.0,24045000.0,67235000.0,-639968.0,703000.0,1397000.0,85319000.0,5715000.0,5715000.0,-4926289.0,1397000.0,1305000.0,131223000.0,37800054.0,,1996215.0,1996215.0,1996215.0,1996215.0,1996215.0,2671993.0,1996215.0,0.0,-1530154.0,,,-4926289.0,-4926289.0,-1530154.0,118980000.0,,47698000.0,1895000.0,5960000.0,5949000.0,8441385.0,2034316.508874,13872930.0,14257766.0,4253148.0,87979671.0,14000020.0,-3025001.0,,,19187000.0,1530154.0,3000.0,654449.0,7779000.0,48162000.0,9870000.0,1000.0,0.0,91725000.0,923000.0,2671993.0,0.0,,0.0,,,,15171000.0,69468757.0,4059679.0,-4926289.0,3557000.0,,12917130.0,15187352.0,14000020.0,-51000.0,67235000.0,47698000.0,-12898.491126,675778.0,0.252912,5409000.0,130867.0,243474000.0,67235000.0,12548000.0,67235000.0,83726523.0,176239000.0,142512000.0,61359000.0,4202148.0,87979671.0,3036000.0,-51000.0,-51000.0,-13918000.0,51000.0
CLI.MI,2023-09-30,3M,EUR,68702000.0,30452000.0,,,,,21456000.0,,-103000.0,12027000.0,28840000.0,22896000.0,22897000.0,,,1441000.0,316000.0,591000.0,-12209000.0,8808000.0,-2666000.0,1541000.0,28840000.0,69932000.0,,63970000.0,92041000.0,5898000.0,5898000.0,102689000.0,3903000.0,3903000.0,,,2697000.0,4687000.0,8590000.0,22896000.0,31691058.0,703000.0,-4215000.0,,5656000.0,1792000.0,,19532000.0,,115872000.0,17056000.0,837000.0,837000.0,167000.0,167000.0,-671000.0,,23756000.0,69932000.0,-3000.0,703000.0,1397000.0,,6129000.0,6129000.0,-2333000.0,1397000.0,1335000.0,,40600058.0,0.0,2697000.0,2697000.0,2697000.0,2697000.0,2697000.0,3850000.0,2697000.0,-3000.0,-670000.0,,,-2333000.0,-2333000.0,-670000.0,115872000.0,-100000.0,50400000.0,1895000.0,5895000.0,5748000.0,8588000.0,2695598.961039,5759000.0,12537000.0,4519000.0,81026000.0,14000020.0,-101000.0,10041000.0,,,671000.0,-1000.0,392000.0,666000.0,115872000.0,14688000.0,1000.0,0.0,72158000.0,,3850000.0,,0.0,-3000.0,,,-100000.0,,63970000.0,3903000.0,-2333000.0,6254000.0,,11099000.0,12891000.0,14000020.0,2000.0,69932000.0,50400000.0,598.961039,1153000.0,0.299481,248000.0,0.0,231440000.0,69932000.0,12027000.0,69932000.0,76507000.0,161508000.0,139399000.0,58819000.0,4521000.0,81026000.0,2790000.0,2000.0,2000.0,-10648000.0,-2000.0
CLI.MI,2023-12-31,3M,EUR,78317270.0,26958000.0,-152985000.0,-2590000.0,,,22896000.0,358000.0,-819463.0,21131531.0,28840041.0,36032058.0,39057778.0,,36032000.0,10110406.0,18728.0,-1721311.0,9615996.0,3276074.0,11256049.0,10010405.0,28840041.0,66632433.0,818000.0,71822623.0,104183746.0,9673580.0,9673580.0,121740669.0,4180446.0,4180446.0,,,-3295186.0,-5404395.0,-1223949.0,36032058.0,32250061.0,703424.0,-1234361.0,9377000.0,11344766.0,2329591.0,350000.0,19526664.0,29548000.0,276594000.0,11220734.0,-780000.0,-780000.0,330000.0,330000.0,-1175358.0,-147000.0,23711000.0,66632433.0,-919463.0,703424.0,1396719.0,85488000.0,11457951.0,11457951.0,779155.0,1396719.0,1368796.0,131378000.0,43120061.0,,-3295186.0,-3295186.0,-3295186.0,-3295186.0,-3295186.0,-4624395.0,-3295186.0,3000.0,-1507000.0,,,1711425.0,1711425.0,-1507000.0,123609000.0,-822463.0,47105769.0,2041362.0,5994365.0,5785698.0,-1005743.0,-3139699.85396,12164229.0,14105736.0,-2885002.0,83043357.0,14000020.0,3126001.0,,,19176664.0,1551333.0,1607.0,372000.0,7043000.0,58552000.0,6481000.0,3025720.0,0.0,88512866.0,877000.0,-4624395.0,0.0,,3000.0,,,-822463.0,14481000.0,71822623.0,4180446.0,779155.0,2958814.0,,13753145.0,16082736.0,14000020.0,-218206.0,66632433.0,47105769.0,-62719.85396,-1329209.0,0.287434,7098968.0,-199203.0,251460915.0,66632433.0,21131531.0,66632433.0,85928359.0,184828482.0,147277169.0,63087813.0,-3073062.0,83043357.0,3152596.0,-218206.0,-218206.0,-17556923.0,218206.0
CLI.MI,2024-03-31,3M,EUR,67417551.0,21645533.0,,,14000000.0,0.13,36032058.0,,-265672.0,21010565.0,28840041.0,35189289.0,38215009.0,,,-842769.0,934245.0,349407.0,-10899719.0,5302383.0,-4313684.0,-842769.0,28840041.0,68502090.0,,65714555.0,97150827.0,10353997.0,10353997.0,113033923.0,3694905.0,3694905.0,14000000.0,0.13,1869656.0,3896445.0,7591350.0,35189289.0,29170057.0,703424.0,-3465346.0,,2622577.0,1981575.0,,19521736.0,,121466574.0,16232198.0,1299700.0,1299700.0,268852.0,268852.0,-1030849.0,,22803355.0,68502090.0,-265672.0,703424.0,1396719.0,,10656568.0,10656568.0,-1040403.0,1396719.0,1395904.0,,40040057.0,,1869656.0,1869656.0,1869656.0,1869656.0,1869656.0,2596745.0,1869656.0,-505.0,-1030848.0,,0.0,-1040403.0,-1040403.0,-1030848.0,121466574.0,-265167.0,48980354.0,2041362.0,5935967.0,5666348.0,7600596.0,1876313.118576,2888249.0,12595357.0,3636841.0,81946753.0,14000020.0,,12978241.0,1.0,,1030849.0,1.0,508856.0,,121466574.0,14356962.0,3025720.0,0.0,68415310.0,,2596745.0,,,-505.0,,,-265167.0,,65714555.0,3694905.0,-1040403.0,1869656.0,0.0,11144013.0,13125588.0,14000020.0,-9246.0,68502090.0,48980354.0,-2588.881424,727089.0,0.28,129968.0,-28325.0,242280642.0,68502090.0,21010565.0,68502090.0,78309912.0,173778552.0,145129815.0,60744629.0,3627594.0,81946753.0,997759.0,-9246.0,-9246.0,-15883096.0,9246.0
