symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
CLI.MI,2022-12-31,3M,EUR,,,-140281000.0,-3034000.0,358000.0,,,,,26194000.0,26623000.0,,,184000.0,,,,,,8826000.0,350000.0,,36210000.0,,-120000.0,,,,,85255000.0,,,,,130461000.0,,,,,,,,,19196574.0,-1199.0,6457000.0,,,,,890000.0,0.0,16557000.0,,,,,,,,,,,,,,
CLI.MI,2023-03-31,3M,EUR,63144168.0,25758019.0,,,,14777197.0,28840041.0,20219845.0,20220913.0,,,28840041.0,65238347.0,,86459945.0,8937203.0,8937203.0,101648445.0,703424.0,,,19541596.0,,122055588.0,,27442509.0,65238347.0,703424.0,1396719.0,,5839994.0,5839994.0,1396719.0,1267118.0,,122055588.0,45696751.0,1894939.0,6024472.0,6039386.0,14000020.0,9605655.0,,,,666139.0,122055588.0,12790842.0,1068.0,64511529.0,,,,1560785.0,14000020.0,65238347.0,45696751.0,247662.0,232052211.0,65238347.0,14777197.0,65238347.0,166813864.0,145592266.0,65165419.0,701222.0,-15188500.0
CLI.MI,2023-06-30,3M,EUR,80910000.0,39258000.0,-146447000.0,,358000.0,12548000.0,28840000.0,21456000.0,21457000.0,,,28840000.0,67235000.0,365000.0,100962000.0,6833000.0,6833000.0,114880000.0,703000.0,8898000.0,350000.0,19537000.0,,265427000.0,-24000.0,24045000.0,67235000.0,703000.0,1397000.0,85319000.0,5715000.0,5715000.0,1397000.0,1305000.0,131223000.0,118980000.0,47698000.0,1895000.0,5960000.0,5949000.0,14000020.0,,,19187000.0,3000.0,7779000.0,48162000.0,9870000.0,1000.0,91725000.0,923000.0,0.0,15171000.0,3557000.0,14000020.0,67235000.0,47698000.0,5409000.0,243474000.0,67235000.0,12548000.0,67235000.0,176239000.0,142512000.0,61359000.0,3036000.0,-13918000.0
CLI.MI,2023-09-30,3M,EUR,68702000.0,30452000.0,,,,12027000.0,28840000.0,22896000.0,22897000.0,,,28840000.0,69932000.0,,92041000.0,5898000.0,5898000.0,102689000.0,703000.0,,,19532000.0,,115872000.0,,23756000.0,69932000.0,703000.0,1397000.0,,6129000.0,6129000.0,1397000.0,1335000.0,,115872000.0,50400000.0,1895000.0,5895000.0,5748000.0,14000020.0,10041000.0,,,-1000.0,666000.0,115872000.0,14688000.0,1000.0,72158000.0,,,,6254000.0,14000020.0,69932000.0,50400000.0,248000.0,231440000.0,69932000.0,12027000.0,69932000.0,161508000.0,139399000.0,58819000.0,2790000.0,-10648000.0
CLI.MI,2023-12-31,3M,EUR,78317270.0,26958000.0,-152985000.0,-2590000.0,358000.0,21131531.0,28840041.0,36032058.0,39057778.0,,36032000.0,28840041.0,66632433.0,818000.0,104183746.0,9673580.0,9673580.0,121740669.0,703424.0,9377000.0,350000.0,19526664.0,29548000.0,276594000.0,-147000.0,23711000.0,66632433.0,703424.0,1396719.0,85488000.0,11457951.0,11457951.0,1396719.0,1368796.0,131378000.0,123609000.0,47105769.0,2041362.0,5994365.0,5785698.0,14000020.0,,,19176664.0,1607.0,7043000.0,58552000.0,6481000.0,3025720.0,88512866.0,877000.0,0.0,14481000.0,2958814.0,14000020.0,66632433.0,47105769.0,7098968.0,251460915.0,66632433.0,21131531.0,66632433.0,184828482.0,147277169.0,63087813.0,3152596.0,-17556923.0
CLI.MI,2024-03-31,3M,EUR,67417551.0,21645533.0,,,,21010565.0,28840041.0,35189289.0,38215009.0,,,28840041.0,68502090.0,,97150827.0,10353997.0,10353997.0,113033923.0,703424.0,,,19521736.0,,121466574.0,,22803355.0,68502090.0,703424.0,1396719.0,,10656568.0,10656568.0,1396719.0,1395904.0,,121466574.0,48980354.0,2041362.0,5935967.0,5666348.0,14000020.0,12978241.0,1.0,,1.0,,121466574.0,14356962.0,3025720.0,68415310.0,,,,1869656.0,14000020.0,68502090.0,48980354.0,129968.0,242280642.0,68502090.0,21010565.0,68502090.0,173778552.0,145129815.0,60744629.0,997759.0,-15883096.0
