asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,IssuanceOfCapitalStock,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,86743750.0,,,,,,,773168.0,,,,,,,,,-3523.0,,,,,,,,,-2232218.0,,73.0,-4712245.0,,,,,,,,,,,,,,,,,,,,,,,,,1411180.0,,,,,,,,,,,,820917.0,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,5102773.0,,,,,,,,,,,,2.0,,,,,,,,,,,4469908.0,,,,,,,2638244.0,691390.0,,,18677.0,,,-68337564.0,,,,892236.0,,,-4712245.0,,,892480.0,,575576.0,1411180.0,,,693085.0,,,,,,,-1759889.0,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,22722377.0,12660157.0,-84702050.0,86743750.0,-657048.0,626440.0,626440.0,23182141.0,0.58,2627472.0,773168.0,-15808842.0,339708.0,22601885.0,3342518.0,74951482.0,-2743472.0,3337277.0,5240.0,,715045.0,-66257.0,885175.0,2113948.0,4368298.0,7301164.0,715046.0,22601885.0,,141008161.0,37842.0,-4047042.0,4324691.0,123919363.0,110588724.0,192529.0,5160796.0,5353325.0,49150687.0,3159319.0,11010313.0,11636753.0,11636753.0,11010313.0,24459745.0,0.55,13364228.0,17168311.0,28805064.0,3342518.0,204054298.0,-17410856.0,6923407.0,14658103.0,-7652331.0,14136.0,1520168.0,0.0,1510516.0,13317204.0,178471472.0,48035644.0,0.0,484679.0,484679.0,320.0,320.0,-445277.0,,19647515.0,161862297.0,-12341043.0,37842.0,56604623.0,147179.0,15693340.0,15840519.0,0.0,-10377355.0,,100398158.0,238922722.0,0.0,-4009200.0,17511618.0,13364228.0,13364228.0,13364228.0,13364228.0,13364228.0,13364228.0,13364228.0,-863370.0,-484359.0,3345917.0,-10377355.0,-10377355.0,-484359.0,-1.0,1.0,93769422.0,-14823591.0,,139497645.0,1607531.0,,1062790.0,22429478.0,8257139.511258,30466945.0,42186178.0,5849466.0,171955007.0,22754545.0,1.0,-1.0,674009.0,1723375.0,1510516.0,1.0,453259.0,-2.0,414034.0,4911839.0,879621.0,6124505.0,16370832.0,71608964.0,-45248.0,0.0,31974142.0,-62478.0,3700207.0,,16683632.0,0.0,,0.0,-863370.0,0.0,10672898.0,123919363.0,11636753.0,434105.0,434105.0,-10377355.0,-4047042.0,1302709.0,4504379.0,3345917.0,121881.0,233759.0,1520168.0,23571353.0,-1217361.0,1016101.0,141008161.0,139497645.0,1268497.511258,3319404.0,0.198962,1588394.0,-1289441.0,207476191.0,21193844.0,141008161.0,166105541.0,66468030.0,96887467.0,17317343.0,,-56988.0,171955007.0,3127260.0,6375586.0,6375586.0,816808.0,8759287.0,2051209.0,61438037.0,-40100.0
2021-12-31,12M,EUR,32532117.0,29433391.0,-108647497.0,86743750.0,-805860.0,961416.0,961416.0,23940739.0,-0.06,3342518.0,8966872.0,-15920163.0,3912283.0,22770445.0,17118957.0,95090067.0,-3205727.0,17112474.0,6483.0,,13776440.0,-9992403.0,-5944081.0,1995703.0,-7927964.0,-21868745.0,13776440.0,22770445.0,,147217992.0,,,4357327.0,139523367.0,171550251.0,774991.0,68297037.0,69072028.0,109706537.0,-3181485.0,12439664.0,13401080.0,13401080.0,12439664.0,23940739.0,-0.06,-1426751.0,-3889289.0,9511791.0,17118957.0,356871039.0,55950934.0,11395714.0,-21746878.0,8897380.0,-74899.0,,15907954.0,18245629.0,30239251.0,217942395.0,55326189.0,1126429.0,700964.0,700964.0,1588.0,1588.0,-712535.0,,35050484.0,254136082.0,-36347779.0,,66704076.0,3137292.0,38621053.0,41758345.0,90066513.0,-12313170.0,35489.0,116318311.0,373514587.0,-18353280.0,-7011860.0,89799133.0,-1426751.0,-1426751.0,-1426752.0,-1426751.0,-1426751.0,-1426751.0,-1426752.0,-1070725.0,-690705.0,-2314053.0,77753343.0,77753343.0,-690705.0,-11064496.0,,109294898.0,-14609721.0,,128972363.0,3482100.0,,3010691.0,20923182.0,6789450.52,-5826715.0,47972735.0,7353454.0,194849556.0,24254194.0,-1.0,1.0,480744.0,14441839.0,2337675.0,-1.0,727103.0,1.0,1081157.0,194787.0,1287242.0,6276264.0,21595809.0,77971110.0,-123982.0,0.0,39116792.0,-78497.0,3649892.0,,-4590253.0,0.0,0.0,-18353280.0,-1070725.0,-6733936.0,21769285.0,139523367.0,13401080.0,,777162.0,-12313170.0,,1538716.0,-1426751.0,4419883.0,239717.0,,,25560125.0,-2464928.0,1058445.0,147217992.0,128972363.0,-3195189.48,-3163501.0,0.28,11206341.0,-5220015.0,302810211.0,110830373.0,147217992.0,187496102.0,155592219.0,131259960.0,45885682.0,,-8671.0,194849556.0,308411.0,-11411391.0,-11411391.0,1305931.0,15939707.0,1885486.0,61843714.0,-76235.0
2022-12-31,12M,EUR,33450468.0,39347321.0,-114816674.0,86743750.0,-834754.0,935940.0,905136.0,25560125.0,-0.37,17118957.0,8843894.0,-15984238.0,2873792.0,22770445.0,10232262.0,76744846.0,-3866869.0,10224410.0,7853.0,,-6886695.0,-5944094.0,5078594.0,918351.0,-10064999.0,-10012148.0,-6886695.0,22770445.0,-3866869.0,133289763.0,,,2440886.0,153223896.0,164673509.0,651576.0,39913397.0,40564973.0,84034262.0,-4689988.0,14566641.0,15471777.0,15446758.0,14510818.0,25560125.0,-0.37,-9501145.0,-12164711.0,3307066.0,10232262.0,251490673.0,4739517.0,7598424.0,-12295864.0,7733525.0,-64906.0,,15907954.0,17688505.0,40182075.0,224141836.0,53628680.0,973662.0,2034201.0,2034201.0,5510.0,5510.0,-2156964.0,,40422499.0,250776957.0,-15314586.0,,71973613.0,2222216.0,77573797.0,79796013.0,72744341.0,-62175238.0,41105.0,121817223.0,204645902.0,0.0,-870796.0,107254932.0,-9501145.0,-9501145.0,-9501144.0,-9501145.0,-9501145.0,-9501145.0,-9501144.0,-957395.0,-5332162.0,460635.0,10569103.0,10569103.0,-5332162.0,,,109325162.0,-14817826.0,,115601258.0,7312662.0,240553.0,2419013.0,13671542.0,-2453301.32,3688374.0,53343754.0,284926.0,206852576.0,24537878.0,,566613.0,728197.0,11345173.0,1780551.0,-1.0,2205700.0,3.0,240553.0,1334609.0,1353378.0,6193618.0,27910114.0,66512584.0,-97148.0,0.0,40723809.0,-278278.0,3579197.0,,-14198912.0,0.0,39000.0,0.0,-957395.0,0.0,29252556.0,153223896.0,15471777.0,,885983.0,-62175238.0,,1756951.0,-9478535.0,460635.0,209017.0,,,25560125.0,-2598070.0,0.0,133289763.0,115601258.0,-3316632.32,-4697768.0,0.32,6705912.0,0.0,299820709.0,120360986.0,133289763.0,206567650.0,166530946.0,135147200.0,82496684.0,1011413.0,3303471.0,206852576.0,1079723.0,-10364476.0,-10364476.0,1022247.0,13680454.0,3571520.0,80639247.0,-35395.0
2023-12-31,12M,EUR,32369462.0,38057766.0,-127148865.0,,-1199597.0,1594363.0,887277.0,25157843.0,-0.14,10232262.0,,-18867946.0,1386981.0,22770445.0,19000047.0,22832912.0,-2452708.0,18997210.0,2837.0,,8767784.0,-2453558.0,3037755.0,-1081006.0,943218.0,446409.0,8767784.0,22770445.0,-2452708.0,126949269.0,,,5665328.0,184076694.0,111411905.0,354377.0,55269592.0,55623969.0,101377960.0,1666900.0,15916164.0,16803441.0,16127969.0,14533606.0,25157843.0,-0.14,-3522098.0,2952357.0,19755798.0,19000047.0,268435733.0,-55658102.0,9587600.0,-329751.0,-1703519.0,-26247.0,,11507954.0,13142842.0,39257363.0,237233593.0,67735097.0,675472.0,4807556.0,4807556.0,276960.0,276960.0,-4550692.0,,42459682.0,191953738.0,45887691.0,,75962177.0,1032604.0,9734877.0,10767481.0,2303613.0,-54519856.0,2105.0,127872376.0,214825035.0,,-340575.0,46004422.0,-3522098.0,-3522098.0,-3522098.0,-3522098.0,-3522098.0,-3522098.0,-3522098.0,-741615.0,-4604628.0,64116756.0,-52216243.0,-52216243.0,-4604628.0,,,110084728.0,-17487450.0,,113806427.0,6234232.0,263381.0,2201653.0,20301628.0,4636732.8,18538195.0,60611532.0,7123565.0,251811791.0,24495443.0,1.0,444959.0,12809041.0,11345173.0,1634888.0,,4624724.0,2.0,-1.0,591792.0,1823483.0,,27733712.0,3832865.0,-446686.0,0.0,32944950.0,-324435.0,,,-1855199.0,0.0,-39000.0,,-741615.0,,28191227.0,184076694.0,16803441.0,,1059305.0,-54519856.0,,1771190.0,-3499488.0,,638881.0,,,25560125.0,-6343257.0,,126949269.0,113806427.0,-1186999.2,1666899.0,0.24,6989847.0,,241561848.0,66391450.0,126949269.0,244688226.0,114612579.0,130149943.0,13234619.0,1066005.0,74032.0,251811791.0,575488.0,-545830.0,-4945830.0,1064682.0,14021029.0,4680855.0,10033945.0,-56719.0
