symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
FF.MI,2019-12-31,12M,EUR,,,,,,,,,,,,1411180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,892236.0,,,575576.0,1411180.0,,,,,,,,,,,
FF.MI,2020-12-31,12M,EUR,626440.0,23182141.0,0.58,123919363.0,11636753.0,11010313.0,24459745.0,0.55,13364228.0,17168311.0,28805064.0,1520168.0,48035644.0,0.0,484679.0,484679.0,320.0,320.0,13364228.0,13364228.0,13364228.0,13364228.0,13364228.0,13364228.0,-484359.0,-484359.0,22429478.0,8257139.511258,42186178.0,5849466.0,171955007.0,4911839.0,879621.0,-45248.0,0.0,16683632.0,123919363.0,11636753.0,434105.0,434105.0,1302709.0,233759.0,1520168.0,-1217361.0,1268497.511258,3319404.0,0.198962,166105541.0,,-56988.0,171955007.0,6375586.0,6375586.0,-40100.0
FF.MI,2021-12-31,12M,EUR,961416.0,23940739.0,-0.06,139523367.0,13401080.0,12439664.0,23940739.0,-0.06,-1426751.0,-3889289.0,9511791.0,,55326189.0,1126429.0,700964.0,700964.0,1588.0,1588.0,-1426751.0,-1426751.0,-1426752.0,-1426751.0,-1426751.0,-1426752.0,-690705.0,-690705.0,20923182.0,6789450.52,47972735.0,7353454.0,194849556.0,194787.0,1287242.0,-123982.0,0.0,-4590253.0,139523367.0,13401080.0,,777162.0,1538716.0,,,-2464928.0,-3195189.48,-3163501.0,0.28,187496102.0,,-8671.0,194849556.0,-11411391.0,-11411391.0,-76235.0
FF.MI,2022-06-30,TTM,EUR,982094.0,,,143306936.0,14342325.0,13360231.0,,,-995630.0,-5533861.0,8808464.0,,52037872.0,,879310.0,879310.0,7963.0,7963.0,-995630.0,-995630.0,-995631.0,-995630.0,-995630.0,-995631.0,-862676.0,-862676.0,15984599.0,3310051.0,50983968.0,1053904.0,195344808.0,680801.0,1333905.0,-125531.0,0.0,-6413171.0,143306936.0,14342325.0,,955023.0,1713737.0,,,-2566465.0,-2870454.0,-5417540.0,0.4,194290904.0,,,195344808.0,-7176135.0,-7176135.0,-97413.0
FF.MI,2022-12-31,12M,EUR,935940.0,25560125.0,-0.37,153223896.0,15446758.0,14510818.0,25560125.0,-0.37,-9501145.0,-12164711.0,3307066.0,,53628680.0,973662.0,2034201.0,2034201.0,5510.0,5510.0,-9501145.0,-9501145.0,-9501144.0,-9501145.0,-9501145.0,-9501144.0,-5332162.0,-5332162.0,13671542.0,-2453301.32,53343754.0,284926.0,206852576.0,1334609.0,1353378.0,-97148.0,0.0,-14198912.0,153223896.0,15471777.0,,885983.0,1756951.0,,,-2598070.0,-3316632.32,-4697768.0,0.32,206567650.0,1011413.0,3303471.0,206852576.0,-10364476.0,-10364476.0,-35395.0
FF.MI,2023-09-30,TTM,EUR,,24510548.0,0.050124,,,,24510548.0,0.050124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FF.MI,2023-12-31,12M,EUR,1594363.0,25157843.0,-0.14,184076694.0,16127969.0,14533606.0,25157843.0,-0.14,-3522098.0,2952357.0,19755798.0,,67735097.0,675472.0,4807556.0,4807556.0,276960.0,276960.0,-3522098.0,-3522098.0,-3522098.0,-3522098.0,-3522098.0,-3522098.0,-4604628.0,-4604628.0,20301628.0,4636732.8,60611532.0,7123565.0,251811791.0,591792.0,1823483.0,-446686.0,0.0,-1855199.0,184076694.0,16803441.0,,1059305.0,1771190.0,,,-6343257.0,-1186999.2,1666899.0,0.24,244688226.0,1066005.0,74032.0,251811791.0,-545830.0,-4945830.0,-56719.0
FF.MI,2023-12-31,TTM,EUR,,25560125.0,-0.14,,,,25560125.0,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FF.MI,2024-03-31,TTM,EUR,,24482456.0,-0.143401,182642438.0,16175573.0,14581210.0,24482456.0,-0.143401,-3610645.0,2687534.0,19538579.0,,69173661.0,,4836576.0,4836576.0,265210.0,265210.0,-3610645.0,-3610645.0,-3610645.0,-3610645.0,-3610645.0,-3610645.0,-4645398.0,-4645398.0,21205792.0,29682.8,61217535.0,7956126.0,251816099.0,627541.0,1908749.0,,0.0,-2149042.0,182642438.0,16851045.0,,,,,,,-2426885.2,1461603.0,0.4,243859973.0,1934315.0,,251816099.0,-1667213.0,-6067213.0,
